"gene_set","database","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"clean_D1","MSigDB_Hallmark","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","5/17","21/448",0.238095238095238,6.27450980392157,4.91153678371261,0.000592165415428373,0.00947464664685396,0.00872664822736549,"IGFBP3/GADD45G/PRDM1/INHBA/CPE",5
"clean_D1","MSigDB_Hallmark","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE","3/17","18/448",0.166666666666667,4.3921568627451,2.91418782176763,0.0260474215600365,0.198760866336002,0.183069218993686,"PRLR/BCL2/CPE",3
"clean_D1","MSigDB_Hallmark","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING","3/17","23/448",0.130434782608696,3.43734015345269,2.3808124416114,0.0501663336142146,0.198760866336002,0.183069218993686,"PTCH1/BCL2/PHLDA1",3
"clean_D1","MSigDB_Hallmark","HALLMARK_P53_PATHWAY","HALLMARK_P53_PATHWAY","3/17","23/448",0.130434782608696,3.43734015345269,2.3808124416114,0.0501663336142146,0.198760866336002,0.183069218993686,"INHBB/CEBPA/F2R",3
"clean_D1","MSigDB_Hallmark","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION","3/17","25/448",0.12,3.16235294117647,2.20732351109336,0.0621127707300007,0.198760866336002,0.183069218993686,"INHBB/INHBA/F2R",3
"clean_D1","MSigDB_Hallmark","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY","2/17","17/448",0.117647058823529,3.10034602076125,1.7515246797738,0.131883967966936,0.290227072535597,0.267314408914366,"INHBB/BCL2",2
"clean_D1","MSigDB_Hallmark","HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS","2/17","18/448",0.111111111111111,2.9281045751634,1.65642660389489,0.145113536267798,0.290227072535597,0.267314408914366,"TIMP3/F2R",2
"clean_D1","MSigDB_Hallmark","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB","2/17","18/448",0.111111111111111,2.9281045751634,1.65642660389489,0.145113536267798,0.290227072535597,0.267314408914366,"INHBA/PHLDA1",2
"clean_D1","MSigDB_Hallmark","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","5/17","97/448",0.0515463917525773,1.35839902971498,0.791113364642271,0.297791055724719,0.52940632128839,0.487611085397201,"IGFBP3/SERPINE2/TIMP3/INHBA/IGFBP2",5
"clean_D1","MSigDB_Hallmark","HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","2/17","33/448",0.0606060606060606,1.59714795008913,0.707057046093543,0.36080913817352,0.577294621077633,0.531718729939925,"IGFBP3/BCL2",2
"clean_D1","MSigDB_Hallmark","HALLMARK_PEROXISOME","HALLMARK_PEROXISOME","1/17","14/448",0.0714285714285714,1.88235294117647,0.665428010259321,0.422918562933346,0.615154273357594,0.566589462303047,"CRABP1",1
"clean_D1","MSigDB_Hallmark","HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP","1/17","16/448",0.0625,1.64705882352941,0.522879323798198,0.467292434888802,0.623056579851736,0.57386790249502,"IGFBP2",1
"clean_D1","MSigDB_Hallmark","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE","1/17","23/448",0.0434782608695652,1.1457800511509,0.142399065238038,0.598610924165779,0.723017293208525,0.6659369805868,"INHBA",1
"clean_D1","MSigDB_Hallmark","HALLMARK_COAGULATION","HALLMARK_COAGULATION","1/17","27/448",0.037037037037037,0.976034858387799,-0.0254835789545294,0.659283180765836,0.723017293208525,0.6659369805868,"TIMP3",1
"clean_D1","MSigDB_Hallmark","HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS","1/17","29/448",0.0344827586206897,0.908722109533469,-0.100831718522832,0.686275383027075,0.723017293208525,0.6659369805868,"IGFBP3",1
"clean_D1","MSigDB_Hallmark","HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS","1/17","32/448",0.03125,0.823529411764706,-0.205513447375614,0.723017293208525,0.723017293208525,0.6659369805868,"IGFBP3",1
"clean_D1","MSigDB_KEGG_Legacy","KEGG_PATHWAYS_IN_CANCER","KEGG_PATHWAYS_IN_CANCER","5/20","22/408",0.227272727272727,4.63636363636364,3.97632005764005,0.00258639143670712,0.0216054920638041,0.0178692039625447,"LAMC3/BMP4/PTCH1/BCL2/CEBPA",5
"clean_D1","MSigDB_KEGG_Legacy","KEGG_TGF_BETA_SIGNALING_PATHWAY","KEGG_TGF_BETA_SIGNALING_PATHWAY","4/20","14/408",0.285714285714286,5.82857142857143,4.16899051295234,0.00308649886625773,0.0216054920638041,0.0178692039625447,"BMP7/BMP4/INHBB/INHBA",4
"clean_D1","MSigDB_KEGG_Legacy","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","4/20","18/408",0.222222222222222,4.53333333333333,3.47684155149474,0.00828765398052126,0.0386757185757659,0.031987436416047,"BMP7/INHBB/PRLR/INHBA",4
"clean_D1","MSigDB_KEGG_Legacy","KEGG_P53_SIGNALING_PATHWAY","KEGG_P53_SIGNALING_PATHWAY","2/20","11/408",0.181818181818182,3.70909090909091,2.06548006513064,0.0962992824038064,0.291822702989681,0.24135712277342,"IGFBP3/GADD45G",2
"clean_D1","MSigDB_KEGG_Legacy","KEGG_ECM_RECEPTOR_INTERACTION","KEGG_ECM_RECEPTOR_INTERACTION","3/20","27/408",0.111111111111111,2.26666666666667,1.54446501718267,0.13826101282047,0.291822702989681,0.24135712277342,"LAMC3/TNN/ITGA8",3
"clean_D1","MSigDB_KEGG_Legacy","KEGG_FOCAL_ADHESION","KEGG_FOCAL_ADHESION","4/20","42/408",0.0952380952380952,1.94285714285714,1.46293940389259,0.13875113286742,0.291822702989681,0.24135712277342,"LAMC3/BCL2/TNN/ITGA8",4
"clean_D1","MSigDB_KEGG_Legacy","KEGG_AXON_GUIDANCE","KEGG_AXON_GUIDANCE","2/20","14/408",0.142857142857143,2.91428571428571,1.65279505543081,0.14591135149484,0.291822702989681,0.24135712277342,"SEMA3G/ROBO2",2
"clean_D1","MSigDB_KEGG_Legacy","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","2/20","25/408",0.08,1.632,0.739578087577342,0.350570350389156,0.492737581493085,0.407527323039394,"F2R/ITGA8",2
"clean_D1","MSigDB_KEGG_Legacy","KEGG_CELL_ADHESION_MOLECULES_CAMS","KEGG_CELL_ADHESION_MOLECULES_CAMS","1/20","10/408",0.1,2.04,0.755071612449069,0.398540325078119,0.492737581493085,0.407527323039394,"ITGA8",1
"clean_D1","MSigDB_KEGG_Legacy","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY","1/20","10/408",0.1,2.04,0.755071612449069,0.398540325078119,0.492737581493085,0.407527323039394,"BCL2",1
"clean_D1","MSigDB_KEGG_Legacy","KEGG_DILATED_CARDIOMYOPATHY","KEGG_DILATED_CARDIOMYOPATHY","1/20","11/408",0.0909090909090909,1.85454545454545,0.651527268866712,0.428764429345549,0.492737581493085,0.407527323039394,"ITGA8",1
"clean_D1","MSigDB_KEGG_Legacy","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","1/20","11/408",0.0909090909090909,1.85454545454545,0.651527268866712,0.428764429345549,0.492737581493085,0.407527323039394,"ITGA8",1
"clean_D1","MSigDB_KEGG_Legacy","KEGG_MAPK_SIGNALING_PATHWAY","KEGG_MAPK_SIGNALING_PATHWAY","1/20","12/408",0.0833333333333333,1.7,0.558132625360146,0.457542039957865,0.492737581493085,0.407527323039394,"GADD45G",1
"clean_D1","MSigDB_KEGG_Legacy","KEGG_ENDOCYTOSIS","KEGG_ENDOCYTOSIS","1/20","16/408",0.0625,1.275,0.254475508756976,0.559460779163981,0.559460779163981,0.462711922616826,"F2R",1
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS","REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS","4/32","20/753",0.2,4.70625,3.53682847418399,0.00807271067190392,0.581235168377082,0.577836132304702,"TCF4/INHBB/INHBA/ITGA8",4
"clean_D1","MSigDB_Reactome","REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES","REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES","3/32","16/753",0.1875,4.412109375,2.90446045957268,0.0267943771594259,0.756603777835759,0.752179194339644,"BMP7/BMP4/ITGA8",3
"clean_D1","MSigDB_Reactome","REACTOME_ELASTIC_FIBRE_FORMATION","REACTOME_ELASTIC_FIBRE_FORMATION","3/32","19/753",0.157894736842105,3.71546052631579,2.52399529850734,0.0425034390621532,0.756603777835759,0.752179194339644,"BMP7/BMP4/ITGA8",3
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS","REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS","3/32","20/753",0.15,3.5296875,2.41404945181445,0.0485794499545502,0.756603777835759,0.752179194339644,"BCL2/CRABP1/MYLIP",3
"clean_D1","MSigDB_Reactome","REACTOME_GPCR_LIGAND_BINDING","REACTOME_GPCR_LIGAND_BINDING","2/32","10/753",0.2,4.70625,2.48402853775471,0.0636446760818659,0.756603777835759,0.752179194339644,"PTCH1/F2R",2
"clean_D1","MSigDB_Reactome","REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION","REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION","2/32","11/753",0.181818181818182,4.27840909090909,2.30607704283502,0.0757585722044205,0.756603777835759,0.752179194339644,"TFAP2A/BCL2",2
"clean_D1","MSigDB_Reactome","REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT","REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT","2/32","12/753",0.166666666666667,3.921875,2.14812440250173,0.0885450997558824,0.756603777835759,0.752179194339644,"TFAP2A/BCL2",2
"clean_D1","MSigDB_Reactome","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","2/32","13/753",0.153846153846154,3.62019230769231,2.00634336789088,0.101929304524509,0.756603777835759,0.752179194339644,"BCL2/TWIST1",2
"clean_D1","MSigDB_Reactome","REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION","REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION","4/32","49/753",0.0816326530612245,1.92091836734694,1.40361862522759,0.147986158579057,0.756603777835759,0.752179194339644,"IGFBP3/TFAP2A/PRDM1/TWIST1",4
"clean_D1","MSigDB_Reactome","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","6/32","88/753",0.0681818181818182,1.60440340909091,1.27020464273192,0.159369681487647,0.756603777835759,0.752179194339644,"LAMC3/COL23A1/BMP7/BMP4/TNN/ITGA8",6
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_WNT","REACTOME_SIGNALING_BY_WNT","2/32","17/753",0.117647058823529,2.76838235294118,1.55266585681411,0.160106846238683,0.756603777835759,0.752179194339644,"TCF4/DKK2",2
"clean_D1","MSigDB_Reactome","REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION","REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION","2/32","18/753",0.111111111111111,2.61458333333333,1.45971921615881,0.175514779264485,0.756603777835759,0.752179194339644,"TFAP2A/TWIST1",2
"clean_D1","MSigDB_Reactome","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS","2/32","19/753",0.105263157894737,2.47697368421053,1.37283329985439,0.191163172229465,0.756603777835759,0.752179194339644,"TFAP2A/TWIST1",2
"clean_D1","MSigDB_Reactome","REACTOME_DEVELOPMENTAL_CELL_LINEAGES","REACTOME_DEVELOPMENTAL_CELL_LINEAGES","2/32","19/753",0.105263157894737,2.47697368421053,1.37283329985439,0.191163172229465,0.756603777835759,0.752179194339644,"LAMC3/TFAP2A",2
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_GPCR","REACTOME_SIGNALING_BY_GPCR","2/32","19/753",0.105263157894737,2.47697368421053,1.37283329985439,0.191163172229465,0.756603777835759,0.752179194339644,"PTCH1/F2R",2
"clean_D1","MSigDB_Reactome","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS","3/32","37/753",0.0810810810810811,1.90793918918919,1.19238743201538,0.203891425983725,0.756603777835759,0.752179194339644,"IGFBP3/BMP4/IGFBP2",3
"clean_D1","MSigDB_Reactome","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53","2/32","25/753",0.08,1.8825,0.944790039018896,0.28773395971024,0.756603777835759,0.752179194339644,"IGFBP3/PRDM1",2
"clean_D1","MSigDB_Reactome","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","2/32","26/753",0.0769230769230769,1.81009615384615,0.885059189931073,0.30394238186516,0.756603777835759,0.752179194339644,"COL23A1/ITGA8",2
"clean_D1","MSigDB_Reactome","REACTOME_CELL_CELL_COMMUNICATION","REACTOME_CELL_CELL_COMMUNICATION","2/32","27/753",0.0740740740740741,1.74305555555556,0.827849011246765,0.32010353874502,0.756603777835759,0.752179194339644,"TFAP2A/TWIST1",2
"clean_D1","MSigDB_Reactome","REACTOME_CELL_JUNCTION_ORGANIZATION","REACTOME_CELL_JUNCTION_ORGANIZATION","2/32","27/753",0.0740740740740741,1.74305555555556,0.827849011246765,0.32010353874502,0.756603777835759,0.752179194339644,"TFAP2A/TWIST1",2
"clean_D1","MSigDB_Reactome","REACTOME_ECM_PROTEOGLYCANS","REACTOME_ECM_PROTEOGLYCANS","2/32","28/753",0.0714285714285714,1.68080357142857,0.772944150432994,0.33619277693565,0.756603777835759,0.752179194339644,"TNN/ITGA8",2
"clean_D1","MSigDB_Reactome","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","2/32","29/753",0.0689655172413793,1.62284482758621,0.720154792438438,0.352187493420434,0.756603777835759,0.752179194339644,"DKK2/TWIST1",2
"clean_D1","MSigDB_Reactome","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2","1/32","10/753",0.1,2.353125,0.906900806785659,0.353987412180512,0.756603777835759,0.752179194339644,"TWIST1",1
"clean_D1","MSigDB_Reactome","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","1/32","11/753",0.0909090909090909,2.13920454545455,0.80133179738028,0.381810296178121,0.756603777835759,0.752179194339644,"MYLIP",1
"clean_D1","MSigDB_Reactome","REACTOME_INFECTION_WITH_ENTEROBACTERIA","REACTOME_INFECTION_WITH_ENTEROBACTERIA","1/32","11/753",0.0909090909090909,2.13920454545455,0.80133179738028,0.381810296178121,0.756603777835759,0.752179194339644,"LAMC3",1
"clean_D1","MSigDB_Reactome","REACTOME_RHOA_GTPASE_CYCLE","REACTOME_RHOA_GTPASE_CYCLE","1/32","11/753",0.0909090909090909,2.13920454545455,0.80133179738028,0.381810296178121,0.756603777835759,0.752179194339644,"PREX2",1
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_ALK_IN_CANCER","REACTOME_SIGNALING_BY_ALK_IN_CANCER","1/32","11/753",0.0909090909090909,2.13920454545455,0.80133179738028,0.381810296178121,0.756603777835759,0.752179194339644,"TWIST1",1
"clean_D1","MSigDB_Reactome","REACTOME_CELL_CYCLE","REACTOME_CELL_CYCLE","2/32","32/753",0.0625,1.470703125,0.5728893060668,0.399406750827715,0.756603777835759,0.752179194339644,"CENPW/PHLDA1",2
"clean_D1","MSigDB_Reactome","REACTOME_CDC42_GTPASE_CYCLE","REACTOME_CDC42_GTPASE_CYCLE","1/32","12/753",0.0833333333333333,1.9609375,0.706468720608859,0.408470768580143,0.756603777835759,0.752179194339644,"PREX2",1
"clean_D1","MSigDB_Reactome","REACTOME_MET_ACTIVATES_PTK2_SIGNALING","REACTOME_MET_ACTIVATES_PTK2_SIGNALING","1/32","12/753",0.0833333333333333,1.9609375,0.706468720608859,0.408470768580143,0.756603777835759,0.752179194339644,"LAMC3",1
"clean_D1","MSigDB_Reactome","REACTOME_MET_PROMOTES_CELL_MOTILITY","REACTOME_MET_PROMOTES_CELL_MOTILITY","1/32","12/753",0.0833333333333333,1.9609375,0.706468720608859,0.408470768580143,0.756603777835759,0.752179194339644,"LAMC3",1
"clean_D1","MSigDB_Reactome","REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE","REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE","1/32","12/753",0.0833333333333333,1.9609375,0.706468720608859,0.408470768580143,0.756603777835759,0.752179194339644,"MYLIP",1
"clean_D1","MSigDB_Reactome","REACTOME_RAC1_GTPASE_CYCLE","REACTOME_RAC1_GTPASE_CYCLE","1/32","12/753",0.0833333333333333,1.9609375,0.706468720608859,0.408470768580143,0.756603777835759,0.752179194339644,"PREX2",1
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_HEDGEHOG","REACTOME_SIGNALING_BY_HEDGEHOG","1/32","12/753",0.0833333333333333,1.9609375,0.706468720608859,0.408470768580143,0.756603777835759,0.752179194339644,"PTCH1",1
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","1/32","12/753",0.0833333333333333,1.9609375,0.706468720608859,0.408470768580143,0.756603777835759,0.752179194339644,"ITGA8",1
"clean_D1","MSigDB_Reactome","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION","2/32","34/753",0.0588235294117647,1.38419117647059,0.482657075206743,0.430080992258534,0.756603777835759,0.752179194339644,"TIMP3/F2R",2
"clean_D1","MSigDB_Reactome","REACTOME_HEMOSTASIS","REACTOME_HEMOSTASIS","3/32","56/753",0.0535714285714286,1.26060267857143,0.426749260084946,0.430613586438485,0.756603777835759,0.752179194339644,"SERPINE2/TIMP3/F2R",3
"clean_D1","MSigDB_Reactome","REACTOME_ESR_MEDIATED_SIGNALING","REACTOME_ESR_MEDIATED_SIGNALING","1/32","13/753",0.0769230769230769,1.81009615384615,0.620309830256172,0.434015890584779,0.756603777835759,0.752179194339644,"BCL2",1
"clean_D1","MSigDB_Reactome","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS","1/32","13/753",0.0769230769230769,1.81009615384615,0.620309830256172,0.434015890584779,0.756603777835759,0.752179194339644,"PREX2",1
"clean_D1","MSigDB_Reactome","REACTOME_MITOTIC_G2_G2_M_PHASES","REACTOME_MITOTIC_G2_G2_M_PHASES","1/32","13/753",0.0769230769230769,1.81009615384615,0.620309830256172,0.434015890584779,0.756603777835759,0.752179194339644,"PHLDA1",1
"clean_D1","MSigDB_Reactome","REACTOME_APOPTOSIS","REACTOME_APOPTOSIS","1/32","14/753",0.0714285714285714,1.68080357142857,0.541352193816384,0.458490879100032,0.756603777835759,0.752179194339644,"BCL2",1
"clean_D1","MSigDB_Reactome","REACTOME_PROGRAMMED_CELL_DEATH","REACTOME_PROGRAMMED_CELL_DEATH","1/32","14/753",0.0714285714285714,1.68080357142857,0.541352193816384,0.458490879100032,0.756603777835759,0.752179194339644,"BCL2",1
"clean_D1","MSigDB_Reactome","REACTOME_TRANSPORT_OF_SMALL_MOLECULES","REACTOME_TRANSPORT_OF_SMALL_MOLECULES","2/32","37/753",0.0540540540540541,1.27195945945946,0.357161630799025,0.474616677919575,0.756603777835759,0.752179194339644,"SLC5A3/MYLIP",2
"clean_D1","MSigDB_Reactome","REACTOME_BACTERIAL_INFECTION_PATHWAYS","REACTOME_BACTERIAL_INFECTION_PATHWAYS","1/32","15/753",0.0666666666666667,1.56875,0.468441254518852,0.481939176622087,0.756603777835759,0.752179194339644,"LAMC3",1
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_INTERLEUKINS","REACTOME_SIGNALING_BY_INTERLEUKINS","2/32","39/753",0.0512820512820513,1.20673076923077,0.279128765823984,0.503205403142123,0.756603777835759,0.752179194339644,"BCL2/TWIST1",2
"clean_D1","MSigDB_Reactome","REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS","1/32","16/753",0.0625,1.470703125,0.400672564829431,0.504402518557173,0.756603777835759,0.752179194339644,"LAMC3",1
"clean_D1","MSigDB_Reactome","REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS","REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS","1/32","16/753",0.0625,1.470703125,0.400672564829431,0.504402518557173,0.756603777835759,0.752179194339644,"LAMC3",1
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_MET","REACTOME_SIGNALING_BY_MET","1/32","16/753",0.0625,1.470703125,0.400672564829431,0.504402518557173,0.756603777835759,0.752179194339644,"LAMC3",1
"clean_D1","MSigDB_Reactome","REACTOME_COLLAGEN_CHAIN_TRIMERIZATION","REACTOME_COLLAGEN_CHAIN_TRIMERIZATION","1/32","18/753",0.0555555555555556,1.30729166666667,0.277817528236678,0.546533128595467,0.803069086915788,0.798372776465988,"COL23A1",1
"clean_D1","MSigDB_Reactome","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM","3/32","68/753",0.0441176470588235,1.03814338235294,0.0694295977395037,0.565703922207885,0.814613647979354,0.809849825476551,"PRLR/BCL2/TWIST1",3
"clean_D1","MSigDB_Reactome","REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS","REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS","1/32","20/753",0.05,1.1765625,0.168491407075376,0.58518485636552,0.826143326633675,0.821312079109502,"LAMC3",1
"clean_D1","MSigDB_Reactome","REACTOME_COLLAGEN_DEGRADATION","REACTOME_COLLAGEN_DEGRADATION","1/32","23/753",0.0434782608695652,1.02309782608696,0.023685898947114,0.637243332260508,0.882336921591473,0.877177056552926,"COL23A1",1
"clean_D1","MSigDB_Reactome","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS","1/32","25/753",0.04,0.94125,-0.0628967873001248,0.668370454187066,0.907974956631486,0.902665161563465,"BCL2",1
"clean_D1","MSigDB_Reactome","REACTOME_CELL_CYCLE_MITOTIC","REACTOME_CELL_CYCLE_MITOTIC","1/32","28/753",0.0357142857142857,0.840401785714286,-0.181198382806423,0.710262759241095,0.919046357664908,0.913671817561604,"PHLDA1",1
"clean_D1","MSigDB_Reactome","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2","REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2","1/32","28/753",0.0357142857142857,0.840401785714286,-0.181198382806423,0.710262759241095,0.919046357664908,0.913671817561604,"TIMP3",1
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES","2/32","57/753",0.0350877192982456,0.825657894736842,-0.288238089889015,0.714813833739373,0.919046357664908,0.913671817561604,"LAMC3/PRDM1",2
"clean_D1","MSigDB_Reactome","REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION","REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION","1/32","31/753",0.032258064516129,0.759072580645161,-0.288412948223934,0.747007977886587,0.938381801025753,0.932894188154257,"MYLIP",1
"clean_D1","MSigDB_Reactome","REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES","REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES","1/32","32/753",0.03125,0.7353515625,-0.322101663784446,0.758220920694938,0.938381801025753,0.932894188154257,"COL23A1",1
"clean_D1","MSigDB_Reactome","REACTOME_RHO_GTPASE_CYCLE","REACTOME_RHO_GTPASE_CYCLE","1/32","33/753",0.0303030303030303,0.713068181818182,-0.354883419471159,0.768951753618325,0.938381801025753,0.932894188154257,"PREX2",1
"clean_D1","MSigDB_Reactome","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","1/32","35/753",0.0285714285714286,0.672321428571429,-0.417961345638831,0.789046631235943,0.946855957483132,0.941318788141125,"COL23A1",1
"clean_D1","MSigDB_Reactome","REACTOME_COLLAGEN_FORMATION","REACTOME_COLLAGEN_FORMATION","1/32","37/753",0.027027027027027,0.63597972972973,-0.478064170417328,0.807443779761856,0.953048395784486,0.947475013352997,"COL23A1",1
"clean_D1","MSigDB_Reactome","REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES","REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES","1/32","39/753",0.0256410256410256,0.603365384615385,-0.535537748383225,0.824282387543278,0.957231159727678,0.951633316688334,"PGM2L1",1
"clean_D1","MSigDB_Reactome","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3","REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3","1/32","58/753",0.0172413793103448,0.405711206896552,-0.991825824881724,0.927308430903999,0.99941376105455,0.993569236136103,"PREX2",1
"clean_D1","MSigDB_Reactome","REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS","REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS","1/32","64/753",0.015625,0.36767578125,-1.11336219192976,0.945273015056936,0.99941376105455,0.993569236136103,"ROBO2",1
