"gene_set","database","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"clean_D2","MSigDB_Reactome","REACTOME_PROTEIN_LOCALIZATION","REACTOME_PROTEIN_LOCALIZATION","11/634","12/753",0.916666666666667,1.08872239747634,0.714652399911674,0.410944901026604,0.783760893710533,0.686766302312501,"ECH1/FIS1/CYC1/SEC61B/TIMM13/TOMM5/GSTK1/SERP1/SEC61G/SCP2/TIMM8B",11
"clean_D2","MSigDB_Reactome","REACTOME_RAC1_GTPASE_CYCLE","REACTOME_RAC1_GTPASE_CYCLE","11/634","12/753",0.916666666666667,1.08872239747634,0.714652399911674,0.410944901026604,0.783760893710533,0.686766302312501,"TIAM2/ARHGDIA/CDC42EP1/PKN1/ARHGAP22/YKT6/LAMTOR1/ARAP1/CYBA/FARP1/ARHGAP1",11
"clean_D2","MSigDB_Reactome","REACTOME_REGULATION_OF_PD_L1_CD274_EXPRESSION","REACTOME_REGULATION_OF_PD_L1_CD274_EXPRESSION","11/634","12/753",0.916666666666667,1.08872239747634,0.714652399911674,0.410944901026604,0.783760893710533,0.686766302312501,"TMEM258/PSMC4/RPN1/RPN2/MYC/PSMD8/SPOP/PSMB3/OSTC/ERLEC1/OST4",11
"clean_D2","MSigDB_Reactome","REACTOME_RHO_GTPASES_ACTIVATE_FORMINS","REACTOME_RHO_GTPASES_ACTIVATE_FORMINS","11/634","12/753",0.916666666666667,1.08872239747634,0.714652399911674,0.410944901026604,0.783760893710533,0.686766302312501,"CLIP1/TUBA1B/PPP2R1A/CENPP/RHOC/ACTB/PFN1/TUBA1C/TUBB2A/EVL/SEC13",11
"clean_D2","MSigDB_Reactome","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53","22/634","25/753",0.88,1.04517350157729,0.529868545069257,0.42394366066538,0.800301808398931,0.701260190574312,"NDUFA4/COX7B/CARM1/COX7A1/POLR2G/PRELID1/BAX/PPP2R1A/COX5A/GTF2H5/PRDX5/LAMTOR1/DDB2/CHD3/GSR/GPI/TMEM219/TP53I3/TAF10/LAMTOR2/CDKN2A/SCO2",22
"clean_D2","MSigDB_Reactome","REACTOME_DEATH_RECEPTOR_SIGNALING","REACTOME_DEATH_RECEPTOR_SIGNALING","10/634","11/753",0.909090909090909,1.07972469171207,0.614422777223629,0.460541854437675,0.803775878028018,0.704304325555134,"RBCK1/MAPKAPK2/TIAM2/ARHGDIA/PSENEN/BAD/TNFRSF1A/TNFSF10/NGFR/MAGED1",10
"clean_D2","MSigDB_Reactome","REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS","REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS","10/634","11/753",0.909090909090909,1.07972469171207,0.614422777223629,0.460541854437675,0.803775878028018,0.704304325555134,"CFL1/LIMK1/ARPC2/MYO1C/ARPC4/ARPC1A/ACTB/MYH9/PLPP4/ARPC1B",10
"clean_D2","MSigDB_Reactome","REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS","REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS","10/634","11/753",0.909090909090909,1.07972469171207,0.614422777223629,0.460541854437675,0.803775878028018,0.704304325555134,"TMEM258/RPN1/RPN2/ANO1/PRKCSH/MAN1B1/MGAT1/ST3GAL2/OSTC/OST4",10
"clean_D2","MSigDB_Reactome","REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION","REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION","10/634","11/753",0.909090909090909,1.07972469171207,0.614422777223629,0.460541854437675,0.803775878028018,0.704304325555134,"ECH1/SLC25A5/NDUFA2/PRELID1/NDUFA13/COX5A/CLPP/UQCRQ/IDH2/ALDH18A1",10
"clean_D2","MSigDB_Reactome","REACTOME_NEDDYLATION","REACTOME_NEDDYLATION","10/634","11/753",0.909090909090909,1.07972469171207,0.614422777223629,0.460541854437675,0.803775878028018,0.704304325555134,"PSMC4/PSMD8/COMMD7/PSMB3/CCDC8/FBXW5/DDB2/COPS7A/KLHL22/COMMD5",10
"clean_D2","MSigDB_Reactome","REACTOME_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION","REACTOME_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION","10/634","11/753",0.909090909090909,1.07972469171207,0.614422777223629,0.460541854437675,0.803775878028018,0.704304325555134,"TMEM258/PSMC4/RPN1/RPN2/PSMD8/SPOP/PSMB3/OSTC/ERLEC1/OST4",10
"clean_D2","MSigDB_Reactome","REACTOME_RHOA_GTPASE_CYCLE","REACTOME_RHOA_GTPASE_CYCLE","10/634","11/753",0.909090909090909,1.07972469171207,0.614422777223629,0.460541854437675,0.803775878028018,0.704304325555134,"ARHGDIA/PKN1/ARHGAP22/YKT6/DDRGK1/HMOX2/ARAP1/ARHGAP28/FARP1/ARHGAP1",10
"clean_D2","MSigDB_Reactome","REACTOME_SIGNALING_BY_NOTCH","REACTOME_SIGNALING_BY_NOTCH","10/634","11/753",0.909090909090909,1.07972469171207,0.614422777223629,0.460541854437675,0.803775878028018,0.704304325555134,"PSMC4/MYC/PSMD8/TMED2/PSMB3/PSENEN/B4GALT1/RUNX1/ACTA2/MDK",10
"clean_D2","MSigDB_Reactome","REACTOME_BIOLOGICAL_OXIDATIONS","REACTOME_BIOLOGICAL_OXIDATIONS","9/634","10/753",0.9,1.06892744479495,0.506148367860007,0.514070493610061,0.819853804464321,0.718392522830756,"GSTO1/CMBL/CYP1B1/GSTK1/PTGIS/FMO1/AHR/AKR1A1/NNMT",9
"clean_D2","MSigDB_Reactome","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","9/634","10/753",0.9,1.06892744479495,0.506148367860007,0.514070493610061,0.819853804464321,0.718392522830756,"HLA-A/IFITM1/ICAM3/CLEC2B/B2M/CD99/COL3A1/COL1A2/COL1A1",9
"clean_D2","MSigDB_Reactome","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING","9/634","10/753",0.9,1.06892744479495,0.506148367860007,0.514070493610061,0.819853804464321,0.718392522830756,"HLA-A/IFITM1/GBP2/IFI35/PSMB8/IFI6/IFITM3/IFI27/ISG15",9
"clean_D2","MSigDB_Reactome","REACTOME_MRNA_SPLICING","REACTOME_MRNA_SPLICING","9/634","10/753",0.9,1.06892744479495,0.506148367860007,0.514070493610061,0.819853804464321,0.718392522830756,"MAGOHB/LSM7/PUF60/POLR2G/SNRPC/SNRNP25/BUD31/TXNL4A/FAM50A",9
"clean_D2","MSigDB_Reactome","REACTOME_PCP_CE_PATHWAY","REACTOME_PCP_CE_PATHWAY","9/634","10/753",0.9,1.06892744479495,0.506148367860007,0.514070493610061,0.819853804464321,0.718392522830756,"PSMC4/PSMD8/PSMB3/AP2M1/CLTB/PRICKLE1/PFN1/ROR2/AP2S1",9
"clean_D2","MSigDB_Reactome","REACTOME_PROTEIN_FOLDING","REACTOME_PROTEIN_FOLDING","9/634","10/753",0.9,1.06892744479495,0.506148367860007,0.514070493610061,0.819853804464321,0.718392522830756,"TUBA1B/USP11/SPHK1/FBXW5/GNG5/ACTB/TUBA1C/TUBB2A/FKBP9",9
"clean_D2","MSigDB_Reactome","REACTOME_SEMAPHORIN_INTERACTIONS","REACTOME_SEMAPHORIN_INTERACTIONS","9/634","10/753",0.9,1.06892744479495,0.506148367860007,0.514070493610061,0.819853804464321,0.718392522830756,"PLXNA3/PLXNA2/CFL1/MYL6/LIMK1/DPYSL3/RHOC/MYH9/MYL9",9
"clean_D2","MSigDB_Reactome","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1","9/634","10/753",0.9,1.06892744479495,0.506148367860007,0.514070493610061,0.819853804464321,0.718392522830756,"PSMC4/PSMD8/CCND2/PSMB3/NFATC2/THBS1/RUNX1/CTSK/MYL9",9
"clean_D2","MSigDB_Reactome","REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS","REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS","9/634","10/753",0.9,1.06892744479495,0.506148367860007,0.514070493610061,0.819853804464321,0.718392522830756,"TMEM258/RPN1/RPN2/PRKCSH/MAN1B1/MGAT1/ST3GAL2/OSTC/OST4",9
"clean_D2","MSigDB_Reactome","REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES","REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES","9/634","10/753",0.9,1.06892744479495,0.506148367860007,0.514070493610061,0.819853804464321,0.718392522830756,"PSMC4/SNX3/MYC/PSMD8/PSMB3/USP11/TADA3/DDB2/TAF10",9
"clean_D2","MSigDB_Reactome","REACTOME_SIGNALING_BY_MET","REACTOME_SIGNALING_BY_MET","14/634","16/753",0.875,1.03923501577287,0.3659149448421,0.523874247369352,0.828348168917352,0.725835664371392,"SPINT2/SH3GL1/LAMB2/SHC1/LAMC1/LAMA4/COL11A1/COL5A3/FN1/COL5A2/COL3A1/COL5A1/COL1A2/COL1A1",14
"clean_D2","MSigDB_Reactome","REACTOME_CELL_CYCLE_MITOTIC","REACTOME_CELL_CYCLE_MITOTIC","24/634","28/753",0.857142857142857,1.01802613789995,0.224229511106499,0.538494420021893,0.84424972630551,0.73976931920938,"SSNA1/PSMC4/RAB1B/GORASP2/POLE4/DCTN1/CLIP1/TUBA1B/MYC/PSMD8/SIRT2/CCND2/PPP2R1A/GOLGA2/PSMB3/MZT2A/CENPP/ANAPC11/NEK6/TUBA1C/CDKN2A/TUBB2A/POLD4/SEC13",24
"clean_D2","MSigDB_Reactome","REACTOME_MAPK1_MAPK3_SIGNALING","REACTOME_MAPK1_MAPK3_SIGNALING","13/634","15/753",0.866666666666667,1.02933753943218,0.264740999095456,0.568661020073707,0.884052846333074,0.77464659081248,"PSMC4/MAP2K2/ABHD17A/DLG1/PSMD8/PPP2R1A/PSMB3/PEA15/GRIN2D/ACTB/SHC1/LAMTOR2/FN1",13
"clean_D2","MSigDB_Reactome","REACTOME_SIGNALING_BY_INTERLEUKINS","REACTOME_SIGNALING_BY_INTERLEUKINS","33/634","39/753",0.846153846153846,1.00497452074739,0.0735892730360913,0.578121074378966,0.891269989667573,0.78097057416106,"PSMC4/GSTO1/ANXA2/NKIRAS2/CFL1/PSME2/CSF1/MAPKAPK2/FSCN1/INPPL1/MYC/PSMD8/IL32/PTPN14/PPP2R1A/PSMB3/RALA/CCL2/GSDMD/IKBIP/MIF/ANXA1/TXLNA/ZEB1/TNFRSF1A/CNN2/SHC1/IL1R1/P4HB/MMP2/TIMP1/FN1/COL1A2",33
"clean_D2","MSigDB_Reactome","REACTOME_CELL_CYCLE","REACTOME_CELL_CYCLE","27/634","32/753",0.84375,1.00211947949527,0.0282628949776921,0.605913460424522,0.924571448603992,0.810150799914736,"SSNA1/PSMC4/RAB1B/TEN1/GORASP2/POLE4/DCTN1/CLIP1/TUBA1B/NOP10/MYC/PSMD8/POLR2G/SIRT2/CCND2/PPP2R1A/GOLGA2/PSMB3/MZT2A/CENPP/ANAPC11/NEK6/TUBA1C/CDKN2A/TUBB2A/POLD4/SEC13",27
"clean_D2","MSigDB_Reactome","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE","12/634","14/753",0.857142857142857,1.01802613789995,0.157045159974209,0.614715071234005,0.924571448603992,0.810150799914736,"PSMC4/CLIP1/TUBA1B/PSMD8/SIRT2/PPP2R1A/PSMB3/CENPP/ANAPC11/TUBA1C/TUBB2A/SEC13",12
"clean_D2","MSigDB_Reactome","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","12/634","14/753",0.857142857142857,1.01802613789995,0.157045159974209,0.614715071234005,0.924571448603992,0.810150799914736,"MAGOHB/LSM7/PUF60/POLR2G/SNRPC/PPP1CA/SNRNP25/THOC6/BUD31/TXNL4A/FAM50A/SEC13",12
"clean_D2","MSigDB_Reactome","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS","16/634","19/753",0.842105263157895,1.0001660302175,0.00169081454794528,0.647631840821149,0.950888020253274,0.833210555442414,"TMEM258/PSMC4/PKM/RPN1/RPN2/MYC/PSMD8/PSMB3/PRKCSH/ZEB1/ACTB/OSTC/CTSB/OST4/CADM1/ACTA2",16
"clean_D2","MSigDB_Reactome","REACTOME_DEVELOPMENTAL_CELL_LINEAGES","REACTOME_DEVELOPMENTAL_CELL_LINEAGES","16/634","19/753",0.842105263157895,1.0001660302175,0.00169081454794528,0.647631840821149,0.950888020253274,0.833210555442414,"ANXA2/ANXA1/LAMB2/LAMC1/AQP1/LAMA4/CD74/ACTA2/COL11A1/COL5A3/FN1/COL5A2/COL3A1/COL5A1/COL1A2/COL1A1",16
"clean_D2","MSigDB_Reactome","REACTOME_ELASTIC_FIBRE_FORMATION","REACTOME_ELASTIC_FIBRE_FORMATION","16/634","19/753",0.842105263157895,1.0001660302175,0.00169081454794528,0.647631840821149,0.950888020253274,0.833210555442414,"LOXL2/LTBP2/ELN/FBLN2/ITGB5/EFEMP1/ITGA5/LTBP3/MFAP2/LOX/TGFB3/FBLN1/EFEMP2/EMILIN1/FBN1/FN1",16
"clean_D2","MSigDB_Reactome","REACTOME_ESR_MEDIATED_SIGNALING","REACTOME_ESR_MEDIATED_SIGNALING","11/634","13/753",0.846153846153846,1.00497452074739,0.0417337232104267,0.661540034050965,0.956132080464286,0.837805635229019,"CARM1/MYC/POLR2G/CTSD/CXCL12/SPHK1/GNG5/CXXC5/SHC1/RUNX1/MMP2",11
"clean_D2","MSigDB_Reactome","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS","11/634","13/753",0.846153846153846,1.00497452074739,0.0417337232104267,0.661540034050965,0.956132080464286,0.837805635229019,"PSMC4/CLIP1/TUBA1B/PSMD8/PPP2R1A/PSMB3/CENPP/ANAPC11/TUBA1C/TUBB2A/SEC13",11
"clean_D2","MSigDB_Reactome","REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION","REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION","15/634","18/753",0.833333333333333,0.989747634069401,-0.101553933656009,0.686622382257614,0.984691013315183,0.862830247798226,"TMEM258/PSMC4/PKM/RPN1/RPN2/MYC/PSMD8/PSMB3/PRKCSH/ZEB1/ACTB/OSTC/CTSB/OST4/ACTA2",15
"clean_D2","MSigDB_Reactome","REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT","REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT","10/634","12/753",0.833333333333333,0.989747634069401,-0.0825820551009045,0.708526621493033,0.985544548693317,0.863578153620317,"BCL7C/CSF1/ATP6V0E1/ATP6V0D1/ZEB1/ACTB/PXDN/EDIL3/CDKN2A/GXYLT2",10
"clean_D2","MSigDB_Reactome","REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE","REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE","10/634","12/753",0.833333333333333,0.989747634069401,-0.0825820551009045,0.708526621493033,0.985544548693317,0.863578153620317,"NPC2/AP2M1/APOE/A2M/LMF2/PLTP/P4HB/HDLBP/AP2S1/BMP1",10
"clean_D2","MSigDB_Reactome","REACTOME_SIGNALING_BY_HEDGEHOG","REACTOME_SIGNALING_BY_HEDGEHOG","10/634","12/753",0.833333333333333,0.989747634069401,-0.0825820551009045,0.708526621493033,0.985544548693317,0.863578153620317,"PSMC4/TUBA1B/PSMD8/SPOP/PSMB3/PRKAR2A/ERLEC1/TUBA1C/TUBB2A/P4HB",10
"clean_D2","MSigDB_Reactome","REACTOME_TOLL_LIKE_RECEPTOR_CASCADES","REACTOME_TOLL_LIKE_RECEPTOR_CASCADES","10/634","12/753",0.833333333333333,0.989747634069401,-0.0825820551009045,0.708526621493033,0.985544548693317,0.863578153620317,"NKIRAS2/MAPKAPK2/PPP2R1A/GSDMD/IKBIP/LGMN/S100A9/CTSB/S100A8/CTSK",10
"clean_D2","MSigDB_Reactome","REACTOME_SIGNALING_BY_WNT","REACTOME_SIGNALING_BY_WNT","14/634","17/753",0.823529411764706,0.978103544256819,-0.210639320819311,0.725141263918638,1,0.87624466571835,"PSMC4/SNX3/MYC/PSMD8/PPP2R1A/PSMB3/AP2M1/CLTB/GNG5/PRICKLE1/PFN1/ROR2/AP2S1/SFRP2",14
"clean_D2","MSigDB_Reactome","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","9/634","11/753",0.818181818181818,0.971752222540866,-0.217700156678157,0.754949369885796,1,0.87624466571835,"PSMC4/RBCK1/PSMD8/UBA1/PSMB3/FBXW5/ANAPC11/KLHL22/UBE2L6",9
"clean_D2","MSigDB_Reactome","REACTOME_CELL_CYCLE_CHECKPOINTS","REACTOME_CELL_CYCLE_CHECKPOINTS","9/634","11/753",0.818181818181818,0.971752222540866,-0.217700156678157,0.754949369885796,1,0.87624466571835,"PSMC4/CLIP1/PSMD8/PPP2R1A/PSMB3/CENPP/ANAPC11/CDKN2A/SEC13",9
"clean_D2","MSigDB_Reactome","REACTOME_INFECTION_WITH_ENTEROBACTERIA","REACTOME_INFECTION_WITH_ENTEROBACTERIA","9/634","11/753",0.818181818181818,0.971752222540866,-0.217700156678157,0.754949369885796,1,0.87624466571835,"GBP2/CALM3/LAMB2/LAMC1/LAMA4/COL5A3/FN1/COL5A2/COL5A1",9
"clean_D2","MSigDB_Reactome","REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION","REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION","9/634","11/753",0.818181818181818,0.971752222540866,-0.217700156678157,0.754949369885796,1,0.87624466571835,"BCL7C/ATP6V0E1/ATP6V0D1/ZEB1/ACTB/PXDN/EDIL3/CDKN2A/GXYLT2",9
"clean_D2","MSigDB_Reactome","REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES","REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES","13/634","16/753",0.8125,0.965003943217666,-0.326381420650617,0.762737035125912,1,0.87624466571835,"LTBP2/ELN/FBLN2/ITGB5/EFEMP1/LTBP3/MFAP2/TGFB3/FBLN1/EFEMP2/EMILIN1/FBN1/FN1",13
"clean_D2","MSigDB_Reactome","REACTOME_DENGUE_VIRUS_INFECTION","REACTOME_DENGUE_VIRUS_INFECTION","30/634","37/753",0.810810810810811,0.962997698013471,-0.53241853078114,0.783570530054431,1,0.87624466571835,"TMEM258/KDELR1/RPN1/DPM3/RPN2/PUF60/POLR2G/UBA1/AP2M1/LY6E/GPC1/CALR/BUD31/TXNL4A/GPC6/EIF4G1/NRBP1/DPM2/DYNLT1/P4HA3/OSTC/RRBP1/C1S/P4HB/HDLBP/AP2S1/OST4/GAS6/P4HA2/HSPG2",30
"clean_D2","MSigDB_Reactome","REACTOME_BACTERIAL_INFECTION_PATHWAYS","REACTOME_BACTERIAL_INFECTION_PATHWAYS","12/634","15/753",0.8,0.950157728706625,-0.449775030721311,0.798931275875198,1,0.87624466571835,"MAP2K2/GBP2/B2M/CALM3/SH3GL1/LAMB2/LAMC1/LAMA4/COL5A3/FN1/COL5A2/COL5A1",12
"clean_D2","MSigDB_Reactome","REACTOME_GPCR_LIGAND_BINDING","REACTOME_GPCR_LIGAND_BINDING","8/634","10/753",0.8,0.950157728706625,-0.366002023441103,0.799969862736053,1,0.87624466571835,"CMKLR1/CCL27/APLNR/CCL2/CXCL12/GNG5/ANXA1/ACKR1",8
"clean_D2","MSigDB_Reactome","REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING","REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING","8/634","10/753",0.8,0.950157728706625,-0.366002023441103,0.799969862736053,1,0.87624466571835,"PSMC4/NKIRAS2/PSMD8/PTPN14/PSMB3/GSDMD/IKBIP/IL1R1",8
"clean_D2","MSigDB_Reactome","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2","8/634","10/753",0.8,0.950157728706625,-0.366002023441103,0.799969862736053,1,0.87624466571835,"PSMC4/PSMD8/BAX/PSMB3/ITGA5/ITGBL1/RUNX1/COL1A1",8
"clean_D2","MSigDB_Reactome","REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS","REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS","16/634","20/753",0.8,0.950157728706625,-0.52112379485202,0.803819769238815,1,0.87624466571835,"CARM1/MYC/POLR2G/CTSD/CXCL12/SPHK1/APOE/GNG5/AKR1C3/CXXC5/SHC1/PLTP/CRABP2/RUNX1/MMP2/ARL4C",16
"clean_D2","MSigDB_Reactome","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","23/634","29/753",0.793103448275862,0.941966713803981,-0.735168597526708,0.841338653714228,1,0.87624466571835,"PSMC4/MAP2K2/DCTN1/CLIP1/MYC/PSMD8/POLR2G/PPP2R1A/FKBP1A/PSMB3/MYO18A/PSENEN/SEC31A/BAD/AKT1S1/ACTB/AGTRAP/SHC1/TPM4/MYH9/ERLEC1/RRBP1/FN1",23
"clean_D2","MSigDB_Reactome","REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION","REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION","14/634","18/753",0.777777777777778,0.923764458464774,-0.755144634878014,0.859957349732223,1,0.87624466571835,"TMEM258/RPN1/DPM3/RPN2/CALR/EIF4G1/DPM2/P4HA3/OSTC/RRBP1/P4HB/HDLBP/OST4/P4HA2",14
"clean_D2","MSigDB_Reactome","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS","10/634","13/753",0.769230769230769,0.913613200679447,-0.724741729898129,0.865148579633259,1,0.87624466571835,"PSMC4/PSMD8/PPP2R1A/PSMB3/PRKAR2A/LAMTOR1/CHD3/BAD/AKT1S1/LAMTOR2",10
"clean_D2","MSigDB_Reactome","REACTOME_MITOTIC_G2_G2_M_PHASES","REACTOME_MITOTIC_G2_G2_M_PHASES","10/634","13/753",0.769230769230769,0.913613200679447,-0.724741729898129,0.865148579633259,1,0.87624466571835,"SSNA1/PSMC4/DCTN1/TUBA1B/PSMD8/PPP2R1A/PSMB3/MZT2A/TUBA1C/TUBB2A",10
"clean_D2","MSigDB_Reactome","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","9/634","12/753",0.75,0.890772870662461,-0.879816510113483,0.894217615064085,1,0.87624466571835,"LTBP2/MYC/FKBP1A/ITGB5/PPP1CA/LTBP3/TGFB3/FBN1/COL1A2",9
"clean_D2","MSigDB_Reactome","REACTOME_APOPTOSIS","REACTOME_APOPTOSIS","10/634","14/753",0.714285714285714,0.848355114916629,-1.32114240828303,0.944941117766861,1,0.87624466571835,"PSMC4/PSMD8/BAX/PSMB3/GSDMD/BAD/DAPK3/TNFSF10/CDKN2A/MAGED1",10
"clean_D2","MSigDB_Reactome","REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS","REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS","10/634","14/753",0.714285714285714,0.848355114916629,-1.32114240828303,0.944941117766861,1,0.87624466571835,"PUF60/POLR2G/GPC1/BUD31/TXNL4A/GPC6/NRBP1/DYNLT1/C1S/HSPG2",10
"clean_D2","MSigDB_Reactome","REACTOME_PROGRAMMED_CELL_DEATH","REACTOME_PROGRAMMED_CELL_DEATH","10/634","14/753",0.714285714285714,0.848355114916629,-1.32114240828303,0.944941117766861,1,0.87624466571835,"PSMC4/PSMD8/BAX/PSMB3/GSDMD/BAD/DAPK3/TNFSF10/CDKN2A/MAGED1",10
"clean_D2","MSigDB_Reactome","REACTOME_AUTOPHAGY","REACTOME_AUTOPHAGY","9/634","13/753",0.692307692307692,0.822251880611502,-1.49121718300669,0.959622944783444,1,0.87624466571835,"WDR45/TUBA1B/TOMM5/LAMTOR1/WIPI1/LAMTOR2/TUBA1C/TUBB2A/PLIN3",9
"clean_D2","MSigDB_Reactome","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING","9/634","13/753",0.692307692307692,0.822251880611502,-1.49121718300669,0.959622944783444,1,0.87624466571835,"FSCN1/MYC/CCL2/ANXA1/ZEB1/MMP2/TIMP1/FN1/COL1A2",9
"clean_D2","MSigDB_Reactome","REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS","REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS","14/634","20/753",0.7,0.831388012618297,-1.76291562245826,0.973242445251829,1,0.87624466571835,"LTBP2/MYC/MMP14/FKBP1A/PSENEN/ITGB5/PPP1CA/GIPC1/LTBP3/TGFB3/FSTL1/TIMP1/FBN1/COL1A2",14
"clean_D2","MSigDB_Reactome","REACTOME_SIGNALING_BY_ALK_IN_CANCER","REACTOME_SIGNALING_BY_ALK_IN_CANCER","7/634","11/753",0.636363636363636,0.755807284198451,-1.88194602448173,0.981104945080948,1,0.87624466571835,"DCTN1/SEC31A/SHC1/TPM4/MYH9/RRBP1/FN1",7
"clean_D2","MSigDB_Reactome","REACTOME_SARS_COV_INFECTIONS","REACTOME_SARS_COV_INFECTIONS","30/634","59/753",0.508474576271186,0.603913810618617,-7.30997747879132,0.999999999957884,1,0.87624466571835,"TMEM258/HLA-A/GJA1/RPN1/RPN2/ANO1/FKBP1A/AP2M1/IFNGR2/SEC23A/SIGMAR1/PRKCSH/MAN1B1/MGAT1/GPC1/CHD3/B2M/GPC6/IMPDH1/ST3GAL2/SEC24D/OSTC/IL1R1/AP2S1/SEC13/RUNX1/OST4/ISG15/PPIB/HSPG2",30
"clean_D2","MSigDB_Reactome","REACTOME_MITOCHONDRIAL_TRANSLATION","REACTOME_MITOCHONDRIAL_TRANSLATION","2/634","15/753",0.133333333333333,0.158359621451104,-7.59493532888899,0.999999999959802,1,0.87624466571835,"GADD45GIP1/AURKAIP1",2
"clean_D2","MSigDB_Reactome","REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION","REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION","2/634","15/753",0.133333333333333,0.158359621451104,-7.59493532888899,0.999999999959802,1,0.87624466571835,"GADD45GIP1/AURKAIP1",2
