"gene","discovery_detection_fraction","discovery_detection_eligible","metacell_variance","selected_top_variable","clean_program"
"LINC00926",0.00560747663551402,FALSE,NA,FALSE,NA
"LINC01413",0.000934579439252336,FALSE,NA,FALSE,NA
"CGNL1",0.0766355140186916,TRUE,0.00370276667661884,FALSE,NA
"CTD-2515H24.2",0,FALSE,NA,FALSE,NA
"GCOM1",0.0224299065420561,FALSE,NA,FALSE,NA
"MYZAP",0.00373831775700935,FALSE,NA,FALSE,NA
"POLR2M",0.0476635514018692,FALSE,NA,FALSE,NA
"ALDH1A2",0.0289719626168224,FALSE,NA,FALSE,NA
"AQP9",0.000934579439252336,FALSE,NA,FALSE,NA
"LIPC",0.0196261682242991,FALSE,NA,FALSE,NA
"ADAM10",0.117757009345794,TRUE,0.00278075651935931,FALSE,NA
"RP11-30K9.6",0.00467289719626168,FALSE,NA,FALSE,NA
"RP11-50C13.1",0,FALSE,NA,FALSE,NA
"SLTM",0.222429906542056,TRUE,0.00448735656442545,FALSE,NA
"FAM63B",0.206542056074766,TRUE,0.00586301814941201,TRUE,NA
"RP11-30K9.5",0.0102803738317757,FALSE,NA,FALSE,NA
"RNF111",0.0841121495327103,TRUE,0.00194509744670625,FALSE,NA
"MYO1E",0.224299065420561,TRUE,0.024149631986243,TRUE,NA
"CCNB2",0.00841121495327103,FALSE,NA,FALSE,NA
"RP11-59H7.4",0,FALSE,NA,FALSE,NA
"FAM81A",0.00841121495327103,FALSE,NA,FALSE,NA
"GTF2A2",0.207476635514019,TRUE,0.00318545435238883,FALSE,NA
"BNIP2",0.0897196261682243,TRUE,0.00150926290627725,FALSE,NA
"FOXB1",0.000934579439252336,FALSE,NA,FALSE,NA
"GCNT3",0.00186915887850467,FALSE,NA,FALSE,NA
"RP11-361D15.2",0,FALSE,NA,FALSE,NA
"ANXA2",0.831775700934579,TRUE,0.0826659975816542,TRUE,"clean_D2"
"RORA",0.426168224299065,TRUE,0.125330470585904,TRUE,NA
"ICE2",0.0476635514018692,FALSE,NA,FALSE,NA
"RORA-AS1",0.0233644859813084,FALSE,NA,FALSE,NA
"CTD-2501E16.2",0,FALSE,NA,FALSE,NA
"RP11-219B17.3",0.00186915887850467,FALSE,NA,FALSE,NA
"RP11-39M21.1",0.0130841121495327,FALSE,NA,FALSE,NA
"RP11-39M21.2",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-507B12.2",0,FALSE,NA,FALSE,NA
"VPS13C",0.138317757009346,TRUE,0.00543633870883923,FALSE,NA
"C2CD4B",0.0317757009345794,FALSE,NA,FALSE,NA
"RP11-643M14.1",0,FALSE,NA,FALSE,NA
"C2CD4A",0,FALSE,NA,FALSE,NA
"RP11-435J9.2",0,FALSE,NA,FALSE,NA
"TLN2",0.190654205607477,TRUE,0.0161650939163386,TRUE,NA
"MGC15885",0.00373831775700935,FALSE,NA,FALSE,NA
"RPS27L",0.555140186915888,TRUE,0.0354964802216391,TRUE,NA
"CA12",0.195327102803738,TRUE,0.00430837425157043,FALSE,"clean_D2"
"RP11-1069G10.1",0.00186915887850467,FALSE,NA,FALSE,NA
"TPM1",0.360747663551402,TRUE,0.0329027709768022,TRUE,"clean_D2"
"LACTB",0.0626168224299065,TRUE,0.000856729058555964,FALSE,NA
"RP11-244F12.3",0.000934579439252336,FALSE,NA,FALSE,NA
"RAB8B",0.094392523364486,TRUE,0.00294253108382914,FALSE,NA
"RP11-244F12.2",0.00560747663551402,FALSE,NA,FALSE,NA
"APH1B",0.0644859813084112,TRUE,0.00123661510286326,FALSE,NA
"USP3",0.138317757009346,TRUE,0.005319988432804,FALSE,NA
"RP11-321G12.1",0.000934579439252336,FALSE,NA,FALSE,NA
"HERC1",0.199065420560748,TRUE,0.00937285674720941,TRUE,NA
"AC007950.2",0.00280373831775701,FALSE,NA,FALSE,NA
"USP3-AS1",0.0233644859813084,FALSE,NA,FALSE,NA
"FBXL22",0.0121495327102804,FALSE,NA,FALSE,NA
"PPIB",0.811214953271028,TRUE,0.353001509609399,TRUE,"clean_D2"
"RP11-317G6.1",0.0102803738317757,FALSE,NA,FALSE,NA
"DAPK2",0.0411214953271028,FALSE,NA,FALSE,NA
"FAM96A",0.120560747663551,TRUE,0.00179555364627145,FALSE,NA
"RP11-111E14.1",0.00373831775700935,FALSE,NA,FALSE,NA
"CSNK1G1",0.154205607476636,TRUE,0.0131922996770667,TRUE,NA
"SNX1",0.158878504672897,TRUE,0.00240266791678718,FALSE,NA
"SNX22",0.0308411214953271,FALSE,NA,FALSE,NA
"KIAA0101",0.00654205607476636,FALSE,NA,FALSE,NA
"CTD-2116N17.1",0.00186915887850467,FALSE,NA,FALSE,NA
"TRIP4",0.0813084112149533,TRUE,0.00265744572241281,FALSE,NA
"ZNF609",0.231775700934579,TRUE,0.0274390461330165,TRUE,NA
"OAZ2",0.163551401869159,TRUE,0.00331764070798036,FALSE,NA
"MTFMT",0.0700934579439252,TRUE,0.00093094959172561,FALSE,NA
"AC100830.3",0.00560747663551402,FALSE,NA,FALSE,NA
"SPG21",0.229906542056075,TRUE,0.00279442754323131,FALSE,NA
"AC100830.4",0,FALSE,NA,FALSE,NA
"RBPMS2",0.014018691588785,FALSE,NA,FALSE,NA
"AC069368.3",0.0252336448598131,FALSE,NA,FALSE,NA
"SLC51B",0.00280373831775701,FALSE,NA,FALSE,NA
"PIF1",0.00934579439252336,FALSE,NA,FALSE,NA
"PDCD7",0.182242990654206,TRUE,0.00435293594542722,FALSE,NA
"PLEKHO2",0.0663551401869159,TRUE,0.00130719367179981,FALSE,NA
"CLPX",0.0813084112149533,TRUE,0.0010686895783006,FALSE,NA
"CILP",0.150467289719626,TRUE,0.00857948961461579,TRUE,"clean_D2"
"ANKDD1A",0.0158878504672897,FALSE,NA,FALSE,NA
"CTD-2017F17.1",0.00280373831775701,FALSE,NA,FALSE,NA
"CTD-2017F17.2",0.00467289719626168,FALSE,NA,FALSE,NA
"PARP16",0.0831775700934579,TRUE,0.0019307290045769,FALSE,NA
"RASL12",0.0504672897196262,TRUE,0.00118537913712247,FALSE,NA
"RP11-325L12.6",0.000934579439252336,FALSE,NA,FALSE,NA
"UBAP1L",0.011214953271028,FALSE,NA,FALSE,NA
"IGDCC4",0.116822429906542,TRUE,0.00669139263784803,TRUE,"clean_D2"
"DPP8",0.0813084112149533,TRUE,0.001606680711522,FALSE,NA
"VWA9",0.0570093457943925,TRUE,0.00106871953829329,FALSE,NA
"IGDCC3",0.0252336448598131,FALSE,NA,FALSE,NA
"HACD3",0.173831775700935,TRUE,0.0046705154212342,FALSE,NA
"DENND4A",0.151401869158879,TRUE,0.00613237564187318,TRUE,NA
"SLC24A1",0.0252336448598131,FALSE,NA,FALSE,NA
"RAB11A",0.319626168224299,TRUE,0.00584759254798365,TRUE,NA
"RP11-16E23.5",0,FALSE,NA,FALSE,NA
"MEGF11",0.0149532710280374,FALSE,NA,FALSE,NA
"RPL4",0.935514018691589,TRUE,0.114646442796659,TRUE,NA
"MAP2K1",0.0925233644859813,TRUE,0.00279372609600353,FALSE,NA
"DIS3L",0.117757009345794,TRUE,0.00239526028848685,FALSE,NA
"RP11-653J6.1",0.00186915887850467,FALSE,NA,FALSE,NA
"RP11-352G18.2",0.00186915887850467,FALSE,NA,FALSE,NA
"ZWILCH",0.0261682242990654,FALSE,NA,FALSE,NA
"TIPIN",0.0299065420560748,FALSE,NA,FALSE,NA
"SNAPC5",0.0850467289719626,TRUE,0.00147620707098955,FALSE,NA
"CTD-3185P2.1",0.0158878504672897,FALSE,NA,FALSE,NA
"RP11-798K3.2",0,FALSE,NA,FALSE,NA
"LINC01169",0.000934579439252336,FALSE,NA,FALSE,NA
"LCTL",0.00373831775700935,FALSE,NA,FALSE,NA
"SMAD6",0.0719626168224299,TRUE,0.002115430253519,FALSE,NA
"RP11-622C24.2",0.00186915887850467,FALSE,NA,FALSE,NA
"RP11-798K3.4",0.00186915887850467,FALSE,NA,FALSE,NA
"RP11-798K3.3",0.00280373831775701,FALSE,NA,FALSE,NA
"SMAD3",0.139252336448598,TRUE,0.00603667022913191,TRUE,NA
"AAGAB",0.0719626168224299,TRUE,0.00120042178405663,FALSE,NA
"RP11-342M21.2",0,FALSE,NA,FALSE,NA
"IQCH",0.0130841121495327,FALSE,NA,FALSE,NA
"IQCH-AS1",0.0439252336448598,FALSE,NA,FALSE,NA
"MAP2K5",0.152336448598131,TRUE,0.00842559821925432,TRUE,NA
"C15orf61",0.193457943925234,TRUE,0.00313929673761371,FALSE,NA
"RP11-502I4.3",0.00280373831775701,FALSE,NA,FALSE,NA
"SKOR1",0,FALSE,NA,FALSE,NA
"PIAS1",0.181308411214953,TRUE,0.00560531617033491,TRUE,NA
"CORO2B",0.0504672897196262,TRUE,0.0011925507984935,FALSE,NA
"CALML4",0.0467289719626168,FALSE,NA,FALSE,NA
"CLN6",0.0616822429906542,TRUE,0.00221010317769227,FALSE,NA
"RP11-315D16.2",0.00747663551401869,FALSE,NA,FALSE,NA
"RP11-315D16.4",0,FALSE,NA,FALSE,NA
"FEM1B",0.0635514018691589,TRUE,0.000706392661006323,FALSE,NA
"ITGA11",0.210280373831776,TRUE,0.0178482880946392,TRUE,"clean_D2"
"ANP32A",0.231775700934579,TRUE,0.00564020657270309,TRUE,NA
"SPESP1",0.0121495327102804,FALSE,NA,FALSE,NA
"NOX5",0.00560747663551402,FALSE,NA,FALSE,NA
"GLCE",0.0504672897196262,TRUE,0.00101972509372702,FALSE,NA
"EWSAT1",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-809H16.5",0.000934579439252336,FALSE,NA,FALSE,NA
"RPLP1",0.997196261682243,TRUE,0.0717858783954745,TRUE,NA
"RP11-352D13.5",0,FALSE,NA,FALSE,NA
"RP11-352D13.6",0.000934579439252336,FALSE,NA,FALSE,NA
"PAQR5",0.00654205607476636,FALSE,NA,FALSE,NA
"DRAIC",0,FALSE,NA,FALSE,NA
"RP11-253M7.1",0.00373831775700935,FALSE,NA,FALSE,NA
"KIF23",0.00280373831775701,FALSE,NA,FALSE,NA
"RP11-253M7.4",0,FALSE,NA,FALSE,NA
"PCAT29",0,FALSE,NA,FALSE,NA
"TLE3",0.0981308411214953,TRUE,0.0028073619982153,FALSE,NA
"UACA",0.181308411214953,TRUE,0.00759107196052701,TRUE,NA
"RP11-96C21.2",0.00467289719626168,FALSE,NA,FALSE,NA
"LARP6",0.153271028037383,TRUE,0.00541298737261037,FALSE,NA
"RP11-138H8.2",0.00186915887850467,FALSE,NA,FALSE,NA
"THSD4-AS1",0.141121495327103,TRUE,0.00255322176773119,FALSE,NA
"LRRC49",0.0261682242990654,FALSE,NA,FALSE,NA
"THAP10",0.00934579439252336,FALSE,NA,FALSE,NA
"THSD4",0.111214953271028,TRUE,0.00722759345952658,TRUE,NA
"RP11-1123I8.1",0.00186915887850467,FALSE,NA,FALSE,NA
"MYO9A",0.264485981308411,TRUE,0.0271441703542179,TRUE,NA
"CTD-2524L6.3",0,FALSE,NA,FALSE,NA
"PKM",0.573831775700935,TRUE,0.0477435716143197,TRUE,"clean_D2"
"NR2E3",0,FALSE,NA,FALSE,NA
"RP11-390D11.1",0.00747663551401869,FALSE,NA,FALSE,NA
"SENP8",0.00654205607476636,FALSE,NA,FALSE,NA
"PARP6",0.0822429906542056,TRUE,0.00224124527530058,FALSE,NA
"HEXA",0.322429906542056,TRUE,0.0122555891656037,TRUE,"clean_D2"
"RP11-2I17.4",0.000934579439252336,FALSE,NA,FALSE,NA
"GRAMD2",0.00747663551401869,FALSE,NA,FALSE,NA
"RP11-106M3.2",0.109345794392523,TRUE,0.00287093666923216,FALSE,NA
"RP11-106M3.3",0.00841121495327103,FALSE,NA,FALSE,NA
"ADPGK",0.124299065420561,TRUE,0.00219218517221081,FALSE,NA
"RP11-106M3.5",0.0102803738317757,FALSE,NA,FALSE,NA
"ARIH1",0.257943925233645,TRUE,0.0197721334832188,TRUE,NA
"RP11-1007O24.3",0.011214953271028,FALSE,NA,FALSE,NA
"CELF6",0.011214953271028,FALSE,NA,FALSE,NA
"HEXA-AS1",0,FALSE,NA,FALSE,NA
"RP11-1007O24.2",0,FALSE,NA,FALSE,NA
"RP11-1006G14.2",0.00186915887850467,FALSE,NA,FALSE,NA
"HIGD2B",0,FALSE,NA,FALSE,NA
"BBS4",0.0710280373831776,TRUE,0.00191079199369522,FALSE,NA
"ADPGK-AS1",0.00280373831775701,FALSE,NA,FALSE,NA
"NEO1",0.218691588785047,TRUE,0.00671781350949259,TRUE,NA
"NPTN",0.130841121495327,TRUE,0.00433020000574544,FALSE,NA
"REC114",0,FALSE,NA,FALSE,NA
"STOML1",0.0794392523364486,TRUE,0.00111389720299048,FALSE,NA
"CD276",0.241121495327103,TRUE,0.00553853015431675,TRUE,"clean_D2"
"LOXL1-AS1",0.011214953271028,FALSE,NA,FALSE,NA
"C15orf59",0.0177570093457944,FALSE,NA,FALSE,NA
"PML",0.195327102803738,TRUE,0.00377525650435076,FALSE,NA
"ISLR",0.542990654205607,TRUE,0.121655207520536,TRUE,"clean_D2"
"C15orf59-AS1",0,FALSE,NA,FALSE,NA
"LOXL1",0.489719626168224,TRUE,0.0357306350461788,TRUE,NA
"ISLR2",0.000934579439252336,FALSE,NA,FALSE,NA
"UBL7",0.137383177570093,TRUE,0.00297621749857053,FALSE,NA
"RP11-247C2.2",0.000934579439252336,FALSE,NA,FALSE,NA
"CCDC33",0,FALSE,NA,FALSE,NA
"RP11-665J16.1",0.00747663551401869,FALSE,NA,FALSE,NA
"STRA6",0.011214953271028,FALSE,NA,FALSE,NA
"RP11-60L3.1",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-60L3.6",0,FALSE,NA,FALSE,NA
"CYP11A1",0.011214953271028,FALSE,NA,FALSE,NA
"SCAMP2",0.239252336448598,TRUE,0.00480350405903339,FALSE,NA
"CTD-2311M21.3",0.000934579439252336,FALSE,NA,FALSE,NA
"EDC3",0.0757009345794393,TRUE,0.00092528230867273,FALSE,NA
"UBL7-AS1",0.0121495327102804,FALSE,NA,FALSE,NA
"SEMA7A",0.0177570093457944,FALSE,NA,FALSE,NA
"RP11-10O17.3",0.0121495327102804,FALSE,NA,FALSE,NA
"ARID3B",0.014018691588785,FALSE,NA,FALSE,NA
"ULK3",0.0766355140186916,TRUE,0.000812597670464055,FALSE,NA
"COX5A",0.367289719626168,TRUE,0.0154251201980722,TRUE,"clean_D2"
"CLK3",0.104672897196262,TRUE,0.00169639131424385,FALSE,NA
"MPI",0.0738317757009346,TRUE,0.00144043951367306,FALSE,NA
"CSK",0.118691588785047,TRUE,0.00155009221220948,FALSE,NA
"CTD-3154N5.2",0.00280373831775701,FALSE,NA,FALSE,NA
"FAM219B",0.088785046728972,TRUE,0.00123366043204871,FALSE,NA
"CTD-3154N5.1",0,FALSE,NA,FALSE,NA
"RPP25",0.103738317757009,TRUE,0.00162321122210863,FALSE,NA
"CYP1A1",0,FALSE,NA,FALSE,NA
"SCAMP5",0.0542056074766355,TRUE,0.0036768256934736,FALSE,NA
"PPCDC",0.0990654205607477,TRUE,0.00280358747119264,FALSE,NA
"IMP3",0.207476635514019,TRUE,0.00548227157997898,FALSE,NA
"SIN3A",0.119626168224299,TRUE,0.00254418002894814,FALSE,NA
"MAN2C1",0.109345794392523,TRUE,0.00342763554175566,FALSE,NA
"PTPN9",0.142990654205607,TRUE,0.00556573528045184,TRUE,NA
"C15orf39",0.0850467289719626,TRUE,0.00121450266644805,FALSE,NA
"RP11-69H7.3",0,FALSE,NA,FALSE,NA
"SNUPN",0.108411214953271,TRUE,0.00192097286442225,FALSE,NA
"COMMD4",0.204672897196262,TRUE,0.00488195206269911,FALSE,NA
"NEIL1",0.0598130841121495,TRUE,0.0018034671473605,FALSE,NA
"RP11-817O13.9",0.0158878504672897,FALSE,NA,FALSE,NA
"RP11-817O13.8",0.00373831775700935,FALSE,NA,FALSE,NA
"FBXO22",0.0588785046728972,TRUE,0.000851636175487994,FALSE,NA
"CSPG4",0.1,TRUE,0.00392987347141341,FALSE,NA
"NRG4",0.00373831775700935,FALSE,NA,FALSE,NA
"SNX33",0.120560747663551,TRUE,0.00184428791980469,FALSE,NA
"CTD-2026K11.2",0,FALSE,NA,FALSE,NA
"CTD-2026K11.4",0.00654205607476636,FALSE,NA,FALSE,NA
"CTD-2026K11.5",0.000934579439252336,FALSE,NA,FALSE,NA
"CTD-2026K11.6",0.00186915887850467,FALSE,NA,FALSE,NA
"ODF3L1",0.00467289719626168,FALSE,NA,FALSE,NA
"DNM1P35",0.00373831775700935,FALSE,NA,FALSE,NA
"UBE2Q2",0.142056074766355,TRUE,0.00265749121744099,FALSE,NA
"TMEM266",0.0177570093457944,FALSE,NA,FALSE,NA
"ETFA",0.195327102803738,TRUE,0.00554635498552613,TRUE,NA
"SCAPER",0.1,TRUE,0.00370612722489096,FALSE,NA
"RP11-593F23.1",0,FALSE,NA,FALSE,NA
"TSPAN3",0.265420560747664,TRUE,0.00742076511926074,TRUE,NA
"RCN2",0.171028037383178,TRUE,0.00568284475399392,TRUE,NA
"PEAK1",0.245794392523364,TRUE,0.038008535576165,TRUE,NA
"PSTPIP1",0.00280373831775701,FALSE,NA,FALSE,NA
"RP11-797A18.3",0,FALSE,NA,FALSE,NA
"LINGO1",0.0906542056074766,TRUE,0.00246863261829455,FALSE,NA
"HMG20A",0.097196261682243,TRUE,0.00143687229264182,FALSE,NA
"RP11-307C19.1",0,FALSE,NA,FALSE,NA
"RP11-307C19.2",0,FALSE,NA,FALSE,NA
"ACSBG1",0.00747663551401869,FALSE,NA,FALSE,NA
"WDR61",0.172897196261682,TRUE,0.0025393999298099,FALSE,NA
"CIB2",0.0570093457943925,TRUE,0.00136405822577631,FALSE,NA
"RP11-114H24.7",0,FALSE,NA,FALSE,NA
"TBC1D2B",0.174766355140187,TRUE,0.00579049630153158,TRUE,NA
"RP11-114H24.6",0,FALSE,NA,FALSE,NA
"SH2D7",0,FALSE,NA,FALSE,NA
"IDH3A",0.0560747663551402,TRUE,0.000375676098231771,FALSE,NA
"RP11-762H8.3",0.000934579439252336,FALSE,NA,FALSE,NA
"DNAJA4",0.0261682242990654,FALSE,NA,FALSE,NA
"RPS17",0.964485981308411,TRUE,0.0927005425558173,TRUE,NA
"SNHG21",0.0130841121495327,FALSE,NA,FALSE,NA
"TM6SF1",0.00560747663551402,FALSE,NA,FALSE,NA
"CPEB1-AS1",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-152F13.10",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-379H8.1",0.00373831775700935,FALSE,NA,FALSE,NA
"CPEB1",0.0514018691588785,TRUE,0.000755552009752844,FALSE,NA
"AP3B2",0.011214953271028,FALSE,NA,FALSE,NA
"HOMER2",0.0121495327102804,FALSE,NA,FALSE,NA
"RP11-382A20.5",0.011214953271028,FALSE,NA,FALSE,NA
"C15orf40",0.12803738317757,TRUE,0.0018236542368238,FALSE,NA
"BTBD1",0.0607476635514019,TRUE,0.00182151388411278,FALSE,NA
"RP11-752G15.8",0.00560747663551402,FALSE,NA,FALSE,NA
"FSD2",0.00373831775700935,FALSE,NA,FALSE,NA
"RP11-382A20.3",0.176635514018692,TRUE,0.0028196619465772,FALSE,NA
"WHAMM",0.0560747663551402,TRUE,0.000849668082420619,FALSE,NA
"FAM103A1",0.105607476635514,TRUE,0.00147203284798166,FALSE,NA
"RP11-382A20.7",0.00186915887850467,FALSE,NA,FALSE,NA
"RP11-90B9.3",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-382A20.4",0.0102803738317757,FALSE,NA,FALSE,NA
"BNC1",0.00747663551401869,FALSE,NA,FALSE,NA
"SH3GL3",0,FALSE,NA,FALSE,NA
"ADAMTSL3",0.0196261682242991,FALSE,NA,FALSE,NA
"UBE2Q2L",0.00280373831775701,FALSE,NA,FALSE,NA
"GOLGA6L4",0.0149532710280374,FALSE,NA,FALSE,NA
"SEC11A",0.447663551401869,TRUE,0.0176451250658723,TRUE,NA
"NMB",0.0672897196261682,TRUE,0.0012809243203982,FALSE,NA
"WDR73",0.0542056074766355,TRUE,0.00113586378873287,FALSE,NA
"RP11-182J1.17",0.00654205607476636,FALSE,NA,FALSE,NA
"ZSCAN2",0.0271028037383178,FALSE,NA,FALSE,NA
"RP11-182J1.5",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-182J1.3",0.00934579439252336,FALSE,NA,FALSE,NA
"RP11-182J1.1",0.00186915887850467,FALSE,NA,FALSE,NA
"ZNF592",0.0841121495327103,TRUE,0.00146352749518761,FALSE,NA
"SLC28A1",0.00186915887850467,FALSE,NA,FALSE,NA
"ALPK3",0.00186915887850467,FALSE,NA,FALSE,NA
"PDE8A",0.130841121495327,TRUE,0.00546967160321101,FALSE,NA
"AKAP13",0.498130841121495,TRUE,0.0527581867248879,TRUE,NA
"RP11-815J21.4",0.0224299065420561,FALSE,NA,FALSE,NA
"RP11-158M2.3",0.0121495327102804,FALSE,NA,FALSE,NA
"KLHL25",0.0457943925233645,FALSE,NA,FALSE,NA
"RP11-815J21.2",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-158M2.2",0,FALSE,NA,FALSE,NA
"RP11-158M2.5",0.000934579439252336,FALSE,NA,FALSE,NA
"AGBL1",0.00373831775700935,FALSE,NA,FALSE,NA
"NTRK3",0.0934579439252336,TRUE,0.0365904899448894,TRUE,NA
"NTRK3-AS1",0.0177570093457944,FALSE,NA,FALSE,NA
"DET1",0.0336448598130841,FALSE,NA,FALSE,NA
"MRPS11",0.170093457943925,TRUE,0.00340781840304394,FALSE,NA
"MRPL46",0.0794392523364486,TRUE,0.00121015545987541,FALSE,NA
"LINC01586",0,FALSE,NA,FALSE,NA
"AEN",0.0523364485981308,TRUE,0.000942167959323951,FALSE,NA
"MFGE8",0.349532710280374,TRUE,0.00999830595600233,TRUE,NA
"HAPLN3",0.175700934579439,TRUE,0.00451883162247315,FALSE,"clean_D2"
"ISG20",0.0635514018691589,TRUE,0.00203982883059765,FALSE,NA
"ACAN",0.164485981308411,TRUE,0.0146249763611868,TRUE,"clean_D2"
"ABHD2",0.21588785046729,TRUE,0.005160218474172,FALSE,NA
"RP11-326A19.4",0.00654205607476636,FALSE,NA,FALSE,NA
"POLG",0.0616822429906542,TRUE,0.000808818676372312,FALSE,NA
"RP11-326A19.3",0.000934579439252336,FALSE,NA,FALSE,NA
"FANCI",0.0130841121495327,FALSE,NA,FALSE,NA
"RLBP1",0,FALSE,NA,FALSE,NA
"RP11-217B1.2",0,FALSE,NA,FALSE,NA
"MIR9-3HG",0,FALSE,NA,FALSE,NA
"RHCG",0.000934579439252336,FALSE,NA,FALSE,NA
"MESP2",0.00841121495327103,FALSE,NA,FALSE,NA
"TICRR",0.000934579439252336,FALSE,NA,FALSE,NA
"AP3S2",0.142990654205607,TRUE,0.00396651228761492,FALSE,NA
"ANPEP",0.227102803738318,TRUE,0.0133694321402947,TRUE,NA
"ARPIN",0.125233644859813,TRUE,0.00236679686403483,FALSE,NA
"KIF7",0.0523364485981308,TRUE,0.00110805442438627,FALSE,NA
"PLIN1",0.000934579439252336,FALSE,NA,FALSE,NA
"PEX11A",0.011214953271028,FALSE,NA,FALSE,NA
"IDH2",0.285046728971963,TRUE,0.010905618625611,TRUE,"clean_D2"
"WDR93",0.000934579439252336,FALSE,NA,FALSE,NA
"MESP1",0.00747663551401869,FALSE,NA,FALSE,NA
"RP11-617F23.1",0.0289719626168224,FALSE,NA,FALSE,NA
"ZNF710",0.0523364485981308,TRUE,0.00148045042906766,FALSE,NA
"C15orf38-AP3S2",0.0130841121495327,FALSE,NA,FALSE,NA
"SEMA4B",0.109345794392523,TRUE,0.0012841656832443,FALSE,NA
"CIB1",0.274766355140187,TRUE,0.0103553918016156,TRUE,"clean_D2"
"RP11-697E2.12",0.0158878504672897,FALSE,NA,FALSE,NA
"CTD-2315E11.1",0.000934579439252336,FALSE,NA,FALSE,NA
"ZNF774",0.00747663551401869,FALSE,NA,FALSE,NA
"RP11-697E2.6",0.266355140186916,TRUE,0.00502502567329415,FALSE,NA
"IQGAP1",0.316822429906542,TRUE,0.0118519314157008,TRUE,NA
"RP11-762H8.1",0,FALSE,NA,FALSE,NA
"RP11-762H8.5",0,FALSE,NA,FALSE,NA
"MORF4L1",0.563551401869159,TRUE,0.020847160109321,TRUE,NA
"CRABP1",0.100934579439252,TRUE,0.018392830384018,TRUE,"clean_D1"
"HYKK",0.0345794392523364,FALSE,NA,FALSE,NA
"IREB2",0.118691588785047,TRUE,0.00256313391654719,FALSE,NA
"PSMA4",0.264485981308411,TRUE,0.00614397846677288,TRUE,NA
"CHRNA5",0.00560747663551402,FALSE,NA,FALSE,NA
"CHRNA3",0.00186915887850467,FALSE,NA,FALSE,NA
"CHRNB4",0.000934579439252336,FALSE,NA,FALSE,NA
"CTSH",0.214018691588785,TRUE,0.0160742213798519,TRUE,NA
"ADAMTS7",0.0495327102803738,FALSE,NA,FALSE,NA
"RASGRF1",0.00373831775700935,FALSE,NA,FALSE,NA
"RP11-16K12.1",0,FALSE,NA,FALSE,NA
"ANKRD34C-AS1",0,FALSE,NA,FALSE,NA
"ANKRD34C",0,FALSE,NA,FALSE,NA
"TMED3",0.392523364485981,TRUE,0.0303253856588695,TRUE,"clean_D2"
"KIAA1024",0.00654205607476636,FALSE,NA,FALSE,NA
"MTHFS",0.0728971962616822,TRUE,0.00110179019882506,FALSE,NA
"ST20-MTHFS",0.00841121495327103,FALSE,NA,FALSE,NA
"RP11-38G5.4",0,FALSE,NA,FALSE,NA
"ST20",0.0336448598130841,FALSE,NA,FALSE,NA
"ST20-AS1",0.00467289719626168,FALSE,NA,FALSE,NA
"BCL2A1",0.00186915887850467,FALSE,NA,FALSE,NA
"ZFAND6",0.111214953271028,TRUE,0.00251820939492469,FALSE,NA
"FAH",0.0411214953271028,FALSE,NA,FALSE,NA
"LINC01314",0.00186915887850467,FALSE,NA,FALSE,NA
"RP11-210M15.2",0.00186915887850467,FALSE,NA,FALSE,NA
"ARNT2",0.0261682242990654,FALSE,NA,FALSE,NA
"ABHD17C",0.0514018691588785,TRUE,0.000827161860060331,FALSE,NA
"RP11-28H5.2",0,FALSE,NA,FALSE,NA
"MESDC2",0.266355140186916,TRUE,0.00624611141391579,TRUE,NA
"RP11-775C24.5",0.000934579439252336,FALSE,NA,FALSE,NA
"CEMIP",0.0383177570093458,FALSE,NA,FALSE,NA
"CFAP161",0.00560747663551402,FALSE,NA,FALSE,NA
"RP11-351M8.2",0.0177570093457944,FALSE,NA,FALSE,NA
"STARD5",0.0514018691588785,TRUE,0.000606184565505948,FALSE,NA
"MESDC1",0.0663551401869159,TRUE,0.000872304142572786,FALSE,NA
"IL16",0.0925233644859813,TRUE,0.00654005113892104,TRUE,NA
"TMC3-AS1",0.00560747663551402,FALSE,NA,FALSE,NA
"TMC3",0,FALSE,NA,FALSE,NA
"CTD-2240J17.1",0.00560747663551402,FALSE,NA,FALSE,NA
"CTD-2034I4.1",0.0102803738317757,FALSE,NA,FALSE,NA
"RP11-499F3.2",0.0205607476635514,FALSE,NA,FALSE,NA
"RP11-276M12.1",0.000934579439252336,FALSE,NA,FALSE,NA
"MEX3B",0.0252336448598131,FALSE,NA,FALSE,NA
"EFTUD1",0.0383177570093458,FALSE,NA,FALSE,NA
"LINC01583",0.00186915887850467,FALSE,NA,FALSE,NA
"SAXO2",0.00467289719626168,FALSE,NA,FALSE,NA
"GOLGA6L10",0.00747663551401869,FALSE,NA,FALSE,NA
"GOLGA6L9",0.011214953271028,FALSE,NA,FALSE,NA
"GDPGP1",0.0130841121495327,FALSE,NA,FALSE,NA
"NGRN",0.102803738317757,TRUE,0.00289864644233939,FALSE,NA
