"gene","discovery_detection_fraction","discovery_detection_eligible","metacell_variance","selected_top_variable","clean_program"
"DSG1-AS1",0.0345794392523364,FALSE,NA,FALSE,NA
"DSG2",0.0570093457943925,TRUE,0.00109816782217075,FALSE,NA
"DSG4",0.000934579439252336,FALSE,NA,FALSE,NA
"B4GALT6",0.00934579439252336,FALSE,NA,FALSE,NA
"RP11-650P15.1",0,FALSE,NA,FALSE,NA
"DSG2-AS1",0,FALSE,NA,FALSE,NA
"TRAPPC8",0.0579439252336449,TRUE,0.00166033258731598,FALSE,NA
"RP11-549B18.1",0,FALSE,NA,FALSE,NA
"RNF125",0.0327102803738318,FALSE,NA,FALSE,NA
"RP11-210K20.2",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-326K13.4",0.00186915887850467,FALSE,NA,FALSE,NA
"GAREM1",0.113084112149533,TRUE,0.0057759585764724,TRUE,NA
"RP11-53I6.3",0.00186915887850467,FALSE,NA,FALSE,NA
"RNF138",0.0289719626168224,FALSE,NA,FALSE,NA
"RP11-53I6.4",0,FALSE,NA,FALSE,NA
"MEP1B",0,FALSE,NA,FALSE,NA
"RP11-344B2.2",0.000934579439252336,FALSE,NA,FALSE,NA
"AC021224.1",0.00186915887850467,FALSE,NA,FALSE,NA
"KLHL14",0,FALSE,NA,FALSE,NA
"AC012123.1",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-746B8.1",0,FALSE,NA,FALSE,NA
"CCDC178",0.0102803738317757,FALSE,NA,FALSE,NA
"RP11-258B16.1",0,FALSE,NA,FALSE,NA
"ASXL3",0.0214953271028037,FALSE,NA,FALSE,NA
"DTNA",0.0355140186915888,FALSE,NA,FALSE,NA
"RP11-138H11.1",0,FALSE,NA,FALSE,NA
"MAPRE2",0.188785046728972,TRUE,0.0054420397812643,FALSE,NA
"RP11-294N21.3",0,FALSE,NA,FALSE,NA
"ZNF24",0.170093457943925,TRUE,0.0032417333556249,FALSE,NA
"ZNF397",0.0925233644859813,TRUE,0.00233307605117868,FALSE,NA
"INO80C",0.0467289719626168,FALSE,NA,FALSE,NA
"ZSCAN30",0.0308411214953271,FALSE,NA,FALSE,NA
"RP11-158H5.8",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-158H5.7",0.00280373831775701,FALSE,NA,FALSE,NA
"ZNF396",0.00373831775700935,FALSE,NA,FALSE,NA
"RP11-322E11.5",0.00186915887850467,FALSE,NA,FALSE,NA
"RP11-322E11.6",0.00373831775700935,FALSE,NA,FALSE,NA
"GALNT1",0.199065420560748,TRUE,0.00661756663601041,TRUE,NA
"SLC39A6",0.114018691588785,TRUE,0.00192143055793367,FALSE,NA
"RP11-873E20.1",0.000934579439252336,FALSE,NA,FALSE,NA
"RPRD1A",0.0691588785046729,TRUE,0.00129470751488294,FALSE,NA
"RP11-905K4.1",0,FALSE,NA,FALSE,NA
"C18orf21",0.0504672897196262,TRUE,0.000676231675557775,FALSE,NA
"FHOD3",0.125233644859813,TRUE,0.0117558854454813,TRUE,NA
"ELP2",0.134579439252336,TRUE,0.00104762696729168,FALSE,NA
"MOCOS",0.0336448598130841,FALSE,NA,FALSE,NA
"RP11-49I11.1",0.0121495327102804,FALSE,NA,FALSE,NA
"TPGS2",0.171028037383178,TRUE,0.00315425110503734,FALSE,NA
"KIAA1328",0.0813084112149533,TRUE,0.00322656440581578,FALSE,NA
"RP11-58G13.1",0.00186915887850467,FALSE,NA,FALSE,NA
"CELF4",0.00467289719626168,FALSE,NA,FALSE,NA
"RP11-95O2.5",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-244M2.1",0.0233644859813084,FALSE,NA,FALSE,NA
"KC6",0.00654205607476636,FALSE,NA,FALSE,NA
"PIK3C3",0.0616822429906542,TRUE,0.00207808705082038,FALSE,NA
"LINC00907",0.00560747663551402,FALSE,NA,FALSE,NA
"RIT2",0,FALSE,NA,FALSE,NA
"LINC01478",0.000934579439252336,FALSE,NA,FALSE,NA
"SETBP1",0.278504672897196,TRUE,0.0326109896044792,TRUE,NA
"RP11-456K23.1",0.00654205607476636,FALSE,NA,FALSE,NA
"SLC14A2",0.00654205607476636,FALSE,NA,FALSE,NA
"SLC14A1",0.000934579439252336,FALSE,NA,FALSE,NA
"SLC14A2-AS1",0.00373831775700935,FALSE,NA,FALSE,NA
"ATP5A1",0.361682242990654,TRUE,0.00962580520053154,TRUE,NA
"RP11-116O18.3",0.000934579439252336,FALSE,NA,FALSE,NA
"EPG5",0.0682242990654206,TRUE,0.00173160021693724,FALSE,NA
"SIGLEC15",0,FALSE,NA,FALSE,NA
"PSTPIP2",0.0299065420560748,FALSE,NA,FALSE,NA
"C18orf25",0.0485981308411215,FALSE,NA,FALSE,NA
"RNF165",0.0327102803738318,FALSE,NA,FALSE,NA
"HAUS1",0.105607476635514,TRUE,0.00194787241011287,FALSE,NA
"PIAS2",0.0775700934579439,TRUE,0.0020486825652955,FALSE,NA
"KATNAL2",0.0280373831775701,FALSE,NA,FALSE,NA
"LOXHD1",0,FALSE,NA,FALSE,NA
"ST8SIA5",0.000934579439252336,FALSE,NA,FALSE,NA
"HDHD2",0.0420560747663551,FALSE,NA,FALSE,NA
"IER3IP1",0.249532710280374,TRUE,0.00523638174498393,FALSE,NA
"RP11-49K24.4",0.00280373831775701,FALSE,NA,FALSE,NA
"RP11-49K24.8",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-49K24.6",0.175700934579439,TRUE,0.00247333168723894,FALSE,NA
"CTD-2130O13.1",0.000934579439252336,FALSE,NA,FALSE,NA
"SMAD2",0.138317757009346,TRUE,0.00300810778769519,FALSE,NA
"ZBTB7C",0.108411214953271,TRUE,0.0041933570140887,FALSE,NA
"CTIF",0.144859813084112,TRUE,0.00440133593883098,FALSE,NA
"RP11-426J5.2",0.00467289719626168,FALSE,NA,FALSE,NA
"SMAD7",0.0635514018691589,TRUE,0.00198340586564936,FALSE,NA
"RP11-484L8.1",0,FALSE,NA,FALSE,NA
"DYM",0.251401869158879,TRUE,0.00506701880326918,FALSE,NA
"RPL17",0.563551401869159,TRUE,0.0328860653262999,TRUE,NA
"RP11-15F12.1",0.00280373831775701,FALSE,NA,FALSE,NA
"RP11-15F12.3",0.00186915887850467,FALSE,NA,FALSE,NA
"RP11-30L3.2",0,FALSE,NA,FALSE,NA
"RPL17-C18orf32",0.883177570093458,TRUE,0.121365417686585,TRUE,NA
"C18orf32",0.224299065420561,TRUE,0.0041957987197593,FALSE,NA
"MIR1539",0.116822429906542,TRUE,0.00129072216959697,FALSE,NA
"ACAA2",0.148598130841122,TRUE,0.00291174402215705,FALSE,NA
"LIPG",0.0158878504672897,FALSE,NA,FALSE,NA
"MYO5B",0.0102803738317757,FALSE,NA,FALSE,NA
"SNHG22",0.0252336448598131,FALSE,NA,FALSE,NA
"RP11-886H22.1",0.00280373831775701,FALSE,NA,FALSE,NA
"MBD1",0.0822429906542056,TRUE,0.00135234315703378,FALSE,NA
"CFAP53",0.00747663551401869,FALSE,NA,FALSE,NA
"CXXC1",0.101869158878505,TRUE,0.00148744160274354,FALSE,NA
"SKA1",0,FALSE,NA,FALSE,NA
"MAPK4",0.00560747663551402,FALSE,NA,FALSE,NA
"RP11-729L2.2",0.0607476635514019,TRUE,0.00153712729640717,FALSE,NA
"ME2",0.0345794392523364,FALSE,NA,FALSE,NA
"MEX3C",0.0411214953271028,FALSE,NA,FALSE,NA
"ELAC1",0.0420560747663551,FALSE,NA,FALSE,NA
"SMAD4",0.0981308411214953,TRUE,0.00244539340837052,FALSE,NA
"RP11-267C16.1",0.00280373831775701,FALSE,NA,FALSE,NA
"DCC",0.0691588785046729,TRUE,0.0129581878460682,TRUE,NA
"RP11-671P2.1",0,FALSE,NA,FALSE,NA
"MBD2",0.157943925233645,TRUE,0.00200877974705579,FALSE,NA
"RP11-850A17.1",0,FALSE,NA,FALSE,NA
"POLI",0.0289719626168224,FALSE,NA,FALSE,NA
"STARD6",0.00280373831775701,FALSE,NA,FALSE,NA
"C18orf54",0.00467289719626168,FALSE,NA,FALSE,NA
"RAB27B",0.0168224299065421,FALSE,NA,FALSE,NA
"TCF4",0.744859813084112,TRUE,0.284144328709388,TRUE,"clean_D1"
"CCDC68",0.00373831775700935,FALSE,NA,FALSE,NA
"RP11-99A1.2",0,FALSE,NA,FALSE,NA
"RP11-839G9.1",0.000934579439252336,FALSE,NA,FALSE,NA
"CTD-2171N6.1",0.014018691588785,FALSE,NA,FALSE,NA
"TCF4-AS1",0.0121495327102804,FALSE,NA,FALSE,NA
"TCF4-AS2",0,FALSE,NA,FALSE,NA
"RP11-397A16.1",0.000934579439252336,FALSE,NA,FALSE,NA
"LINC01415",0.00373831775700935,FALSE,NA,FALSE,NA
"RP11-456O19.2",0.00280373831775701,FALSE,NA,FALSE,NA
"CTD-2008L17.1",0.00186915887850467,FALSE,NA,FALSE,NA
"CTD-2008L17.2",0.000934579439252336,FALSE,NA,FALSE,NA
"TXNL1",0.233644859813084,TRUE,0.0032377388248165,FALSE,NA
"WDR7",0.0766355140186916,TRUE,0.00291570353694413,FALSE,NA
"NARS",0.119626168224299,TRUE,0.00124761325647232,FALSE,NA
"FECH",0.0327102803738318,FALSE,NA,FALSE,NA
"ONECUT2",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-35G9.3",0.0242990654205607,FALSE,NA,FALSE,NA
"ATP8B1",0.0700934579439252,TRUE,0.00367478701205439,FALSE,NA
"RP11-706P11.2",0,FALSE,NA,FALSE,NA
"RP11-35G9.5",0.0635514018691589,TRUE,0.00325951877515331,FALSE,NA
"NEDD4L",0.0495327102803738,FALSE,NA,FALSE,NA
"RP11-126O1.4",0.00467289719626168,FALSE,NA,FALSE,NA
"RP11-845C23.3",0,FALSE,NA,FALSE,NA
"ALPK2",0.0280373831775701,FALSE,NA,FALSE,NA
"MALT1",0.0747663551401869,TRUE,0.00180128227242747,FALSE,NA
"RP11-126O1.5",0.000934579439252336,FALSE,NA,FALSE,NA
"ZNF532",0.178504672897196,TRUE,0.00672387504295863,TRUE,NA
"RP11-108P20.3",0,FALSE,NA,FALSE,NA
"LMAN1",0.317757009345794,TRUE,0.00980231193582723,TRUE,NA
"SEC11C",0.0719626168224299,TRUE,0.00137134508426935,FALSE,NA
"GRP",0.0214953271028037,FALSE,NA,FALSE,NA
"RAX",0.00934579439252336,FALSE,NA,FALSE,NA
"CPLX4",0,FALSE,NA,FALSE,NA
"RP11-27G24.1",0,FALSE,NA,FALSE,NA
"CCBE1",0.109345794392523,TRUE,0.00754642554177346,TRUE,NA
"RP11-760L24.1",0.00186915887850467,FALSE,NA,FALSE,NA
"PMAIP1",0.0691588785046729,TRUE,0.00139587171976454,FALSE,NA
"RP11-795H16.3",0.0317757009345794,FALSE,NA,FALSE,NA
"RP11-866E20.3",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-325K19.1",0.000934579439252336,FALSE,NA,FALSE,NA
"CDH20",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-879F14.3",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-879F14.2",0.00560747663551402,FALSE,NA,FALSE,NA
"RP11-879F14.1",0.00841121495327103,FALSE,NA,FALSE,NA
"RNF152",0.0990654205607477,TRUE,0.00295508253916968,FALSE,NA
"RP11-1096D5.2",0,FALSE,NA,FALSE,NA
"PIGN",0.0588785046728972,TRUE,0.00169907914684959,FALSE,NA
"KIAA1468",0.0355140186915888,FALSE,NA,FALSE,NA
"TNFRSF11A",0.00467289719626168,FALSE,NA,FALSE,NA
"RP11-640A1.3",0,FALSE,NA,FALSE,NA
"ZCCHC2",0.0504672897196262,TRUE,0.00142150699253593,FALSE,NA
"RP11-120K19.4",0.000934579439252336,FALSE,NA,FALSE,NA
"PHLPP1",0.088785046728972,TRUE,0.00313440307092465,FALSE,NA
"BCL2",0.199065420560748,TRUE,0.0493100345289861,TRUE,"clean_D1"
"KDSR",0.28785046728972,TRUE,0.00734047058610409,TRUE,NA
"VPS4B",0.157009345794393,TRUE,0.00251630915270417,FALSE,NA
"SERPINB4",0.011214953271028,FALSE,NA,FALSE,NA
"RP11-299P2.2",0,FALSE,NA,FALSE,NA
"RP11-635N19.1",0.0224299065420561,FALSE,NA,FALSE,NA
"SERPINB5",0.0663551401869159,TRUE,0.00106908728356635,FALSE,NA
"SERPINB3",0.00747663551401869,FALSE,NA,FALSE,NA
"SERPINB12",0.00467289719626168,FALSE,NA,FALSE,NA
"SERPINB13",0,FALSE,NA,FALSE,NA
"SERPINB11",0.00280373831775701,FALSE,NA,FALSE,NA
"SERPINB7",0.00560747663551402,FALSE,NA,FALSE,NA
"SERPINB2",0.00841121495327103,FALSE,NA,FALSE,NA
"SERPINB10",0,FALSE,NA,FALSE,NA
"HMSD",0.000934579439252336,FALSE,NA,FALSE,NA
"SERPINB8",0.0224299065420561,FALSE,NA,FALSE,NA
"LINC00305",0,FALSE,NA,FALSE,NA
"RP11-146N18.1",0.00186915887850467,FALSE,NA,FALSE,NA
"LINC01538",0,FALSE,NA,FALSE,NA
"CDH7",0.0308411214953271,FALSE,NA,FALSE,NA
"CDH19",0.00747663551401869,FALSE,NA,FALSE,NA
"RP11-638L3.1",0.014018691588785,FALSE,NA,FALSE,NA
"DSEL",0.172897196261682,TRUE,0.00389800174567243,FALSE,NA
"CTD-2541J13.2",0.00280373831775701,FALSE,NA,FALSE,NA
"CCDC102B",0.0392523364485981,FALSE,NA,FALSE,NA
"TMX3",0.0439252336448598,FALSE,NA,FALSE,NA
"RP11-674P19.2",0,FALSE,NA,FALSE,NA
"DOK6",0.109345794392523,TRUE,0.00849013497102658,TRUE,NA
"RP11-465I4.2",0,FALSE,NA,FALSE,NA
"CD226",0.00560747663551402,FALSE,NA,FALSE,NA
"RTTN",0.0224299065420561,FALSE,NA,FALSE,NA
"SOCS6",0.0439252336448598,FALSE,NA,FALSE,NA
"RP11-41O4.1",0,FALSE,NA,FALSE,NA
"RP11-41O4.2",0,FALSE,NA,FALSE,NA
"RP11-47G4.2",0.00280373831775701,FALSE,NA,FALSE,NA
"RP11-723G8.2",0.00186915887850467,FALSE,NA,FALSE,NA
"RP11-736G13.1",0.00186915887850467,FALSE,NA,FALSE,NA
"CBLN2",0.00373831775700935,FALSE,NA,FALSE,NA
"NETO1",0.00373831775700935,FALSE,NA,FALSE,NA
"RP11-25L3.3",0.000934579439252336,FALSE,NA,FALSE,NA
"CYB5A",0.410280373831776,TRUE,0.0150016431857518,TRUE,NA
"FBXO15",0.000934579439252336,FALSE,NA,FALSE,NA
"TIMM21",0.0560747663551402,TRUE,0.00113379243608047,FALSE,NA
"CNDP2",0.0981308411214953,TRUE,0.0013968759131896,FALSE,NA
"FAM69C",0.0252336448598131,FALSE,NA,FALSE,NA
"LINC00909",0.0299065420560748,FALSE,NA,FALSE,NA
"CNDP1",0.000934579439252336,FALSE,NA,FALSE,NA
"ZNF407",0.0775700934579439,TRUE,0.00212767762808611,FALSE,NA
"ZADH2",0.0728971962616822,TRUE,0.00145571748044438,FALSE,NA
"RP11-405M12.3",0,FALSE,NA,FALSE,NA
"RP11-405M12.4",0,FALSE,NA,FALSE,NA
"TSHZ1",0.124299065420561,TRUE,0.0023979355025722,FALSE,NA
"ZNF516",0.101869158878505,TRUE,0.00210042022221505,FALSE,NA
"RP11-504I13.3",0.000934579439252336,FALSE,NA,FALSE,NA
"RP11-17M16.2",0.00467289719626168,FALSE,NA,FALSE,NA
"C18orf65",0,FALSE,NA,FALSE,NA
"LINC00908",0.00841121495327103,FALSE,NA,FALSE,NA
"RP11-162A12.4",0.00934579439252336,FALSE,NA,FALSE,NA
"RP11-162A12.2",0.0635514018691589,TRUE,0.000729313594150019,FALSE,NA
"LINC00683",0.00186915887850467,FALSE,NA,FALSE,NA
"MBP",0.113084112149533,TRUE,0.00405063691042678,FALSE,NA
"ZNF236",0.0775700934579439,TRUE,0.00272401797226089,FALSE,NA
"RP11-862L9.3",0,FALSE,NA,FALSE,NA
"RP11-4B16.3",0.00467289719626168,FALSE,NA,FALSE,NA
"RP11-4B16.4",0,FALSE,NA,FALSE,NA
"RP11-751H17.1",0,FALSE,NA,FALSE,NA
"GALR1",0,FALSE,NA,FALSE,NA
"RP11-176N18.2",0.00373831775700935,FALSE,NA,FALSE,NA
"ATP9B",0.146728971962617,TRUE,0.00832281088340201,TRUE,NA
"RP11-567M16.2",0,FALSE,NA,FALSE,NA
"NFATC1",0.0831775700934579,TRUE,0.00216042818562266,FALSE,NA
"CTDP1",0.0532710280373832,TRUE,0.00111608959649289,FALSE,NA
"RP11-567M16.6",0.00467289719626168,FALSE,NA,FALSE,NA
"RP11-567M16.3",0.00560747663551402,FALSE,NA,FALSE,NA
"PQLC1",0.158878504672897,TRUE,0.00275752785289607,FALSE,NA
"TXNL4A",0.364485981308411,TRUE,0.0182670389146458,TRUE,"clean_D2"
"RP11-154H12.3",0,FALSE,NA,FALSE,NA
"KCNG2",0.00280373831775701,FALSE,NA,FALSE,NA
"RP11-248M19.1",0,FALSE,NA,FALSE,NA
"HSBP1L1",0.0794392523364486,TRUE,0.00149860446701241,FALSE,NA
"RP11-795F19.5",0.0186915887850467,FALSE,NA,FALSE,NA
"ADNP2",0.097196261682243,TRUE,0.0028502783225052,FALSE,NA
"RBFA",0.0869158878504673,TRUE,0.0015123020001463,FALSE,NA
"PARD6G",0.097196261682243,TRUE,0.00358863159760868,FALSE,NA
"RP11-795F19.1",0.00373831775700935,FALSE,NA,FALSE,NA
"PARD6G-AS1",0.0130841121495327,FALSE,NA,FALSE,NA
"AC139100.3",0.00560747663551402,FALSE,NA,FALSE,NA
"PLPP2",0.0570093457943925,TRUE,0.00136994691262769,FALSE,NA
"SHC2",0.15981308411215,TRUE,0.00348162283432349,FALSE,NA
"CTD-3113P16.11",0.0130841121495327,FALSE,NA,FALSE,NA
"MIER2",0.0626168224299065,TRUE,0.000765761613638296,FALSE,NA
"CTD-3113P16.5",0.00186915887850467,FALSE,NA,FALSE,NA
"HCN2",0.00186915887850467,FALSE,NA,FALSE,NA
"AC009005.2",0.00747663551401869,FALSE,NA,FALSE,NA
"THEG",0,FALSE,NA,FALSE,NA
"BSG",0.549532710280374,TRUE,0.0313897437921139,TRUE,NA
"C2CD4C",0,FALSE,NA,FALSE,NA
"CDC34",0.133644859813084,TRUE,0.00237976094254632,FALSE,NA
"TPGS1",0.180373831775701,TRUE,0.00448641055261905,FALSE,NA
"ODF3L2",0.00186915887850467,FALSE,NA,FALSE,NA
"RNF126",0.123364485981308,TRUE,0.00177701859554158,FALSE,NA
"MADCAM1",0.00934579439252336,FALSE,NA,FALSE,NA
"AC005775.2",0.00186915887850467,FALSE,NA,FALSE,NA
"PRSS57",0.000934579439252336,FALSE,NA,FALSE,NA
"GZMM",0,FALSE,NA,FALSE,NA
"CFD",0.57196261682243,TRUE,0.392283399175969,TRUE,NA
"PALM",0.17196261682243,TRUE,0.00493456647937926,FALSE,"clean_D2"
"POLRMT",0.0607476635514019,TRUE,0.00195763979410856,FALSE,NA
"R3HDM4",0.205607476635514,TRUE,0.00403324851639664,FALSE,"clean_D2"
"ELANE",0.0299065420560748,FALSE,NA,FALSE,NA
"PTBP1",0.275700934579439,TRUE,0.00582308315100361,TRUE,NA
"FGF22",0.00186915887850467,FALSE,NA,FALSE,NA
"MED16",0.145794392523364,TRUE,0.00343263672977628,FALSE,NA
"AC004156.3",0.00186915887850467,FALSE,NA,FALSE,NA
"FSTL3",0.120560747663551,TRUE,0.0032518325239896,FALSE,NA
"POLR2E",0.336448598130841,TRUE,0.00961676325490855,TRUE,NA
"ARID3A",0.0794392523364486,TRUE,0.00203476216011388,FALSE,NA
"MISP",0,FALSE,NA,FALSE,NA
"TMEM259",0.263551401869159,TRUE,0.0070103490446182,TRUE,NA
"CNN2",0.34392523364486,TRUE,0.0147687655759948,TRUE,"clean_D2"
"AC006273.4",0.000934579439252336,FALSE,NA,FALSE,NA
"AC006273.5",0.00280373831775701,FALSE,NA,FALSE,NA
"PLPPR3",0.00186915887850467,FALSE,NA,FALSE,NA
"AZU1",0,FALSE,NA,FALSE,NA
"RPS15",0.963551401869159,TRUE,0.0822856242570585,TRUE,NA
"GRIN3B",0,FALSE,NA,FALSE,NA
"KISS1R",0,FALSE,NA,FALSE,NA
"STK11",0.166355140186916,TRUE,0.0024892269230438,FALSE,NA
"MUM1",0.24018691588785,TRUE,0.00711270412132888,TRUE,NA
"ATP5D",0.585981308411215,TRUE,0.0381360167524256,TRUE,NA
"SBNO2",0.141121495327103,TRUE,0.0023490428540739,FALSE,NA
"WDR18",0.091588785046729,TRUE,0.00153238613817779,FALSE,NA
"UQCR11",0.667289719626168,TRUE,0.12219208366658,TRUE,"clean_D2"
"CIRBP",0.730841121495327,TRUE,0.0565556140468727,TRUE,NA
"LLNLR-284B4.1",0.00280373831775701,FALSE,NA,FALSE,NA
"ABCA7",0.0168224299065421,FALSE,NA,FALSE,NA
"GPX4",0.634579439252336,TRUE,0.0424680390703378,TRUE,NA
"CBARP",0.0130841121495327,FALSE,NA,FALSE,NA
"HMHA1",0.00467289719626168,FALSE,NA,FALSE,NA
"PLK5",0.00841121495327103,FALSE,NA,FALSE,NA
"MIDN",0.316822429906542,TRUE,0.00788970431243561,TRUE,NA
"NDUFS7",0.301869158878505,TRUE,0.00799315155031248,TRUE,"clean_D2"
"GAMT",0.142056074766355,TRUE,0.00313133129289168,FALSE,NA
"C19orf25",0.11588785046729,TRUE,0.00175772534687872,FALSE,NA
"AC004221.2",0.000934579439252336,FALSE,NA,FALSE,NA
"C19orf24",0.24018691588785,TRUE,0.00687754046115029,TRUE,"clean_D2"
"CIRBP-AS1",0.00280373831775701,FALSE,NA,FALSE,NA
"MEX3D",0.0691588785046729,TRUE,0.00108417912996577,FALSE,NA
"TCF3",0.191588785046729,TRUE,0.00336455891303116,FALSE,NA
"MBD3",0.238317757009346,TRUE,0.00486287816293127,FALSE,NA
"ADAMTSL5",0.0121495327102804,FALSE,NA,FALSE,NA
"DAZAP1",0.235514018691589,TRUE,0.00486840173307753,FALSE,NA
"AC004623.2",0,FALSE,NA,FALSE,NA
"LLNLR-307A6.1",0.00186915887850467,FALSE,NA,FALSE,NA
"AC005329.7",0.00280373831775701,FALSE,NA,FALSE,NA
"CSNK1G2",0.18411214953271,TRUE,0.00407962860943403,FALSE,NA
"CTB-25B13.5",0.00654205607476636,FALSE,NA,FALSE,NA
"APC2",0.0168224299065421,FALSE,NA,FALSE,NA
"CTB-25B13.12",0.0308411214953271,FALSE,NA,FALSE,NA
"PCSK4",0.00280373831775701,FALSE,NA,FALSE,NA
"REEP6",0.0177570093457944,FALSE,NA,FALSE,NA
"CTB-25B13.9",0.000934579439252336,FALSE,NA,FALSE,NA
"AC005943.2",0.332710280373832,TRUE,0.0300978586564872,TRUE,"clean_D2"
"ABHD17A",0.238317757009346,TRUE,0.00470565101520229,FALSE,"clean_D2"
"BTBD2",0.192523364485981,TRUE,0.00351119078412327,FALSE,NA
"KLF16",0.085981308411215,TRUE,0.00146557159442401,FALSE,NA
"REXO1",0.0700934579439252,TRUE,0.00165998101106066,FALSE,NA
"JSRP1",0.011214953271028,FALSE,NA,FALSE,NA
"AC005256.1",0,FALSE,NA,FALSE,NA
"MKNK2",0.191588785046729,TRUE,0.00428542956839377,FALSE,NA
"ATP8B3",0.0102803738317757,FALSE,NA,FALSE,NA
"CTB-31O20.3",0.00280373831775701,FALSE,NA,FALSE,NA
"MOB3A",0.132710280373832,TRUE,0.00335865234047226,FALSE,NA
"CTB-31O20.6",0.000934579439252336,FALSE,NA,FALSE,NA
"AP3D1",0.213084112149533,TRUE,0.00907951459558997,TRUE,"clean_D2"
"CTB-31O20.2",0.0102803738317757,FALSE,NA,FALSE,NA
"CTB-31O20.9",0,FALSE,NA,FALSE,NA
"ADAT3",0.00280373831775701,FALSE,NA,FALSE,NA
"SCAMP4",0.129906542056075,TRUE,0.00327550855657846,FALSE,NA
"LSM7",0.457009345794393,TRUE,0.0232298952560487,TRUE,"clean_D2"
"PLEKHJ1",0.196261682242991,TRUE,0.00405559526129041,FALSE,NA
"DOT1L",0.0588785046728972,TRUE,0.00101652234853805,FALSE,NA
"GNG7",0.0448598130841121,FALSE,NA,FALSE,NA
"AC004490.1",0,FALSE,NA,FALSE,NA
"LLfos-48D6.2",0.0317757009345794,FALSE,NA,FALSE,NA
"OAZ1",0.731775700934579,TRUE,0.0281981487904947,TRUE,NA
"SF3A2",0.14392523364486,TRUE,0.00440285898974752,FALSE,NA
"GADD45B",0.502803738317757,TRUE,0.0238960616507333,TRUE,NA
"SPPL2B",0.124299065420561,TRUE,0.00201924544518362,FALSE,NA
"TIMM13",0.374766355140187,TRUE,0.015786031322358,TRUE,"clean_D2"
"IZUMO4",0.00467289719626168,FALSE,NA,FALSE,NA
"TMPRSS9",0.00934579439252336,FALSE,NA,FALSE,NA
"SLC39A3",0.122429906542056,TRUE,0.00228760487610825,FALSE,NA
"LMNB2",0.0803738317757009,TRUE,0.00131668465819882,FALSE,NA
"AMH",0.00280373831775701,FALSE,NA,FALSE,NA
"C19orf35",0.00373831775700935,FALSE,NA,FALSE,NA
"LINGO3",0,FALSE,NA,FALSE,NA
"AC005624.2",0.000934579439252336,FALSE,NA,FALSE,NA
"ZNF556",0.00841121495327103,FALSE,NA,FALSE,NA
"TLE2",0.0841121495327103,TRUE,0.00204209376738869,FALSE,NA
"SGTA",0.104672897196262,TRUE,0.00182480391628847,FALSE,NA
"AES",0.621495327102804,TRUE,0.0173280590167586,TRUE,NA
"CTC-265F19.3",0,FALSE,NA,FALSE,NA
"DIRAS1",0.0177570093457944,FALSE,NA,FALSE,NA
"ZNF554",0.0205607476635514,FALSE,NA,FALSE,NA
"AC006538.4",0.00186915887850467,FALSE,NA,FALSE,NA
"ZNF57",0.00560747663551402,FALSE,NA,FALSE,NA
"THOP1",0.0448598130841121,FALSE,NA,FALSE,NA
"TLE6",0.00654205607476636,FALSE,NA,FALSE,NA
"GNA15",0.0271028037383178,FALSE,NA,FALSE,NA
"ZNF555",0.0130841121495327,FALSE,NA,FALSE,NA
"AC006130.3",0,FALSE,NA,FALSE,NA
"ZNF77",0.014018691588785,FALSE,NA,FALSE,NA
"NFIC",0.737383177570093,TRUE,0.0237463260880734,TRUE,NA
"AC006277.2",0.00841121495327103,FALSE,NA,FALSE,NA
"AC005264.2",0.00280373831775701,FALSE,NA,FALSE,NA
"AC005944.2",0.0177570093457944,FALSE,NA,FALSE,NA
"GNA11",0.347663551401869,TRUE,0.0102454717672927,TRUE,NA
"AC005262.3",0.000934579439252336,FALSE,NA,FALSE,NA
"AC005262.2",0.00747663551401869,FALSE,NA,FALSE,NA
"S1PR4",0.000934579439252336,FALSE,NA,FALSE,NA
"NCLN",0.15607476635514,TRUE,0.00288716395652048,FALSE,"clean_D2"
"CELF5",0.00186915887850467,FALSE,NA,FALSE,NA
"AC010649.1",0,FALSE,NA,FALSE,NA
"MFSD12",0.123364485981308,TRUE,0.00279239001077276,FALSE,"clean_D2"
"DOHH",0.0831775700934579,TRUE,0.000967063141797705,FALSE,NA
"C19orf71",0.00373831775700935,FALSE,NA,FALSE,NA
"HMG20B",0.205607476635514,TRUE,0.00238149268721891,FALSE,NA
"EEF2",0.927102803738318,TRUE,0.0484574042414138,TRUE,NA
"CACTIN",0.0626168224299065,TRUE,0.00104332265644653,FALSE,NA
"PIP5K1C",0.153271028037383,TRUE,0.0033381967120887,FALSE,NA
"SMIM24",0,FALSE,NA,FALSE,NA
"FZR1",0.104672897196262,TRUE,0.00284485739981456,FALSE,NA
"APBA3",0.0467289719626168,FALSE,NA,FALSE,NA
"AC005786.7",0.00560747663551402,FALSE,NA,FALSE,NA
