"gene","raw_cluster","dynamic_module","peak_bin","trough_bin","spearman_rho","q_value","expressed_fraction","mean_expression","direction"
"CCDC167","1","D2_late_increasing","28","3","0.277779475570023","5.3419143689686e-20","0.157009345794393","0.0765168124410099","increases_with_pseudotime"
"SCARF2","1","D2_late_increasing","27","4","0.27780247438248","5.3107690759799e-20","0.270093457943925","0.168482764774582","increases_with_pseudotime"
"RNPEPL1","1","D2_late_increasing","26","2","0.277857885084027","5.2244780808887e-20","0.12803738317757","0.0618086357142917","increases_with_pseudotime"
"OLFM2","1","D2_late_increasing","28","7","0.27787648434333","5.20146740448151e-20","0.31214953271028","0.249208631812565","increases_with_pseudotime"
"SPINT2","1","D2_late_increasing","28","3","0.277918490703979","5.13930455756231e-20","0.25607476635514","0.148788537182996","increases_with_pseudotime"
"BRI3","1","D2_late_increasing","28","1","0.277955830118132","5.08559945858098e-20","0.565420560747664","0.545626071086158","increases_with_pseudotime"
"RP11-196G11.1","1","D2_late_increasing","28","4","0.278356350271461","4.47868498841643e-20","0.141121495327103","0.0667514490890894","increases_with_pseudotime"
"KCNK6","1","D2_late_increasing","28","3","0.278494613746152","4.28843350997474e-20","0.139252336448598","0.0829935213829535","increases_with_pseudotime"
"LRPAP1","1","D2_late_increasing","27","9","0.27851338830266","4.26930280095725e-20","0.345794392523364","0.220570913322893","increases_with_pseudotime"
"FBLIM1","1","D2_late_increasing","26","6","0.278562823219375","4.20799342630042e-20","0.186915887850467","0.112300470986522","increases_with_pseudotime"
"ARSA","1","D2_late_increasing","28","6","0.278588798810745","4.17941224122221e-20","0.192523364485981","0.103633524492965","increases_with_pseudotime"
"RNASEH2C","1","D2_late_increasing","28","30","0.279053964871915","3.60262621311881e-20","0.35607476635514","0.24982452545459","increases_with_pseudotime"
"TXNL4A","1","D2_late_increasing","28","4","0.27940315217901","3.21930187272869e-20","0.364485981308411","0.264140524170202","increases_with_pseudotime"
"GTF3C6","1","D2_late_increasing","27","1","0.279591364702765","3.03201953452889e-20","0.24392523364486","0.137874173308524","increases_with_pseudotime"
"AKT1S1","1","D2_late_increasing","27","2","0.279802957126275","2.83844962469732e-20","0.199065420560748","0.105577615260416","increases_with_pseudotime"
"SH3GL1","1","D2_late_increasing","27","6","0.279846012679709","2.80336609647196e-20","0.236448598130841","0.135479954774511","increases_with_pseudotime"
"AP3D1","1","D2_late_increasing","28","2","0.280025324060645","2.64773381336206e-20","0.213084112149533","0.121801258502334","increases_with_pseudotime"
"QSOX1","1","D2_late_increasing","27","1","0.280177030081057","2.52340138899153e-20","0.241121495327103","0.143272596257851","increases_with_pseudotime"
"TXLNA","1","D2_late_increasing","25","11","0.280522780229485","2.256311890287e-20","0.201869158878505","0.107527646172852","increases_with_pseudotime"
"GPC6","1","D2_late_increasing","29","1","0.280527796657599","2.256311890287e-20","0.147663551401869","0.132349704928425","increases_with_pseudotime"
"LTBP3","1","D2_late_increasing","28","7","0.281206191282645","1.80790974915606e-20","0.504672897196262","0.403289414485355","increases_with_pseudotime"
"FAM229B","1","D2_late_increasing","28","3","0.281334152452544","1.73616013053243e-20","0.205607476635514","0.115776947115596","increases_with_pseudotime"
"C12orf75","1","D2_late_increasing","27","4","0.281732491790238","1.52745098663753e-20","0.225233644859813","0.128847288145012","increases_with_pseudotime"
"SRM","1","D2_late_increasing","27","30","0.282022835598442","1.39005255532564e-20","0.347663551401869","0.236084784936519","increases_with_pseudotime"
"PPDPF","1","D2_late_increasing","27","7","0.282268102695141","1.28389038057422e-20","0.516822429906542","0.462765876912712","increases_with_pseudotime"
"PRKCDBP","1","D2_late_increasing","28","7","0.282286600361517","1.27823017430934e-20","0.498130841121495","0.453224686659149","increases_with_pseudotime"
"GTF3A","1","D2_late_increasing","28","6","0.28233590885667","1.25968185124407e-20","0.246728971962617","0.135782173423617","increases_with_pseudotime"
"JDP2","1","D2_late_increasing","27","2","0.282600641856938","1.1558839558747e-20","0.185981308411215","0.105635071130549","increases_with_pseudotime"
"RP11-282O18.3","1","D2_late_increasing","27","30","0.282629627975451","1.14679429284898e-20","0.371028037383178","0.257021777572926","increases_with_pseudotime"
"TRAPPC1","1","D2_late_increasing","27","7","0.282969914272872","1.02613547397023e-20","0.333644859813084","0.214616339651213","increases_with_pseudotime"
"GSR","1","D2_late_increasing","28","1","0.282991260398577","1.02064301658007e-20","0.102803738317757","0.0446003559176824","increases_with_pseudotime"
"PDIA5","1","D2_late_increasing","28","3","0.283234101641879","9.44799695497586e-21","0.219626168224299","0.116683713351208","increases_with_pseudotime"
"RHOC","1","D2_late_increasing","27","8","0.28341156248079","8.92212903617804e-21","0.568224299065421","0.584201439106819","increases_with_pseudotime"
"UROD","1","D2_late_increasing","26","5","0.283785908899116","7.89062400144785e-21","0.282242990654206","0.187594861165349","increases_with_pseudotime"
"IMPDH1","1","D2_late_increasing","27","3","0.283915593578579","7.57007969720237e-21","0.151401869158879","0.0732063933864869","increases_with_pseudotime"
"YIF1B","1","D2_late_increasing","28","6","0.284586038999027","6.06303142998171e-21","0.166355140186916","0.0821106642036871","increases_with_pseudotime"
"MED8","1","D2_late_increasing","27","2","0.284987149792176","5.32040876859737e-21","0.174766355140187","0.087135864848865","increases_with_pseudotime"
"UQCC2","1","D2_late_increasing","27","7","0.28502550050368","5.2617293534561e-21","0.27196261682243","0.164453785801142","increases_with_pseudotime"
"CD276","1","D2_late_increasing","28","4","0.285251136161698","4.89588502291617e-21","0.241121495327103","0.136657534818839","increases_with_pseudotime"
"GLMP","1","D2_late_increasing","27","5","0.285670743083627","4.26071634128973e-21","0.217757009345794","0.116031527094331","increases_with_pseudotime"
"BTN3A2","1","D2_late_increasing","26","1","0.285936555506792","3.9037333404574e-21","0.18785046728972","0.0949765264782109","increases_with_pseudotime"
"TANC2","1","D2_late_increasing","29","1","0.285960073200249","3.87983774873506e-21","0.162616822429907","0.115129882707283","increases_with_pseudotime"
"ZNHIT1","1","D2_late_increasing","27","30","0.286532067204067","3.21202197274201e-21","0.474766355140187","0.396734882434265","increases_with_pseudotime"
"EIF4G1","1","D2_late_increasing","27","5","0.286535391327367","3.21202197274201e-21","0.396261682242991","0.276906678362722","increases_with_pseudotime"
"UQCRQ","1","D2_late_increasing","27","3","0.286536368612786","3.21202197274201e-21","0.658878504672897","0.757290788495721","increases_with_pseudotime"
"GRIN2D","1","D2_late_increasing","28","1","0.286545683681659","3.21202197274201e-21","0.104672897196262","0.0501234524812034","increases_with_pseudotime"
"COPA","1","D2_late_increasing","27","4","0.286642541906523","3.11674460872896e-21","0.404672897196262","0.272403035337245","increases_with_pseudotime"
"FMO1","1","D2_late_increasing","20","1","0.286758602453975","3.00253567111647e-21","0.158878504672897","0.0922253981052219","increases_with_pseudotime"
"CD63","1","D2_late_increasing","28","30","0.286893759177278","2.87389808707628e-21","0.907476635514019","1.94868177146599","increases_with_pseudotime"
"ARPC4","1","D2_late_increasing","27","5","0.287013414004348","2.76513987351713e-21","0.357943925233645","0.237184282265582","increases_with_pseudotime"
"ITGB1BP1","1","D2_late_increasing","26","5","0.287194763220433","2.60560524000708e-21","0.250467289719626","0.141375210733743","increases_with_pseudotime"
"NDST1","1","D2_late_increasing","27","3","0.287221014198338","2.58725224437266e-21","0.195327102803738","0.104897336140057","increases_with_pseudotime"
"CHPF2","1","D2_late_increasing","28","10","0.287221606824667","2.58725224437266e-21","0.194392523364486","0.104707877574775","increases_with_pseudotime"
"GLT8D2","1","D2_late_increasing","28","7","0.287329499793741","2.50315541152973e-21","0.247663551401869","0.137173931046769","increases_with_pseudotime"
"ATP6V0D1","1","D2_late_increasing","27","4","0.287482733842198","2.38111037430906e-21","0.257943925233645","0.149822310169622","increases_with_pseudotime"
"SEMA3C","1","D2_late_increasing","29","1","0.287590814417172","2.2998117685265e-21","0.149532710280374","0.0932305481351482","increases_with_pseudotime"
"PLEKHA4","1","D2_late_increasing","26","1","0.287692623432099","2.22597987037889e-21","0.192523364485981","0.107640769701594","increases_with_pseudotime"
"ARPC1A","1","D2_late_increasing","28","6","0.287769468125685","2.17277864395368e-21","0.247663551401869","0.137301636739636","increases_with_pseudotime"
"A2M","1","D2_late_increasing","27","9","0.288151148286131","1.91972734526128e-21","0.237383177570093","0.148476174489407","increases_with_pseudotime"
"CDK2AP1","1","D2_late_increasing","27","6","0.288310062783907","1.82234209005276e-21","0.319626168224299","0.196049238273771","increases_with_pseudotime"
"MINOS1-NBL1","1","D2_late_increasing","27","1","0.288600034758092","1.65455606840849e-21","0.131775700934579","0.0695282150507089","increases_with_pseudotime"
"HAPLN3","1","D2_late_increasing","28","4","0.288755642572066","1.57224600464694e-21","0.175700934579439","0.0913185074968833","increases_with_pseudotime"
"TPM2","1","D2_late_increasing","28","8","0.288842174067557","1.52948907581287e-21","0.477570093457944","0.459354839016811","increases_with_pseudotime"
"ZEB1","1","D2_late_increasing","29","6","0.289042367108784","1.43145849294783e-21","0.233644859813084","0.170704495053674","increases_with_pseudotime"
"ERCC1","1","D2_late_increasing","28","5","0.289059840205555","1.42560400443011e-21","0.388785046728972","0.26772508510547","increases_with_pseudotime"
"MEIS3","1","D2_late_increasing","28","4","0.289097401830625","1.4101054332589e-21","0.210280373831776","0.112899238749433","increases_with_pseudotime"
"ACTB","1","D2_late_increasing","27","8","0.289279770870115","1.32768280283935e-21","0.926168224299065","1.94293337476534","increases_with_pseudotime"
"MYLK","1","D2_late_increasing","28","2","0.289307711566872","1.31755331526163e-21","0.165420560747664","0.0995605668392245","increases_with_pseudotime"
"CD82","1","D2_late_increasing","26","3","0.289386119360412","1.28521758721496e-21","0.230841121495327","0.149930315584309","increases_with_pseudotime"
"PLXNB2","1","D2_late_increasing","25","6","0.289415124356322","1.27495329712625e-21","0.28785046728972","0.174525991597288","increases_with_pseudotime"
"PLOD2","1","D2_late_increasing","28","2","0.289627951102076","1.18794941875284e-21","0.144859813084112","0.0795158426721418","increases_with_pseudotime"
"LINC01615","1","D2_late_increasing","25","1","0.289837029608947","1.10823492267127e-21","0.139252336448598","0.0681657086777677","increases_with_pseudotime"
"MRPL17","1","D2_late_increasing","28","7","0.289870844383338","1.09963553173871e-21","0.248598130841122","0.135276766064341","increases_with_pseudotime"
"SLC39A13","1","D2_late_increasing","27","7","0.290003641364281","1.05286700398074e-21","0.231775700934579","0.129877486972549","increases_with_pseudotime"
"ARHGAP28","1","D2_late_increasing","29","3","0.290522127873881","8.83498459119413e-22","0.107476635514019","0.060343736078575","increases_with_pseudotime"
"RAD51B","1","D2_late_increasing","28","6","0.290735010147544","8.22944028914563e-22","0.194392523364486","0.131761463089568","increases_with_pseudotime"
"CTSC","1","D2_late_increasing","14","2","0.291278277129743","6.84361664006794e-22","0.310280373831776","0.346723126804947","increases_with_pseudotime"
"NANS","1","D2_late_increasing","28","4","0.291354903844867","6.67856486984637e-22","0.201869158878505","0.108131291001026","increases_with_pseudotime"
"GAA","1","D2_late_increasing","24","2","0.291567017003782","6.22101872401237e-22","0.248598130841122","0.139237992502741","increases_with_pseudotime"
"TNFRSF1A","1","D2_late_increasing","27","3","0.291606651559903","6.1485349076039e-22","0.393457943925234","0.283610529985423","increases_with_pseudotime"
"GALNT2","1","D2_late_increasing","28","6","0.29184814283142","5.66932912685907e-22","0.225233644859813","0.136444322100105","increases_with_pseudotime"
"PLAUR","1","D2_late_increasing","27","2","0.291874029740402","5.62979859120721e-22","0.227102803738318","0.14343041372757","increases_with_pseudotime"
"PAPSS2","1","D2_late_increasing","28","1","0.29194965672069","5.4956673280906e-22","0.201869158878505","0.109779479743343","increases_with_pseudotime"
"DAPK3","1","D2_late_increasing","28","1","0.292231986054214","4.99602521921857e-22","0.227102803738318","0.132728127470133","increases_with_pseudotime"
"GPI","1","D2_late_increasing","26","2","0.292314498604974","4.86528672644909e-22","0.368224299065421","0.246410045759685","increases_with_pseudotime"
"AGTRAP","1","D2_late_increasing","26","4","0.292395503785997","4.74040593557214e-22","0.211214953271028","0.111908162730696","increases_with_pseudotime"
"HOMER3","1","D2_late_increasing","28","7","0.292623519324847","4.39027130743003e-22","0.193457943925234","0.0980761833059297","increases_with_pseudotime"
"NAA10","1","D2_late_increasing","28","4","0.292753985261362","4.20503796149223e-22","0.267289719626168","0.153797058483871","increases_with_pseudotime"
"COPZ1","1","D2_late_increasing","27","7","0.293778224743732","2.95592713296063e-22","0.293457943925234","0.179393349586719","increases_with_pseudotime"
"NRBP1","1","D2_late_increasing","27","5","0.293824751547347","2.91426807798686e-22","0.293457943925234","0.177064642305096","increases_with_pseudotime"
"NPTX2","1","D2_late_increasing","27","1","0.294310308804282","2.46702642590293e-22","0.150467289719626","0.0814613911390345","increases_with_pseudotime"
"CXXC5","1","D2_late_increasing","26","1","0.294316593906844","2.46644322811213e-22","0.28785046728972","0.18372984766989","increases_with_pseudotime"
"TMEM147","1","D2_late_increasing","28","4","0.294494220167043","2.3232965685621e-22","0.298130841121495","0.179837641825747","increases_with_pseudotime"
"CTTN","1","D2_late_increasing","26","7","0.294966268189871","1.97516295204071e-22","0.34018691588785","0.215093950779869","increases_with_pseudotime"
"METRNL","1","D2_late_increasing","28","7","0.295293556651745","1.76565157251965e-22","0.360747663551402","0.264186305746654","increases_with_pseudotime"
"XBP1","1","D2_late_increasing","27","4","0.295781830948121","1.49182300372289e-22","0.269158878504673","0.156980491859222","increases_with_pseudotime"
"FUT11","1","D2_late_increasing","27","8","0.296106700414475","1.33685941377612e-22","0.297196261682243","0.188865968986235","increases_with_pseudotime"
"DNPH1","1","D2_late_increasing","28","3","0.296383788381792","1.21565047148371e-22","0.276635514018692","0.160279278073146","increases_with_pseudotime"
"MRPL52","1","D2_late_increasing","28","8","0.296637416939673","1.11444895046248e-22","0.34392523364486","0.227107803363502","increases_with_pseudotime"
"ST3GAL2","1","D2_late_increasing","27","2","0.297423204683672","8.49031770785956e-23","0.270093457943925","0.173406685331408","increases_with_pseudotime"
"FIBP","1","D2_late_increasing","28","3","0.297572005558712","8.07326211923343e-23","0.219626168224299","0.122179429237775","increases_with_pseudotime"
"ETHE1","1","D2_late_increasing","27","7","0.297775223702664","7.53075438590346e-23","0.258878504672897","0.1528645891309","increases_with_pseudotime"
"TMEM219","1","D2_late_increasing","27","7","0.298245180665779","6.39357703385414e-23","0.432710280373832","0.327968062153434","increases_with_pseudotime"
"CDC42EP5","1","D2_late_increasing","26","7","0.298352564038431","6.16810180111934e-23","0.307476635514019","0.190952110517045","increases_with_pseudotime"
"C7orf73","1","D2_late_increasing","28","4","0.298382469023881","6.11557185834176e-23","0.344859813084112","0.221703100996411","increases_with_pseudotime"
"S100A13","1","D2_late_increasing","26","30","0.298424469450964","6.03766100643978e-23","0.679439252336449","0.89515364456297","increases_with_pseudotime"
"ZYX","1","D2_late_increasing","27","7","0.298855996913918","5.19399402436813e-23","0.319626168224299","0.219660112590595","increases_with_pseudotime"
"PDZRN4","1","D2_late_increasing","30","1","0.298887452603539","5.14689002917982e-23","0.107476635514019","0.0853866959048181","increases_with_pseudotime"
"MRPL12","1","D2_late_increasing","28","1","0.299141586634048","4.71362002009394e-23","0.214953271028037","0.122732828649649","increases_with_pseudotime"
"MAP7D1","1","D2_late_increasing","27","7","0.30001879958585","3.46705133694109e-23","0.265420560747664","0.155767298817602","increases_with_pseudotime"
"FHL3","1","D2_late_increasing","27","4","0.300110490159261","3.36271297519701e-23","0.150467289719626","0.0712086643235525","increases_with_pseudotime"
"PGLS","1","D2_late_increasing","28","5","0.300321597918804","3.12584595702724e-23","0.347663551401869","0.225094648871673","increases_with_pseudotime"
"CAPZB","1","D2_late_increasing","27","4","0.30069096808655","2.74623045848486e-23","0.582242990654206","0.558997942641542","increases_with_pseudotime"
"ERI3","1","D2_late_increasing","27","4","0.30090082692024","2.55350947952639e-23","0.219626168224299","0.119462251906588","increases_with_pseudotime"
"PDE4DIP","1","D2_late_increasing","28","1","0.301078638880458","2.40642751740027e-23","0.157943925233645","0.070485406828829","increases_with_pseudotime"
"GALNT10","1","D2_late_increasing","28","3","0.301198875684846","2.31008658936697e-23","0.188785046728972","0.105936780896636","increases_with_pseudotime"
"B4GALT1","1","D2_late_increasing","27","4","0.301964041769711","1.76077188438355e-23","0.331775700934579","0.20775046159455","increases_with_pseudotime"
"NME1","1","D2_late_increasing","27","5","0.302041021167956","1.71643593283396e-23","0.317757009345794","0.206756166746726","increases_with_pseudotime"
"LMF2","1","D2_late_increasing","28","2","0.302044935310864","1.71643593283396e-23","0.279439252336449","0.168946615572629","increases_with_pseudotime"
"DPM2","1","D2_late_increasing","28","4","0.302383279107274","1.52775414203029e-23","0.246728971962617","0.134798785955868","increases_with_pseudotime"
"VTI1B","1","D2_late_increasing","28","5","0.302427215112664","1.50700404703539e-23","0.258878504672897","0.142214239411259","increases_with_pseudotime"
"TRAPPC2L","1","D2_late_increasing","27","1","0.302638894698784","1.39967779257226e-23","0.307476635514019","0.193425144593896","increases_with_pseudotime"
"THBS3","1","D2_late_increasing","27","5","0.302667695090233","1.3881820879967e-23","0.319626168224299","0.211993005567619","increases_with_pseudotime"
"CNN2","1","D2_late_increasing","27","7","0.302758116434915","1.34664837399781e-23","0.34392523364486","0.233664777985583","increases_with_pseudotime"
"DYNLT1","1","D2_late_increasing","27","8","0.302807759354098","1.32562987121125e-23","0.318691588785047","0.190773049350237","increases_with_pseudotime"
"VGLL3","1","D2_late_increasing","28","2","0.303011324357491","1.23470071276057e-23","0.165420560747664","0.0910496240565914","increases_with_pseudotime"
"TRIOBP","1","D2_late_increasing","28","1","0.303034331937605","1.22711679761557e-23","0.34392523364486","0.230555330070962","increases_with_pseudotime"
"THBS1","1","D2_late_increasing","28","1","0.303241679818549","1.14132629334699e-23","0.163551401869159","0.0961145432970828","increases_with_pseudotime"
"EPHB3","1","D2_late_increasing","27","2","0.303361857520683","1.09532454552599e-23","0.181308411214953","0.106699395237774","increases_with_pseudotime"
"POMP","1","D2_late_increasing","27","2","0.303533850390087","1.03172006510188e-23","0.392523364485981","0.272070701644627","increases_with_pseudotime"
"MFAP2","1","D2_late_increasing","28","5","0.303948029526481","8.90481343371123e-24","0.35981308411215","0.268767046622216","increases_with_pseudotime"
"FAM195B","1","D2_late_increasing","27","9","0.304139634344958","8.34524885960992e-24","0.319626168224299","0.208892944725628","increases_with_pseudotime"
"C11orf96","1","D2_late_increasing","26","2","0.304146468543666","8.34254034859644e-24","0.275700934579439","0.239499717494628","increases_with_pseudotime"
"PXDN","1","D2_late_increasing","27","4","0.304429399215355","7.54794487139776e-24","0.342056074766355","0.247129938744432","increases_with_pseudotime"
"COMMD5","1","D2_late_increasing","26","2","0.304773195660554","6.67948734492344e-24","0.168224299065421","0.079295939039016","increases_with_pseudotime"
"P4HA3","1","D2_late_increasing","27","11","0.304777794503482","6.67948734492344e-24","0.199065420560748","0.124961108928468","increases_with_pseudotime"
"VOPP1","1","D2_late_increasing","28","3","0.304874698011244","6.46630675826251e-24","0.206542056074766","0.112111814299145","increases_with_pseudotime"
"ALDH1L2","1","D2_late_increasing","28","3","0.305192348663354","5.78820868962175e-24","0.107476635514019","0.0514481142861188","increases_with_pseudotime"
"TNFSF10","1","D2_late_increasing","27","2","0.305417454760331","5.34590965050714e-24","0.299065420560748","0.193071467836382","increases_with_pseudotime"
"HEXA","1","D2_late_increasing","27","2","0.305626911016022","4.96522608040018e-24","0.322429906542056","0.202924570034229","increases_with_pseudotime"
"SEMA3B","1","D2_late_increasing","27","1","0.305779822818736","4.70715181583739e-24","0.14392523364486","0.0814607298992874","increases_with_pseudotime"
"UBE2L6","1","D2_late_increasing","27","7","0.306046674598746","4.28119439215312e-24","0.258878504672897","0.14480899686828","increases_with_pseudotime"
"SURF4","1","D2_late_increasing","28","8","0.306381598941774","3.79805372407615e-24","0.408411214953271","0.305613088489268","increases_with_pseudotime"
"SPARCL1","1","D2_late_increasing","28","4","0.30638732322163","3.79805372407615e-24","0.358878504672897","0.287475255024114","increases_with_pseudotime"
"LASP1","1","D2_late_increasing","28","1","0.306482041780818","3.67772411282172e-24","0.28785046728972","0.180040833379237","increases_with_pseudotime"
"TP53I3","1","D2_late_increasing","28","3","0.306594223244333","3.53817083789128e-24","0.188785046728972","0.0947852286746804","increases_with_pseudotime"
"SRPRB","1","D2_late_increasing","27","1","0.307794948031302","2.29153585025983e-24","0.245794392523364","0.138866729533393","increases_with_pseudotime"
"SHISA5","1","D2_late_increasing","26","7","0.307910264556025","2.20162439840667e-24","0.352336448598131","0.221414692664899","increases_with_pseudotime"
"CTGF","1","D2_late_increasing","28","4","0.308022470001232","2.11762545237546e-24","0.303738317757009","0.271105039689063","increases_with_pseudotime"
"AC024592.12","1","D2_late_increasing","26","30","0.308287249515752","1.92591743344089e-24","0.285046728971963","0.162751592614441","increases_with_pseudotime"
"TENM3","1","D2_late_increasing","29","13","0.308357098542565","1.8813755549482e-24","0.251401869158879","0.197633927674768","increases_with_pseudotime"
"TMEM261","1","D2_late_increasing","27","1","0.308376914219322","1.87193568770192e-24","0.276635514018692","0.165048770181684","increases_with_pseudotime"
"JTB","1","D2_late_increasing","27","5","0.308403624112101","1.8578427183396e-24","0.437383177570093","0.352714973500295","increases_with_pseudotime"
"NSMCE1","1","D2_late_increasing","28","3","0.308556895720447","1.76010995530515e-24","0.21588785046729","0.109523480676969","increases_with_pseudotime"
"CCDC28B","1","D2_late_increasing","22","1","0.308711943523575","1.66638296462572e-24","0.176635514018692","0.0865052426403825","increases_with_pseudotime"
"GRN","1","D2_late_increasing","27","7","0.308988876089224","1.50841812080321e-24","0.500934579439252","0.425254611295379","increases_with_pseudotime"
"FLNA","1","D2_late_increasing","28","7","0.309270198599038","1.36307962556695e-24","0.586915887850467","0.589965642152211","increases_with_pseudotime"
"COPG1","1","D2_late_increasing","28","6","0.309332604915426","1.33512933695279e-24","0.214018691588785","0.112377711509794","increases_with_pseudotime"
"EIF4E2","1","D2_late_increasing","28","9","0.3095754879564","1.22636071812809e-24","0.282242990654206","0.167064189493905","increases_with_pseudotime"
"LAMB2","1","D2_late_increasing","27","4","0.309701530187139","1.17332440830697e-24","0.451401869158878","0.343361902446293","increases_with_pseudotime"
"SHC1","1","D2_late_increasing","27","3","0.310042119129298","1.0370399931616e-24","0.327102803738318","0.207125622946116","increases_with_pseudotime"
"LUM","1","D2_late_increasing","28","30","0.310658051075477","8.27630886135478e-25","0.688785046728972","1.01503975625866","increases_with_pseudotime"
"ISLR","1","D2_late_increasing","27","3","0.310728741027007","8.08101944322629e-25","0.542990654205607","0.598901282768249","increases_with_pseudotime"
"MYO1D","1","D2_late_increasing","28","7","0.310750582072208","8.03444642370522e-25","0.363551401869159","0.292523793793133","increases_with_pseudotime"
"NEK6","1","D2_late_increasing","30","1","0.31100967576852","7.31560642085384e-25","0.15981308411215","0.0823580124118569","increases_with_pseudotime"
"PGM1","1","D2_late_increasing","28","3","0.311012159585207","7.31560642085384e-25","0.168224299065421","0.0760626276258349","increases_with_pseudotime"
"PFN1","1","D2_late_increasing","27","8","0.311057521835481","7.22042752825628e-25","0.818691588785047","1.2634659109461","increases_with_pseudotime"
"TMEM176B","1","D2_late_increasing","28","8","0.31137637294273","6.42950206173269e-25","0.485981308411215","0.438412365071716","increases_with_pseudotime"
"MLEC","1","D2_late_increasing","28","5","0.311505840365823","6.14193170038351e-25","0.334579439252336","0.217352359874645","increases_with_pseudotime"
"HN1","1","D2_late_increasing","28","1","0.311701717797788","5.72401386349751e-25","0.216822429906542","0.115811015143911","increases_with_pseudotime"
"EDIL3","1","D2_late_increasing","28","5","0.311849220246233","5.44397126434469e-25","0.271028037383178","0.20893229736774","increases_with_pseudotime"
"SNF8","1","D2_late_increasing","28","5","0.312119418678311","4.93465199580027e-25","0.304672897196262","0.184851335210972","increases_with_pseudotime"
"MPG","1","D2_late_increasing","28","4","0.312180582282609","4.83492154158315e-25","0.34392523364486","0.217015327970331","increases_with_pseudotime"
"LINC01116","1","D2_late_increasing","27","1","0.31270425441533","3.99611624359725e-25","0.142056074766355","0.0643921457409656","increases_with_pseudotime"
"SWI5","1","D2_late_increasing","27","6","0.312841872407627","3.80501491603247e-25","0.201869158878505","0.108943094236768","increases_with_pseudotime"
"NXN","1","D2_late_increasing","30","1","0.313096350447294","3.46812948302094e-25","0.344859813084112","0.280154388166095","increases_with_pseudotime"
"PTN","1","D2_late_increasing","27","7","0.313680627331282","2.7935847072342e-25","0.557943925233645","0.719690432195355","increases_with_pseudotime"
"KRT6A","1","D2_late_increasing","23","2","0.313823709462109","2.65408184194253e-25","0.246728971962617","0.144794812442155","increases_with_pseudotime"
"TPM4","1","D2_late_increasing","27","4","0.314247177584983","2.26962765514358e-25","0.485981308411215","0.424339856148786","increases_with_pseudotime"
"FAM89B","1","D2_late_increasing","27","30","0.314850417446588","1.81786049567856e-25","0.285981308411215","0.177526691278014","increases_with_pseudotime"
"SMCO4","1","D2_late_increasing","28","1","0.314911794113963","1.78065416814279e-25","0.15607476635514","0.0757826779062171","increases_with_pseudotime"
"APBB2","1","D2_late_increasing","30","6","0.31508248818244","1.67385443348479e-25","0.316822429906542","0.275220366542187","increases_with_pseudotime"
"A1BG","1","D2_late_increasing","28","30","0.315218820688954","1.59391510629386e-25","0.381308411214953","0.285061058050658","increases_with_pseudotime"
"HES4","1","D2_late_increasing","26","4","0.315535413820091","1.41798390425719e-25","0.201869158878505","0.11471990662576","increases_with_pseudotime"
"SSR4","1","D2_late_increasing","28","30","0.31566529243668","1.3534544906162e-25","0.681308411214953","0.871839290015989","increases_with_pseudotime"
"VAMP5","1","D2_late_increasing","27","8","0.315677791507014","1.35039214476385e-25","0.432710280373832","0.336392389164953","increases_with_pseudotime"
"KRT16","1","D2_late_increasing","28","9","0.315749237757309","1.31768365407914e-25","0.250467289719626","0.151349411409542","increases_with_pseudotime"
"CTSZ","1","D2_late_increasing","28","4","0.315806728019078","1.29256234889977e-25","0.335514018691589","0.214126434819411","increases_with_pseudotime"
"FIBIN","1","D2_late_increasing","28","1","0.316257439727078","1.09274558047499e-25","0.145794392523364","0.0663247208717246","increases_with_pseudotime"
"DNAJC1","1","D2_late_increasing","28","3","0.316310479343921","1.07368776457754e-25","0.336448598130841","0.224015088675276","increases_with_pseudotime"
"ZFHX4","1","D2_late_increasing","29","1","0.316749134507151","9.11578182167419e-26","0.179439252336449","0.104642283438202","increases_with_pseudotime"
"NEK10","1","D2_late_increasing","27","3","0.317352462334925","7.28634469073938e-26","0.2","0.101476430157682","increases_with_pseudotime"
"SGCD","1","D2_late_increasing","28","6","0.317689574838659","6.42582739777641e-26","0.269158878504673","0.202287107206984","increases_with_pseudotime"
"MSRB3","1","D2_late_increasing","28","4","0.317736853271885","6.3271195245856e-26","0.262616822429907","0.149746187952475","increases_with_pseudotime"
"PGAM1","1","D2_late_increasing","26","7","0.31805491087123","5.61956338391956e-26","0.323364485981308","0.2056762733109","increases_with_pseudotime"
"LRRC59","1","D2_late_increasing","27","3","0.318396410252242","4.94600606467159e-26","0.213084112149533","0.114149198350522","increases_with_pseudotime"
"TAF10","1","D2_late_increasing","27","30","0.318775057048171","4.29114468742192e-26","0.37196261682243","0.24928828689547","increases_with_pseudotime"
"GPAA1","1","D2_late_increasing","28","11","0.319420275517588","3.36115934921997e-26","0.286915887850467","0.167583640510758","increases_with_pseudotime"
"DBN1","1","D2_late_increasing","28","5","0.319708262045212","3.0176389846584e-26","0.221495327102804","0.122793275726954","increases_with_pseudotime"
"APOL2","1","D2_late_increasing","26","1","0.319800111325984","2.92063715889432e-26","0.175700934579439","0.0883714000874003","increases_with_pseudotime"
"MAP4","1","D2_late_increasing","28","3","0.320145578262689","2.56452424377993e-26","0.486915887850467","0.384024949773883","increases_with_pseudotime"
