"gene","clean_module","dynamic_module","spearman_rho","branch_pattern"
"VOPP1","clean_D2","D2_late_increasing","0.304874698011244","common_increasing"
"ALDH1L2","clean_D2","D2_late_increasing","0.305192348663354","common_increasing"
"TNFSF10","clean_D2","D2_late_increasing","0.305417454760331","common_increasing"
"HEXA","clean_D2","D2_late_increasing","0.305626911016022","common_increasing"
"SEMA3B","clean_D2","D2_late_increasing","0.305779822818736","common_increasing"
"UBE2L6","clean_D2","D2_late_increasing","0.306046674598746","mixed_remodeling_branch_biased"
"SURF4","clean_D2","D2_late_increasing","0.306381598941774","mixed_remodeling_branch_biased"
"SPARCL1","clean_D2","D2_late_increasing","0.30638732322163","common_increasing"
"LASP1","clean_D2","D2_late_increasing","0.306482041780818","common_increasing"
"TP53I3","clean_D2","D2_late_increasing","0.306594223244333","mixed_remodeling_branch_biased"
"SRPRB","clean_D2","D2_late_increasing","0.307794948031302","mixed_remodeling_branch_biased"
"SHISA5","clean_D2","D2_late_increasing","0.307910264556025","mixed_remodeling_branch_biased"
"CTGF","clean_D2","D2_late_increasing","0.308022470001232","common_increasing"
"AC024592.12","clean_D2","D2_late_increasing","0.308287249515752","mixed_remodeling_branch_biased"
"TENM3","clean_D2","D2_late_increasing","0.308357098542565","ecm_dominant_branch_biased"
"TMEM261","clean_D2","D2_late_increasing","0.308376914219322","mixed_remodeling_branch_biased"
"JTB","clean_D2","D2_late_increasing","0.308403624112101","mixed_remodeling_branch_biased"
"NSMCE1","clean_D2","D2_late_increasing","0.308556895720447","mixed_remodeling_branch_biased"
"CCDC28B","clean_D2","D2_late_increasing","0.308711943523575","common_increasing"
"GRN","clean_D2","D2_late_increasing","0.308988876089224","common_increasing"
"FLNA","clean_D2","D2_late_increasing","0.309270198599038","common_increasing"
"COPG1","clean_D2","D2_late_increasing","0.309332604915426","common_increasing"
"EIF4E2","clean_D2","D2_late_increasing","0.3095754879564","mixed_remodeling_branch_biased"
"LAMB2","clean_D2","D2_late_increasing","0.309701530187139","common_increasing"
"SHC1","clean_D2","D2_late_increasing","0.310042119129298","common_increasing"
"LUM","clean_D2","D2_late_increasing","0.310658051075477","mixed_remodeling_branch_biased"
"ISLR","clean_D2","D2_late_increasing","0.310728741027007","common_increasing"
"MYO1D","clean_D2","D2_late_increasing","0.310750582072208","common_increasing"
"NEK6","clean_D2","D2_late_increasing","0.31100967576852","common_increasing"
"PGM1","clean_D2","D2_late_increasing","0.311012159585207","mixed_remodeling_branch_biased"
"PFN1","clean_D2","D2_late_increasing","0.311057521835481","mixed_remodeling_branch_biased"
"TMEM176B","clean_D2","D2_late_increasing","0.31137637294273","common_increasing"
"MLEC","clean_D2","D2_late_increasing","0.311505840365823","common_increasing"
"HN1","clean_D2","D2_late_increasing","0.311701717797788","mixed_remodeling_branch_biased"
"EDIL3","clean_D2","D2_late_increasing","0.311849220246233","common_increasing"
"SNF8","clean_D2","D2_late_increasing","0.312119418678311","mixed_remodeling_branch_biased"
"MPG","clean_D2","D2_late_increasing","0.312180582282609","mixed_remodeling_branch_biased"
"LINC01116","clean_D2","D2_late_increasing","0.31270425441533","common_increasing"
"SWI5","clean_D2","D2_late_increasing","0.312841872407627","mixed_remodeling_branch_biased"
"NXN","clean_D2","D2_late_increasing","0.313096350447294","common_increasing"
"PTN","clean_D2","D2_late_increasing","0.313680627331282","common_increasing"
"TPM4","clean_D2","D2_late_increasing","0.314247177584983","common_increasing"
"FAM89B","clean_D2","D2_late_increasing","0.314850417446588","mixed_remodeling_branch_biased"
"SMCO4","clean_D2","D2_late_increasing","0.314911794113963","common_increasing"
"APBB2","clean_D2","D2_late_increasing","0.31508248818244","ecm_dominant_branch_biased"
"A1BG","clean_D2","D2_late_increasing","0.315218820688954","mixed_remodeling_branch_biased"
"HES4","clean_D2","D2_late_increasing","0.315535413820091","mixed_remodeling_branch_biased"
"SSR4","clean_D2","D2_late_increasing","0.31566529243668","mixed_remodeling_branch_biased"
"VAMP5","clean_D2","D2_late_increasing","0.315677791507014","common_increasing"
"CTSZ","clean_D2","D2_late_increasing","0.315806728019078","common_increasing"
"FIBIN","clean_D2","D2_late_increasing","0.316257439727078","common_increasing"
"DNAJC1","clean_D2","D2_late_increasing","0.316310479343921","common_increasing"
"ZFHX4","clean_D2","D2_late_increasing","0.316749134507151","common_increasing"
"NEK10","clean_D2","D2_late_increasing","0.317352462334925","common_increasing"
"SGCD","clean_D2","D2_late_increasing","0.317689574838659","common_increasing"
"MSRB3","clean_D2","D2_late_increasing","0.317736853271885","common_increasing"
"PGAM1","clean_D2","D2_late_increasing","0.31805491087123","mixed_remodeling_branch_biased"
"LRRC59","clean_D2","D2_late_increasing","0.318396410252242","mixed_remodeling_branch_biased"
"TAF10","clean_D2","D2_late_increasing","0.318775057048171","mixed_remodeling_branch_biased"
"GPAA1","clean_D2","D2_late_increasing","0.319420275517588","mixed_remodeling_branch_biased"
"DBN1","clean_D2","D2_late_increasing","0.319708262045212","mixed_remodeling_branch_biased"
"APOL2","clean_D2","D2_late_increasing","0.319800111325984","common_increasing"
"MAP4","clean_D2","D2_late_increasing","0.320145578262689","common_increasing"
"NDUFS8","clean_D2","D2_late_increasing","0.320244998353786","mixed_remodeling_branch_biased"
"CAMK1D","clean_D2","D2_late_increasing","0.320369078706783","common_increasing"
"SH3PXD2A","clean_D2","D2_late_increasing","0.320417969690206","common_increasing"
"LAMC1","clean_D2","D2_late_increasing","0.320614567470683","common_increasing"
"MYH9","clean_D2","D2_late_increasing","0.320821661445139","common_increasing"
"PLPP4","clean_D2","D2_late_increasing","0.32102962128378","common_increasing"
"SEC24D","clean_D2","D2_late_increasing","0.321090486718914","common_increasing"
"EIF4EBP1","clean_D2","D2_late_increasing","0.321229817807761","mixed_remodeling_branch_biased"
"OSTC","clean_D2","D2_late_increasing","0.321325850804386","mixed_remodeling_branch_biased"
"ILK","clean_D2","D2_late_increasing","0.32150288660192","common_increasing"
"COPE","clean_D2","D2_late_increasing","0.322071035191215","mixed_remodeling_branch_biased"
"AHR","clean_D2","D2_late_increasing","0.322136241347512","common_increasing"
"FAM50A","clean_D2","D2_late_increasing","0.322467430704518","mixed_remodeling_branch_biased"
"RYR2","clean_D2","D2_late_increasing","0.322517498110122","common_increasing"
"CNN3","clean_D2","D2_late_increasing","0.322829674762825","mixed_remodeling_branch_biased"
"NGFR","clean_D2","D2_late_increasing","0.322847498253972","common_increasing"
"CCDC107","clean_D2","D2_late_increasing","0.322933771693855","common_increasing"
"AQP1","clean_D2","D2_late_increasing","0.32356461022266","common_increasing"
"CYR61","clean_D2","D2_late_increasing","0.323693754212859","common_increasing"
"SMTN","clean_D2","D2_late_increasing","0.324589187750503","common_increasing"
"DAP","clean_D2","D2_late_increasing","0.324669822369702","common_increasing"
"PHLDA3","clean_D2","D2_late_increasing","0.324817328511582","common_increasing"
"GARS","clean_D2","D2_late_increasing","0.325102481872253","common_increasing"
"CGREF1","clean_D2","D2_late_increasing","0.3259791048192","common_increasing"
"IDH2","clean_D2","D2_late_increasing","0.326012332892311","common_increasing"
"ERLEC1","clean_D2","D2_late_increasing","0.326871310425211","common_increasing"
"C9orf16","clean_D2","D2_late_increasing","0.327291045685448","mixed_remodeling_branch_biased"
"C1QTNF3","clean_D2","D2_late_increasing","0.327416521413441","common_increasing"
"SDF4","clean_D2","D2_late_increasing","0.327428414256086","common_increasing"
"ZCCHC24","clean_D2","D2_late_increasing","0.327448434062709","common_increasing"
"GMPPA","clean_D2","D2_late_increasing","0.327620987609111","common_increasing"
"ALDH18A1","clean_D2","D2_late_increasing","0.327783652083392","common_increasing"
"CIB1","clean_D2","D2_late_increasing","0.327835002358902","mixed_remodeling_branch_biased"
"IGFBP6","clean_D2","D2_late_increasing","0.328514669410169","common_increasing"
"SLC27A4","clean_D2","D2_late_increasing","0.328633152990625","mixed_remodeling_branch_biased"
"JOSD2","clean_D2","D2_late_increasing","0.328776412230582","mixed_remodeling_branch_biased"
"ENAH","clean_D2","D2_late_increasing","0.329171659966028","common_increasing"
"CD99","clean_D2","D2_late_increasing","0.329599555025354","common_increasing"
"UCHL1","clean_D2","D2_late_increasing","0.329671969076346","mixed_remodeling_branch_biased"
"CALU","clean_D2","D2_late_increasing","0.329999325087619","common_increasing"
"TMEM176A","clean_D2","D2_late_increasing","0.33034604987508","common_increasing"
"CKLF","clean_D2","D2_late_increasing","0.33048368674053","mixed_remodeling_branch_biased"
"CYBA","clean_D2","D2_late_increasing","0.330517972512928","common_increasing"
"CSRP2","clean_D2","D2_late_increasing","0.33068293162343","common_increasing"
"VEGFB","clean_D2","D2_late_increasing","0.330919569821807","common_increasing"
"LAMTOR2","clean_D2","D2_late_increasing","0.330953783911371","mixed_remodeling_branch_biased"
"TUBA1C","clean_D2","D2_late_increasing","0.33108060796197","common_increasing"
"KIAA1462","clean_D2","D2_late_increasing","0.331178524278278","common_increasing"
"ACKR1","clean_D2","D2_late_increasing","0.331775688811419","common_increasing"
"PACS1","clean_D2","D2_late_increasing","0.332415151325089","common_increasing"
"RRBP1","clean_D2","D2_late_increasing","0.332605435018349","mixed_remodeling_branch_biased"
"FBLN7","clean_D2","D2_late_increasing","0.332983990516539","common_increasing"
"RTEL1-TNFRSF6B","clean_D2","D2_late_increasing","0.333140876621122","common_increasing"
"NUCB1","clean_D2","D2_late_increasing","0.333665700547453","mixed_remodeling_branch_biased"
"FKBP7","clean_D2","D2_late_increasing","0.333951329809806","common_increasing"
"S100A7","clean_D2","D2_late_increasing","0.333971394373464","common_increasing"
"COTL1","clean_D2","D2_late_increasing","0.33398550997172","common_increasing"
"HLA-DRB1","clean_D2","D2_late_increasing","0.334340694778384","common_increasing"
"SIL1","clean_D2","D2_late_increasing","0.334432332599216","common_increasing"
"SSR3","clean_D2","D2_late_increasing","0.334616693521186","mixed_remodeling_branch_biased"
"IL1R1","clean_D2","D2_late_increasing","0.334674030784899","common_increasing"
"S100A16","clean_D2","D2_late_increasing","0.334795778553759","common_increasing"
"LMCD1","clean_D2","D2_late_increasing","0.335242440119229","common_increasing"
"KHDRBS3","clean_D2","D2_late_increasing","0.33545075699016","common_increasing"
"GALNS","clean_D2","D2_late_increasing","0.335577827408282","common_increasing"
"ADAMTS12","clean_D2","D2_late_increasing","0.336533658617","common_increasing"
"SAR1A","clean_D2","D2_late_increasing","0.336802805636345","common_increasing"
"ARF4","clean_D2","D2_late_increasing","0.337301441141608","common_increasing"
"TMSB4X","clean_D2","D2_late_increasing","0.33795368298236","mixed_remodeling_branch_biased"
"YIF1A","clean_D2","D2_late_increasing","0.338446400673867","mixed_remodeling_branch_biased"
"ARFGAP1","clean_D2","D2_late_increasing","0.338517731224209","common_increasing"
"GPR78","clean_D2","D2_late_increasing","0.338638383092105","common_increasing"
"ITGBL1","clean_D2","D2_late_increasing","0.338719721829583","common_increasing"
"XG","clean_D2","D2_late_increasing","0.338958058337756","common_increasing"
"CDKN2A","clean_D2","D2_late_increasing","0.339187913425835","common_increasing"
"LAMA4","clean_D2","D2_late_increasing","0.339245890841607","common_increasing"
"LGMN","clean_D2","D2_late_increasing","0.339329572327497","common_increasing"
"CTSA","clean_D2","D2_late_increasing","0.340311180517308","common_increasing"
"SCO2","clean_D2","D2_late_increasing","0.340379719172337","common_increasing"
"CCL14","clean_D2","D2_late_increasing","0.340639892071421","common_increasing"
"SEC61A1","clean_D2","D2_late_increasing","0.341044310884654","common_increasing"
"FMOD","clean_D2","D2_late_increasing","0.341258386287912","common_increasing"
"AKR1A1","clean_D2","D2_late_increasing","0.342204509824038","common_increasing"
"IFI6","clean_D2","D2_late_increasing","0.342457576238015","mixed_remodeling_branch_biased"
"ANXA6","clean_D2","D2_late_increasing","0.342614183683878","common_increasing"
"C7orf50","clean_D2","D2_late_increasing","0.343465600056813","mixed_remodeling_branch_biased"
"IFITM3","clean_D2","D2_late_increasing","0.344236747825745","common_increasing"
"FTL","clean_D2","D2_late_increasing","0.34582570637273","mixed_remodeling_branch_biased"
"FARP1","clean_D2","D2_late_increasing","0.346214259173371","common_increasing"
"HMCN1","clean_D2","D2_late_increasing","0.346397947319338","common_increasing"
"PARVB","clean_D2","D2_late_increasing","0.347055233822306","common_increasing"
"RP11-25H12.1","clean_D2","D2_late_increasing","0.34792473166388","common_increasing"
"SRA1","clean_D2","D2_late_increasing","0.348002979477397","mixed_remodeling_branch_biased"
"LOX","clean_D2","D2_late_increasing","0.348744946034995","common_increasing"
"TUBB2A","clean_D2","D2_late_increasing","0.348857772359957","common_increasing"
"PLTP","clean_D2","D2_late_increasing","0.349574061966717","common_increasing"
"RP11-417E7.2","clean_D2","D2_late_increasing","0.349620601848757","mixed_remodeling_branch_biased"
"C1S","clean_D2","D2_late_increasing","0.349975228274258","common_increasing"
"LGALS1","clean_D2","D2_late_increasing","0.350063217844823","mixed_remodeling_branch_biased"
"TGFB3","clean_D2","D2_late_increasing","0.3505448126174","common_increasing"
"CRABP2","clean_D2","D2_late_increasing","0.350915387654992","common_increasing"
"NID2","clean_D2","D2_late_increasing","0.352407577504147","common_increasing"
"C4orf48","clean_D2","D2_late_increasing","0.352417266073106","mixed_remodeling_branch_biased"
"HTRA1","clean_D2","D2_late_increasing","0.35251104889448","common_increasing"
"FLNC","clean_D2","D2_late_increasing","0.352878205192181","common_increasing"
"MXRA7","clean_D2","D2_late_increasing","0.35296968913865","common_increasing"
"CLEC11A","clean_D2","D2_late_increasing","0.353107496192035","common_increasing"
"IFT20","clean_D2","D2_late_increasing","0.353344386027386","mixed_remodeling_branch_biased"
"ROR2","clean_D2","D2_late_increasing","0.354625815345602","common_increasing"
"NME1-NME2","clean_D2","D2_late_increasing","0.354630313446483","mixed_remodeling_branch_biased"
"TNFAIP6","clean_D2","D2_late_increasing","0.354656082726791","mixed_remodeling_branch_biased"
"RP11-14N7.2","clean_D2","D2_late_increasing","0.354768792416124","common_increasing"
"S100A9","clean_D2","D2_late_increasing","0.35565256655538","common_increasing"
"SNX8","clean_D2","D2_late_increasing","0.355717176711231","common_increasing"
"ECM1","clean_D2","D2_late_increasing","0.356745336783434","common_increasing"
"GPX7","clean_D2","D2_late_increasing","0.357950241925809","mixed_remodeling_branch_biased"
"HIC1","clean_D2","D2_late_increasing","0.358160805751752","common_increasing"
"EPHB2","clean_D2","D2_late_increasing","0.358887408227509","common_increasing"
"GLIPR2","clean_D2","D2_late_increasing","0.35938023678996","common_increasing"
"EVL","clean_D2","D2_late_increasing","0.359944387103756","common_increasing"
"PRAF2","clean_D2","D2_late_increasing","0.361289708540958","mixed_remodeling_branch_biased"
"TMEM214","clean_D2","D2_late_increasing","0.361515378293863","common_increasing"
"CYB561","clean_D2","D2_late_increasing","0.362080740966508","common_increasing"
"MAGED1","clean_D2","D2_late_increasing","0.362266394045889","common_increasing"
"HM13","clean_D2","D2_late_increasing","0.362292978597348","common_increasing"
"FNDC1","clean_D2","D2_late_increasing","0.362873537001184","common_increasing"
"C11orf24","clean_D2","D2_late_increasing","0.363075935764534","common_increasing"
"HTRA3","clean_D2","D2_late_increasing","0.363082524026164","common_increasing"
"NT5DC2","clean_D2","D2_late_increasing","0.36428080001574","common_increasing"
"PLAU","clean_D2","D2_late_increasing","0.365541313786297","common_increasing"
"NAGK","clean_D2","D2_late_increasing","0.366084349683168","common_increasing"
"SPATS2L","clean_D2","D2_late_increasing","0.366248464262057","common_increasing"
"FKBP9","clean_D2","D2_late_increasing","0.366429161799619","common_increasing"
"PLOD1","clean_D2","D2_late_increasing","0.366821890006888","common_increasing"
"SEMA6B","clean_D2","D2_late_increasing","0.368068640113791","common_increasing"
"TXNDC5","clean_D2","D2_late_increasing","0.368102294623265","common_increasing"
"P4HB","clean_D2","D2_late_increasing","0.368239904375066","common_increasing"
"CUEDC1","clean_D2","D2_late_increasing","0.368572447434894","common_increasing"
"SLC38A10","clean_D2","D2_late_increasing","0.368725926628773","common_increasing"
"POLD4","clean_D2","D2_late_increasing","0.369169790032523","common_increasing"
"CISD1","clean_D2","D2_late_increasing","0.36940505487056","common_increasing"
"TTYH3","clean_D2","D2_late_increasing","0.369748485599445","common_increasing"
"DAB2","clean_D2","D2_late_increasing","0.36975870707988","common_increasing"
"OLFML3","clean_D2","D2_late_increasing","0.370227316576453","common_increasing"
"HDLBP","clean_D2","D2_late_increasing","0.370913779194278","common_increasing"
"KDELR2","clean_D2","D2_late_increasing","0.371182307567453","common_increasing"
"PLIN3","clean_D2","D2_late_increasing","0.372040848537541","common_increasing"
"METRN","clean_D2","D2_late_increasing","0.372502698199752","mixed_remodeling_branch_biased"
"IFI27","clean_D2","D2_late_increasing","0.372507313172402","common_increasing"
"BACE2","clean_D2","D2_late_increasing","0.372731352369236","common_increasing"
"ANGPTL2","clean_D2","D2_late_increasing","0.372735356658295","common_increasing"
"TMED3","clean_D2","D2_late_increasing","0.372912595302469","common_increasing"
"TGFBI","clean_D2","D2_late_increasing","0.372989483848214","common_increasing"
"ABI3BP","clean_D2","D2_late_increasing","0.373448959356501","common_increasing"
"SORCS2","clean_D2","D2_late_increasing","0.374482421142676","common_increasing"
"TPM1","clean_D2","D2_late_increasing","0.374739107494874","common_increasing"
"HMCN2","clean_D2","D2_late_increasing","0.37542355343137","common_increasing"
"MYOF","clean_D2","D2_late_increasing","0.375725667129707","common_increasing"
"AP2S1","clean_D2","D2_late_increasing","0.376842633001279","mixed_remodeling_branch_biased"
"PDGFRL","clean_D2","D2_late_increasing","0.377098852803871","common_increasing"
"SEC13","clean_D2","D2_late_increasing","0.377205165444762","common_increasing"
"RUNX1","clean_D2","D2_late_increasing","0.377934575629949","common_increasing"
"PLXDC2","clean_D2","D2_late_increasing","0.378387520930443","common_increasing"
"LRP1","clean_D2","D2_late_increasing","0.378880731199055","common_increasing"
"BGN","clean_D2","D2_late_increasing","0.378910035093399","mixed_remodeling_branch_biased"
"ADAMTS14","clean_D2","D2_late_increasing","0.378949314696326","common_increasing"
"FKBP14","clean_D2","D2_late_increasing","0.379479391543174","common_increasing"
"ATOX1","clean_D2","D2_late_increasing","0.380099620497032","common_increasing"
"NME4","clean_D2","D2_late_increasing","0.38120719482983","common_increasing"
"ISOC2","clean_D2","D2_late_increasing","0.381490792481384","mixed_remodeling_branch_biased"
"CD151","clean_D2","D2_late_increasing","0.382060754618347","common_increasing"
"CTSB","clean_D2","D2_late_increasing","0.382071060034197","common_increasing"
"MVP","clean_D2","D2_late_increasing","0.382288563374034","common_increasing"
"MAP4K4","clean_D2","D2_late_increasing","0.382433516336101","common_increasing"
"C1R","clean_D2","D2_late_increasing","0.382605861147609","common_increasing"
"FAM20C","clean_D2","D2_late_increasing","0.382852315647724","common_increasing"
"GPX8","clean_D2","D2_late_increasing","0.383232033875736","common_increasing"
"OST4","clean_D2","D2_late_increasing","0.384765385221389","mixed_remodeling_branch_biased"
"RCN1","clean_D2","D2_late_increasing","0.384968624597394","common_increasing"
"INAFM1","clean_D2","D2_late_increasing","0.384985611462561","common_increasing"
"PRDX4","clean_D2","D2_late_increasing","0.385431769018368","common_increasing"
"AC005943.2","clean_D2","D2_late_increasing","0.385728927882114","mixed_remodeling_branch_biased"
"S100A8","clean_D2","D2_late_increasing","0.386542128117021","common_increasing"
"FBLN1","clean_D2","D2_late_increasing","0.387214222625333","common_increasing"
"TMEM119","clean_D2","D2_late_increasing","0.387493476608443","common_increasing"
"MIR99AHG","clean_D2","D2_late_increasing","0.388427561153198","common_increasing"
"EHD2","clean_D2","D2_late_increasing","0.391170085318382","common_increasing"
"LRRC32","clean_D2","D2_late_increasing","0.391307618683842","common_increasing"
"ISG15","clean_D2","D2_late_increasing","0.392636219351194","common_increasing"
"CADM1","clean_D2","D2_late_increasing","0.392799383552194","common_increasing"
"FAM114A1","clean_D2","D2_late_increasing","0.393334430838918","common_increasing"
"PDXK","clean_D2","D2_late_increasing","0.393988615902263","common_increasing"
"CTSK","clean_D2","D2_late_increasing","0.394743092657161","common_increasing"
"PHPT1","clean_D2","D2_late_increasing","0.397469187671025","common_increasing"
"KDELR3","clean_D2","D2_late_increasing","0.397529850763288","common_increasing"
"SSC5D","clean_D2","D2_late_increasing","0.397865827598044","common_increasing"
"ARHGAP1","clean_D2","D2_late_increasing","0.399059614878967","common_increasing"
"HEG1","clean_D2","D2_late_increasing","0.399866186893844","common_increasing"
"TNFRSF12A","clean_D2","D2_late_increasing","0.400623642895375","common_increasing"
"DPT","clean_D2","D2_late_increasing","0.400947351685895","common_increasing"
"ITGA11","clean_D2","D2_late_increasing","0.402107687783412","common_increasing"
"PIEZO2","clean_D2","D2_late_increasing","0.403648390742541","common_increasing"
"B4GALT2","clean_D2","D2_late_increasing","0.404415773847924","common_increasing"
"TYMP","clean_D2","D2_late_increasing","0.404505521678785","common_increasing"
"CD74","clean_D2","D2_late_increasing","0.407741166231473","common_increasing"
"HLA-DRA","clean_D2","D2_late_increasing","0.408371007533396","common_increasing"
"EFEMP2","clean_D2","D2_late_increasing","0.408945554297083","common_increasing"
"PALLD","clean_D2","D2_late_increasing","0.411420774242056","common_increasing"
"CST3","clean_D2","D2_late_increasing","0.412605989328256","common_increasing"
"C1orf122","clean_D2","D2_late_increasing","0.412806615658874","common_increasing"
"GAS6","clean_D2","D2_late_increasing","0.413049408004116","common_increasing"
"ZMAT3","clean_D2","D2_late_increasing","0.41327592495243","common_increasing"
"LIMA1","clean_D2","D2_late_increasing","0.413299324916869","common_increasing"
"PDLIM7","clean_D2","D2_late_increasing","0.413701179856332","common_increasing"
"PDLIM2","clean_D2","D2_late_increasing","0.413712725315241","common_increasing"
"MYDGF","clean_D2","D2_late_increasing","0.414110054588047","common_increasing"
"CILP2","clean_D2","D2_late_increasing","0.414630736293915","common_increasing"
"GUCY1A3","clean_D2","D2_late_increasing","0.41577382658838","common_increasing"
"BNC2","clean_D2","D2_late_increasing","0.417653584894069","common_increasing"
"COL18A1","clean_D2","D2_late_increasing","0.418209862987531","common_increasing"
"LGALS3BP","clean_D2","D2_late_increasing","0.419291226178689","common_increasing"
"TMSB10","clean_D2","D2_late_increasing","0.420355913528934","common_increasing"
"S100A11","clean_D2","D2_late_increasing","0.421454715874727","common_increasing"
"C1QTNF5","clean_D2","D2_late_increasing","0.421489798247992","common_increasing"
"FSTL1","clean_D2","D2_late_increasing","0.423019719044888","common_increasing"
"OGN","clean_D2","D2_late_increasing","0.423518649153053","common_increasing"
"THBS4","clean_D2","D2_late_increasing","0.42398469242196","common_increasing"
"GOLM1","clean_D2","D2_late_increasing","0.42591038343713","common_increasing"
"P3H3","clean_D2","D2_late_increasing","0.426623424448005","common_increasing"
"HCFC1R1","clean_D2","D2_late_increasing","0.427379805576498","common_increasing"
"ARPC1B","clean_D2","D2_late_increasing","0.428626638665247","common_increasing"
"FKBP11","clean_D2","D2_late_increasing","0.430731618093456","common_increasing"
"CCDC80","clean_D2","D2_late_increasing","0.434036995466818","common_increasing"
"AK1","clean_D2","D2_late_increasing","0.43408722408751","common_increasing"
"C1QTNF6","clean_D2","D2_late_increasing","0.434205988527976","common_increasing"
"PODN","clean_D2","D2_late_increasing","0.434390008078172","common_increasing"
"ACTA2","clean_D2","D2_late_increasing","0.436814346827136","common_increasing"
"CKAP4","clean_D2","D2_late_increasing","0.437558927028088","common_increasing"
"SULF1","clean_D2","D2_late_increasing","0.438552121898307","common_increasing"
"ZNF469","clean_D2","D2_late_increasing","0.441192703142919","common_increasing"
"P3H1","clean_D2","D2_late_increasing","0.442568707669711","common_increasing"
"MIR4435-2HG","clean_D2","D2_late_increasing","0.443180507598268","common_increasing"
"FAP","clean_D2","D2_late_increasing","0.444671934332123","common_increasing"
"TSHZ2","clean_D2","D2_late_increasing","0.445193912988449","common_increasing"
"COL11A1","clean_D2","D2_late_increasing","0.446171856370657","common_increasing"
"VKORC1","clean_D2","D2_late_increasing","0.446591180612023","common_increasing"
"SMOC2","clean_D2","D2_late_increasing","0.446824562990523","common_increasing"
"CHPF","clean_D2","D2_late_increasing","0.449325469311865","common_increasing"
"NBL1","clean_D2","D2_late_increasing","0.449712757691652","common_increasing"
"COL12A1","clean_D2","D2_late_increasing","0.449901756186301","common_increasing"
"FKBP10","clean_D2","D2_late_increasing","0.453985332006537","common_increasing"
"SULF2","clean_D2","D2_late_increasing","0.455264241561071","common_increasing"
"COL16A1","clean_D2","D2_late_increasing","0.455597682482696","common_increasing"
"MMP2","clean_D2","D2_late_increasing","0.455695918873066","common_increasing"
"SERF2","clean_D2","D2_late_increasing","0.459699145223833","common_increasing"
"MXRA5","clean_D2","D2_late_increasing","0.459842173227087","common_increasing"
"P4HA2","clean_D2","D2_late_increasing","0.460238891410099","common_increasing"
"NREP","clean_D2","D2_late_increasing","0.464345339929884","common_increasing"
"PYCR1","clean_D2","D2_late_increasing","0.46593192511049","common_increasing"
"EMILIN1","clean_D2","D2_late_increasing","0.467688345275899","common_increasing"
"MYL9","clean_D2","D2_late_increasing","0.469896475322887","common_increasing"
"RARRES2","clean_D2","D2_late_increasing","0.470350933129967","common_increasing"
"LINC00152","clean_D2","D2_late_increasing","0.470824382085805","common_increasing"
"P3H4","clean_D2","D2_late_increasing","0.472229272906399","common_increasing"
"PPIB","clean_D2","D2_late_increasing","0.4752214342075","common_increasing"
"VCAN","clean_D2","D2_late_increasing","0.482482106793678","common_increasing"
"CPXM1","clean_D2","D2_late_increasing","0.484195614883914","common_increasing"
"IGFBP4","clean_D2","D2_late_increasing","0.484266829462123","common_increasing"
"ARMC9","clean_D2","D2_late_increasing","0.484354611569181","common_increasing"
"SERPINF1","clean_D2","D2_late_increasing","0.484489532854308","common_increasing"
"COPZ2","clean_D2","D2_late_increasing","0.4856440504596","common_increasing"
"PPIC","clean_D2","D2_late_increasing","0.487683275360519","common_increasing"
"FOXP1","clean_D2","D2_late_increasing","0.487989648768246","common_increasing"
"OLFML2B","clean_D2","D2_late_increasing","0.490248132905478","common_increasing"
"LRRC15","clean_D2","D2_late_increasing","0.49081923286859","common_increasing"
"ASPN","clean_D2","D2_late_increasing","0.492847398280334","common_increasing"
"COL5A3","clean_D2","D2_late_increasing","0.495443427605926","common_increasing"
"SFRP4","clean_D2","D2_late_increasing","0.50104274565006","common_increasing"
"SEPT11","clean_D2","D2_late_increasing","0.502030422194354","common_increasing"
"BASP1","clean_D2","D2_late_increasing","0.503226699546589","common_increasing"
"NNMT","clean_D2","D2_late_increasing","0.506370129079286","common_increasing"
"MARCKS","clean_D2","D2_late_increasing","0.50686424337611","common_increasing"
"HSPG2","clean_D2","D2_late_increasing","0.507760629828775","common_increasing"
"TIMP1","clean_D2","D2_late_increasing","0.509438893993557","common_increasing"
"ARL4C","clean_D2","D2_late_increasing","0.521947688265525","common_increasing"
"AEBP1","clean_D2","D2_late_increasing","0.522750418915746","common_increasing"
"WISP2","clean_D2","D2_late_increasing","0.524554173949189","common_increasing"
"TAGLN","clean_D2","D2_late_increasing","0.527603077578396","common_increasing"
"BMP1","clean_D2","D2_late_increasing","0.527997520321046","common_increasing"
"COL8A1","clean_D2","D2_late_increasing","0.528205499173444","common_increasing"
"THBS2","clean_D2","D2_late_increasing","0.533760419623028","common_increasing"
"FBN1","clean_D2","D2_late_increasing","0.537569813553475","common_increasing"
"MRC2","clean_D2","D2_late_increasing","0.539388717801095","common_increasing"
"COL6A1","clean_D2","D2_late_increasing","0.540062960957089","common_increasing"
"CTHRC1","clean_D2","D2_late_increasing","0.543646436411873","common_increasing"
"PCOLCE","clean_D2","D2_late_increasing","0.547420452614606","common_increasing"
"COL14A1","clean_D2","D2_late_increasing","0.555193333895029","common_increasing"
"ADAMTS2","clean_D2","D2_late_increasing","0.557547065315705","common_increasing"
"COMP","clean_D2","D2_late_increasing","0.560940477502601","common_increasing"
"IGFBP7","clean_D2","D2_late_increasing","0.563563628181433","common_increasing"
