"gene","clean_module","dynamic_module","spearman_rho","branch_pattern"
"C1orf216","clean_D2","D2_late_increasing","0.249445653109719","mixed_remodeling_branch_biased"
"ELOVL1","clean_D2","D2_late_increasing","0.249461824789226","mixed_remodeling_branch_biased"
"MMP24-AS1","clean_D2","D2_late_increasing","0.249844111099783","mixed_remodeling_branch_biased"
"CCDC85B","clean_D2","D2_late_increasing","0.249987160882403","mixed_remodeling_branch_biased"
"COX5A","clean_D2","D2_late_increasing","0.250493189476936","mixed_remodeling_branch_biased"
"GTF2H5","clean_D2","D2_late_increasing","0.250584450408097","mixed_remodeling_branch_biased"
"RALA","clean_D2","D2_late_increasing","0.250720338261779","mixed_remodeling_branch_biased"
"CTSD","clean_D2","D2_late_increasing","0.250788130628242","mixed_remodeling_branch_biased"
"FAM210B","clean_D2","D2_late_increasing","0.251001773329534","mixed_remodeling_branch_biased"
"YKT6","clean_D2","D2_late_increasing","0.251008133200131","mixed_remodeling_branch_biased"
"RP11-492E3.51","clean_D2","D2_late_increasing","0.251024229797699","common_increasing"
"SEPW1","clean_D2","D2_late_increasing","0.251230742762061","mixed_remodeling_branch_biased"
"PTPRD","clean_D2","D2_late_increasing","0.251261721012127","ecm_dominant_branch_biased"
"USP11","clean_D2","D2_late_increasing","0.251429533853272","mixed_remodeling_branch_biased"
"IFNGR2","clean_D2","D2_late_increasing","0.251587396144287","common_increasing"
"SLC52A2","clean_D2","D2_late_increasing","0.251667297029188","mixed_remodeling_branch_biased"
"CFH","clean_D2","D2_late_increasing","0.251954220582671","common_increasing"
"PRKAR2A","clean_D2","D2_late_increasing","0.251992211726701","common_increasing"
"SNRPC","clean_D2","D2_late_increasing","0.252417128793679","mixed_remodeling_branch_biased"
"CHID1","clean_D2","D2_late_increasing","0.252483869759389","mixed_remodeling_branch_biased"
"MSC","clean_D2","D2_late_increasing","0.252902375423318","mixed_remodeling_branch_biased"
"DNLZ","clean_D2","D2_late_increasing","0.252917490446208","mixed_remodeling_branch_biased"
"REXO2","clean_D2","D2_late_increasing","0.252962142820877","mixed_remodeling_branch_biased"
"IFI35","clean_D2","D2_late_increasing","0.252992844332352","mixed_remodeling_branch_biased"
"RAB31","clean_D2","D2_late_increasing","0.25300172778616","mixed_remodeling_branch_biased"
"PRDX5","clean_D2","D2_late_increasing","0.25341548555998","mixed_remodeling_branch_biased"
"UFD1L","clean_D2","D2_late_increasing","0.253507140863569","mixed_remodeling_branch_biased"
"ICAM3","clean_D2","D2_late_increasing","0.253631815718068","mixed_remodeling_branch_biased"
"SNHG18","clean_D2","D2_late_increasing","0.253897035254786","mixed_remodeling_branch_biased"
"PSENEN","clean_D2","D2_late_increasing","0.253984948373815","mixed_remodeling_branch_biased"
"SEC31A","clean_D2","D2_late_increasing","0.254017022056993","common_increasing"
"EPN1","clean_D2","D2_late_increasing","0.25406012760801","mixed_remodeling_branch_biased"
"SH3BGRL3","clean_D2","D2_late_increasing","0.254226816191377","mixed_remodeling_branch_biased"
"SAE1","clean_D2","D2_late_increasing","0.254257928237854","mixed_remodeling_branch_biased"
"HSPA12B","clean_D2","D2_late_increasing","0.254518563249919","mixed_remodeling_branch_biased"
"NAA38","clean_D2","D2_late_increasing","0.254607190178158","mixed_remodeling_branch_biased"
"CLEC2A","clean_D2","D2_late_increasing","0.254931988918858","common_increasing"
"SEC23A","clean_D2","D2_late_increasing","0.254972250717624","common_increasing"
"TENM4","clean_D2","D2_late_increasing","0.255161697169637","common_increasing"
"CILP","clean_D2","D2_late_increasing","0.255411479541888","common_increasing"
"CCL2","clean_D2","D2_late_increasing","0.255507031586808","common_increasing"
"LAMTOR1","clean_D2","D2_late_increasing","0.255557653383734","mixed_remodeling_branch_biased"
"TP53TG1","clean_D2","D2_late_increasing","0.255569027073512","mixed_remodeling_branch_biased"
"SEPN1","clean_D2","D2_late_increasing","0.255605611305209","mixed_remodeling_branch_biased"
"BRE","clean_D2","D2_late_increasing","0.255622211223627","common_increasing"
"SIGMAR1","clean_D2","D2_late_increasing","0.255913318359971","mixed_remodeling_branch_biased"
"DEF8","clean_D2","D2_late_increasing","0.256021431452489","mixed_remodeling_branch_biased"
"CXCL12","clean_D2","D2_late_increasing","0.256051356516365","common_increasing"
"CCDC8","clean_D2","D2_late_increasing","0.25695030367122","mixed_remodeling_branch_biased"
"GSTK1","clean_D2","D2_late_increasing","0.257210697423445","mixed_remodeling_branch_biased"
"NFE2L1","clean_D2","D2_late_increasing","0.257291474661055","mixed_remodeling_branch_biased"
"PDIA4","clean_D2","D2_late_increasing","0.257308559398127","mixed_remodeling_branch_biased"
"CAP1","clean_D2","D2_late_increasing","0.257508644285848","mixed_remodeling_branch_biased"
"ABHD14A","clean_D2","D2_late_increasing","0.257566746400963","mixed_remodeling_branch_biased"
"PLGRKT","clean_D2","D2_late_increasing","0.257616869648669","mixed_remodeling_branch_biased"
"SERP1","clean_D2","D2_late_increasing","0.257645042828255","mixed_remodeling_branch_biased"
"FAAP20","clean_D2","D2_late_increasing","0.257675231058388","mixed_remodeling_branch_biased"
"PPP4C","clean_D2","D2_late_increasing","0.257697314406668","mixed_remodeling_branch_biased"
"NRN1","clean_D2","D2_late_increasing","0.257750335541402","common_increasing"
"ITGB5","clean_D2","D2_late_increasing","0.257776275192053","mixed_remodeling_branch_biased"
"PDZD11","clean_D2","D2_late_increasing","0.258177557019027","mixed_remodeling_branch_biased"
"CLTB","clean_D2","D2_late_increasing","0.258191861506922","common_increasing"
"TADA3","clean_D2","D2_late_increasing","0.258441450676897","mixed_remodeling_branch_biased"
"MZT2A","clean_D2","D2_late_increasing","0.259148271484087","mixed_remodeling_branch_biased"
"PTGIS","clean_D2","D2_late_increasing","0.259152685017682","common_increasing"
"FGGY","clean_D2","D2_late_increasing","0.259247352157104","common_increasing"
"HSPB6","clean_D2","D2_late_increasing","0.259254824204594","mixed_remodeling_branch_biased"
"C19orf70","clean_D2","D2_late_increasing","0.25941898690213","mixed_remodeling_branch_biased"
"PPP1CA","clean_D2","D2_late_increasing","0.259467485939582","mixed_remodeling_branch_biased"
"TMEM54","clean_D2","D2_late_increasing","0.259483853200921","mixed_remodeling_branch_biased"
"SSR2","clean_D2","D2_late_increasing","0.259781443683086","mixed_remodeling_branch_biased"
"SPHK1","clean_D2","D2_late_increasing","0.259829003931472","mixed_remodeling_branch_biased"
"LY6E","clean_D2","D2_late_increasing","0.259950161836961","mixed_remodeling_branch_biased"
"TMEM120B","clean_D2","D2_late_increasing","0.260042497059365","ecm_dominant_branch_biased"
"PRSS23","clean_D2","D2_late_increasing","0.260049747170382","mixed_remodeling_branch_biased"
"DCN","clean_D2","D2_late_increasing","0.260135633506394","common_increasing"
"C17orf89","clean_D2","D2_late_increasing","0.260159634303655","mixed_remodeling_branch_biased"
"GSDMD","clean_D2","D2_late_increasing","0.26018550880406","mixed_remodeling_branch_biased"
"NFATC2","clean_D2","D2_late_increasing","0.260323718467168","common_increasing"
"PRKCSH","clean_D2","D2_late_increasing","0.260378051362942","mixed_remodeling_branch_biased"
"CENPP","clean_D2","D2_late_increasing","0.260479584112755","common_increasing"
"FBXW5","clean_D2","D2_late_increasing","0.260647927006547","mixed_remodeling_branch_biased"
"DDRGK1","clean_D2","D2_late_increasing","0.260775636639268","mixed_remodeling_branch_biased"
"CTC-479C5.12","clean_D2","D2_late_increasing","0.260913806528283","mixed_remodeling_branch_biased"
"ANAPC11","clean_D2","D2_late_increasing","0.260929078826987","mixed_remodeling_branch_biased"
"MAN1B1","clean_D2","D2_late_increasing","0.260970474486619","mixed_remodeling_branch_biased"
"NDUFA6","clean_D2","D2_late_increasing","0.261140936801354","mixed_remodeling_branch_biased"
"GPX1","clean_D2","D2_late_increasing","0.261357853971444","mixed_remodeling_branch_biased"
"MICAL2","clean_D2","D2_late_increasing","0.261379329677625","mixed_remodeling_branch_biased"
"TAPBP","clean_D2","D2_late_increasing","0.261455026625106","mixed_remodeling_branch_biased"
"TMED9","clean_D2","D2_late_increasing","0.261462963422974","mixed_remodeling_branch_biased"
"FUCA2","clean_D2","D2_late_increasing","0.261701940973707","common_increasing"
"TP53I13","clean_D2","D2_late_increasing","0.261897679107626","mixed_remodeling_branch_biased"
"IFI16","clean_D2","D2_late_increasing","0.261950568977659","common_increasing"
"SEC61G","clean_D2","D2_late_increasing","0.262105358885763","mixed_remodeling_branch_biased"
"ARPC2","clean_D2","D2_late_increasing","0.262120130836118","mixed_remodeling_branch_biased"
"NCS1","clean_D2","D2_late_increasing","0.262131929258662","mixed_remodeling_branch_biased"
"GMPPB","clean_D2","D2_late_increasing","0.262198699644975","mixed_remodeling_branch_biased"
"TMEM45A","clean_D2","D2_late_increasing","0.262328466723966","mixed_remodeling_branch_biased"
"FAM109B","clean_D2","D2_late_increasing","0.262524287809012","mixed_remodeling_branch_biased"
"G6PC3","clean_D2","D2_late_increasing","0.262882788310698","mixed_remodeling_branch_biased"
"ARF5","clean_D2","D2_late_increasing","0.262969472953643","mixed_remodeling_branch_biased"
"MGAT1","clean_D2","D2_late_increasing","0.263354530044291","mixed_remodeling_branch_biased"
"ATP5G1","clean_D2","D2_late_increasing","0.263857190298792","mixed_remodeling_branch_biased"
"PPP1R9B","clean_D2","D2_late_increasing","0.264099029037532","mixed_remodeling_branch_biased"
"SH3GLB1","clean_D2","D2_late_increasing","0.264131403605603","common_increasing"
"SHISA4","clean_D2","D2_late_increasing","0.264195243244198","mixed_remodeling_branch_biased"
"PALM","clean_D2","D2_late_increasing","0.264280215383339","common_increasing"
"COLGALT1","clean_D2","D2_late_increasing","0.264380034950074","mixed_remodeling_branch_biased"
"IGF2","clean_D2","D2_late_increasing","0.264407564610493","mixed_remodeling_branch_biased"
"CLDN4","clean_D2","D2_late_increasing","0.264716807140616","mixed_remodeling_branch_biased"
"EIF5A","clean_D2","D2_late_increasing","0.264823629844219","mixed_remodeling_branch_biased"
"TGFB1I1","clean_D2","D2_late_increasing","0.265234840336945","mixed_remodeling_branch_biased"
"ORAI2","clean_D2","D2_late_increasing","0.265239184729673","mixed_remodeling_branch_biased"
"WIPI1","clean_D2","D2_late_increasing","0.265352933079077","mixed_remodeling_branch_biased"
"CLEC2B","clean_D2","D2_late_increasing","0.265541436694884","common_increasing"
"SNRNP25","clean_D2","D2_late_increasing","0.265575054582008","mixed_remodeling_branch_biased"
"UQCR11","clean_D2","D2_late_increasing","0.266089801428648","mixed_remodeling_branch_biased"
"DDB2","clean_D2","D2_late_increasing","0.266112252777792","common_increasing"
"GALNT5","clean_D2","D2_late_increasing","0.266160346968726","common_increasing"
"NAGLU","clean_D2","D2_late_increasing","0.266171944061307","mixed_remodeling_branch_biased"
"UBXN6","clean_D2","D2_late_increasing","0.266195843019645","mixed_remodeling_branch_biased"
"SCP2","clean_D2","D2_late_increasing","0.266473159659046","mixed_remodeling_branch_biased"
"IKBIP","clean_D2","D2_late_increasing","0.266754291752081","mixed_remodeling_branch_biased"
"MAN1C1","clean_D2","D2_late_increasing","0.266769036136011","common_increasing"
"COPS7A","clean_D2","D2_late_increasing","0.266990810035372","mixed_remodeling_branch_biased"
"WBP5","clean_D2","D2_late_increasing","0.267045148377072","mixed_remodeling_branch_biased"
"VAT1","clean_D2","D2_late_increasing","0.267067091443841","mixed_remodeling_branch_biased"
"PEA15","clean_D2","D2_late_increasing","0.267510304281861","mixed_remodeling_branch_biased"
"TXN2","clean_D2","D2_late_increasing","0.267852163443203","mixed_remodeling_branch_biased"
"ECM2","clean_D2","D2_late_increasing","0.267991104200855","common_increasing"
"TBC1D1","clean_D2","D2_late_increasing","0.268025101432846","mixed_remodeling_branch_biased"
"NDUFB3","clean_D2","D2_late_increasing","0.268182003363087","mixed_remodeling_branch_biased"
"APOE","clean_D2","D2_late_increasing","0.268435320157949","common_increasing"
"FAM129A","clean_D2","D2_late_increasing","0.268708969643983","common_increasing"
"SLC39A7","clean_D2","D2_late_increasing","0.26889656644216","mixed_remodeling_branch_biased"
"KIAA2013","clean_D2","D2_late_increasing","0.268979807246438","mixed_remodeling_branch_biased"
"TNC","clean_D2","D2_late_increasing","0.268988544910477","common_increasing"
"CLPP","clean_D2","D2_late_increasing","0.269186988102439","mixed_remodeling_branch_biased"
"HMOX2","clean_D2","D2_late_increasing","0.269216852377496","mixed_remodeling_branch_biased"
"MAST2","clean_D2","D2_late_increasing","0.269378788575901","common_increasing"
"GPC1","clean_D2","D2_late_increasing","0.269730945046388","mixed_remodeling_branch_biased"
"PRADC1","clean_D2","D2_late_increasing","0.269757553372209","mixed_remodeling_branch_biased"
"KLHL22","clean_D2","D2_late_increasing","0.269772184624155","common_increasing"
"ARAP1","clean_D2","D2_late_increasing","0.269985745963656","common_increasing"
"GUK1","clean_D2","D2_late_increasing","0.27011408433395","mixed_remodeling_branch_biased"
"IGDCC4","clean_D2","D2_late_increasing","0.270355689688803","common_increasing"
"CHD3","clean_D2","D2_late_increasing","0.270499885252004","mixed_remodeling_branch_biased"
"NDUFA3","clean_D2","D2_late_increasing","0.270523358364544","mixed_remodeling_branch_biased"
"PSMB8","clean_D2","D2_late_increasing","0.27054533436053","mixed_remodeling_branch_biased"
"KLHDC3","clean_D2","D2_late_increasing","0.270592015067922","common_increasing"
"MIF","clean_D2","D2_late_increasing","0.271014343604749","mixed_remodeling_branch_biased"
"GOLGA3","clean_D2","D2_late_increasing","0.271037453932428","mixed_remodeling_branch_biased"
"ST6GALNAC6","clean_D2","D2_late_increasing","0.271376996526609","mixed_remodeling_branch_biased"
"THOC6","clean_D2","D2_late_increasing","0.271837905950586","mixed_remodeling_branch_biased"
"GTF3C1","clean_D2","D2_late_increasing","0.272141748453743","common_increasing"
"GNG5","clean_D2","D2_late_increasing","0.272226883979353","mixed_remodeling_branch_biased"
"BAD","clean_D2","D2_late_increasing","0.272724911395005","mixed_remodeling_branch_biased"
"DPYSL3","clean_D2","D2_late_increasing","0.272810372994431","common_increasing"
"TIMM8B","clean_D2","D2_late_increasing","0.272852712251228","mixed_remodeling_branch_biased"
"MYO1C","clean_D2","D2_late_increasing","0.272856617749856","common_increasing"
"CRELD2","clean_D2","D2_late_increasing","0.272967204101695","mixed_remodeling_branch_biased"
"CALR","clean_D2","D2_late_increasing","0.273308014265699","mixed_remodeling_branch_biased"
"C11orf68","clean_D2","D2_late_increasing","0.273537268993181","mixed_remodeling_branch_biased"
"B2M","clean_D2","D2_late_increasing","0.273595198197693","common_increasing"
"C19orf24","clean_D2","D2_late_increasing","0.273881596770607","mixed_remodeling_branch_biased"
"FAM102A","clean_D2","D2_late_increasing","0.273957519375275","common_increasing"
"NUTF2","clean_D2","D2_late_increasing","0.273957677608342","mixed_remodeling_branch_biased"
"UROS","clean_D2","D2_late_increasing","0.274023879192736","mixed_remodeling_branch_biased"
"CALM3","clean_D2","D2_late_increasing","0.274075492131294","mixed_remodeling_branch_biased"
"PRICKLE1","clean_D2","D2_late_increasing","0.274590081970782","ecm_dominant_branch_biased"
"TXNDC15","clean_D2","D2_late_increasing","0.274762961321878","common_increasing"
"EFEMP1","clean_D2","D2_late_increasing","0.274892634173123","common_increasing"
"CCDC124","clean_D2","D2_late_increasing","0.274971255554789","mixed_remodeling_branch_biased"
"NDUFB2","clean_D2","D2_late_increasing","0.274977605649527","mixed_remodeling_branch_biased"
"GRINA","clean_D2","D2_late_increasing","0.275030266770622","mixed_remodeling_branch_biased"
"FAM177A1","clean_D2","D2_late_increasing","0.275317061208709","mixed_remodeling_branch_biased"
"GIPC1","clean_D2","D2_late_increasing","0.275372868606672","mixed_remodeling_branch_biased"
"ZNF106","clean_D2","D2_late_increasing","0.275559867279956","common_increasing"
"SLC12A4","clean_D2","D2_late_increasing","0.275920506096067","common_increasing"
"SRPX2","clean_D2","D2_late_increasing","0.276201480084267","mixed_remodeling_branch_biased"
"ECHS1","clean_D2","D2_late_increasing","0.276237643322345","mixed_remodeling_branch_biased"
"ANXA1","clean_D2","D2_late_increasing","0.276777974889898","common_increasing"
"FAM234A","clean_D2","D2_late_increasing","0.276908628675247","mixed_remodeling_branch_biased"
"TWF2","clean_D2","D2_late_increasing","0.27691609828261","mixed_remodeling_branch_biased"
"ITGA5","clean_D2","D2_late_increasing","0.277024670262131","mixed_remodeling_branch_biased"
"RARRES3","clean_D2","D2_late_increasing","0.277074490486942","common_increasing"
"AKR1C3","clean_D2","D2_late_increasing","0.277204546943218","common_increasing"
"TMEM208","clean_D2","D2_late_increasing","0.277240139389021","mixed_remodeling_branch_biased"
"BUD31","clean_D2","D2_late_increasing","0.27753645365837","mixed_remodeling_branch_biased"
"CCDC167","clean_D2","D2_late_increasing","0.277779475570023","mixed_remodeling_branch_biased"
"SCARF2","clean_D2","D2_late_increasing","0.27780247438248","mixed_remodeling_branch_biased"
"RNPEPL1","clean_D2","D2_late_increasing","0.277857885084027","common_increasing"
"OLFM2","clean_D2","D2_late_increasing","0.27787648434333","common_increasing"
"SPINT2","clean_D2","D2_late_increasing","0.277918490703979","mixed_remodeling_branch_biased"
"BRI3","clean_D2","D2_late_increasing","0.277955830118132","mixed_remodeling_branch_biased"
"RP11-196G11.1","clean_D2","D2_late_increasing","0.278356350271461","mixed_remodeling_branch_biased"
"KCNK6","clean_D2","D2_late_increasing","0.278494613746152","common_increasing"
"LRPAP1","clean_D2","D2_late_increasing","0.27851338830266","mixed_remodeling_branch_biased"
"FBLIM1","clean_D2","D2_late_increasing","0.278562823219375","mixed_remodeling_branch_biased"
"ARSA","clean_D2","D2_late_increasing","0.278588798810745","common_increasing"
"RNASEH2C","clean_D2","D2_late_increasing","0.279053964871915","mixed_remodeling_branch_biased"
"TXNL4A","clean_D2","D2_late_increasing","0.27940315217901","mixed_remodeling_branch_biased"
"GTF3C6","clean_D2","D2_late_increasing","0.279591364702765","mixed_remodeling_branch_biased"
"AKT1S1","clean_D2","D2_late_increasing","0.279802957126275","mixed_remodeling_branch_biased"
"SH3GL1","clean_D2","D2_late_increasing","0.279846012679709","mixed_remodeling_branch_biased"
"AP3D1","clean_D2","D2_late_increasing","0.280025324060645","common_increasing"
"QSOX1","clean_D2","D2_late_increasing","0.280177030081057","mixed_remodeling_branch_biased"
"TXLNA","clean_D2","D2_late_increasing","0.280522780229485","mixed_remodeling_branch_biased"
"GPC6","clean_D2","D2_late_increasing","0.280527796657599","ecm_dominant_branch_biased"
"LTBP3","clean_D2","D2_late_increasing","0.281206191282645","common_increasing"
"FAM229B","clean_D2","D2_late_increasing","0.281334152452544","mixed_remodeling_branch_biased"
"C12orf75","clean_D2","D2_late_increasing","0.281732491790238","mixed_remodeling_branch_biased"
"SRM","clean_D2","D2_late_increasing","0.282022835598442","mixed_remodeling_branch_biased"
"PPDPF","clean_D2","D2_late_increasing","0.282268102695141","mixed_remodeling_branch_biased"
"PRKCDBP","clean_D2","D2_late_increasing","0.282286600361517","mixed_remodeling_branch_biased"
"GTF3A","clean_D2","D2_late_increasing","0.28233590885667","mixed_remodeling_branch_biased"
"JDP2","clean_D2","D2_late_increasing","0.282600641856938","common_increasing"
"RP11-282O18.3","clean_D2","D2_late_increasing","0.282629627975451","mixed_remodeling_branch_biased"
"TRAPPC1","clean_D2","D2_late_increasing","0.282969914272872","mixed_remodeling_branch_biased"
"GSR","clean_D2","D2_late_increasing","0.282991260398577","common_increasing"
"PDIA5","clean_D2","D2_late_increasing","0.283234101641879","common_increasing"
"RHOC","clean_D2","D2_late_increasing","0.28341156248079","mixed_remodeling_branch_biased"
"UROD","clean_D2","D2_late_increasing","0.283785908899116","common_increasing"
"IMPDH1","clean_D2","D2_late_increasing","0.283915593578579","mixed_remodeling_branch_biased"
"YIF1B","clean_D2","D2_late_increasing","0.284586038999027","mixed_remodeling_branch_biased"
"MED8","clean_D2","D2_late_increasing","0.284987149792176","mixed_remodeling_branch_biased"
"UQCC2","clean_D2","D2_late_increasing","0.28502550050368","mixed_remodeling_branch_biased"
"CD276","clean_D2","D2_late_increasing","0.285251136161698","mixed_remodeling_branch_biased"
"GLMP","clean_D2","D2_late_increasing","0.285670743083627","mixed_remodeling_branch_biased"
"BTN3A2","clean_D2","D2_late_increasing","0.285936555506792","common_increasing"
"TANC2","clean_D2","D2_late_increasing","0.285960073200249","ecm_dominant_branch_biased"
"ZNHIT1","clean_D2","D2_late_increasing","0.286532067204067","mixed_remodeling_branch_biased"
"EIF4G1","clean_D2","D2_late_increasing","0.286535391327367","mixed_remodeling_branch_biased"
"UQCRQ","clean_D2","D2_late_increasing","0.286536368612786","mixed_remodeling_branch_biased"
"GRIN2D","clean_D2","D2_late_increasing","0.286545683681659","common_increasing"
"COPA","clean_D2","D2_late_increasing","0.286642541906523","mixed_remodeling_branch_biased"
"FMO1","clean_D2","D2_late_increasing","0.286758602453975","common_increasing"
"CD63","clean_D2","D2_late_increasing","0.286893759177278","mixed_remodeling_branch_biased"
"ARPC4","clean_D2","D2_late_increasing","0.287013414004348","mixed_remodeling_branch_biased"
"ITGB1BP1","clean_D2","D2_late_increasing","0.287194763220433","common_increasing"
"NDST1","clean_D2","D2_late_increasing","0.287221014198338","common_increasing"
"CHPF2","clean_D2","D2_late_increasing","0.287221606824667","common_increasing"
"GLT8D2","clean_D2","D2_late_increasing","0.287329499793741","common_increasing"
"ATP6V0D1","clean_D2","D2_late_increasing","0.287482733842198","mixed_remodeling_branch_biased"
"SEMA3C","clean_D2","D2_late_increasing","0.287590814417172","common_increasing"
"PLEKHA4","clean_D2","D2_late_increasing","0.287692623432099","common_increasing"
"ARPC1A","clean_D2","D2_late_increasing","0.287769468125685","mixed_remodeling_branch_biased"
"A2M","clean_D2","D2_late_increasing","0.288151148286131","mixed_remodeling_branch_biased"
"CDK2AP1","clean_D2","D2_late_increasing","0.288310062783907","mixed_remodeling_branch_biased"
"MINOS1-NBL1","clean_D2","D2_late_increasing","0.288600034758092","common_increasing"
"HAPLN3","clean_D2","D2_late_increasing","0.288755642572066","mixed_remodeling_branch_biased"
"TPM2","clean_D2","D2_late_increasing","0.288842174067557","mixed_remodeling_branch_biased"
"ZEB1","clean_D2","D2_late_increasing","0.289042367108784","common_increasing"
"ERCC1","clean_D2","D2_late_increasing","0.289059840205555","common_increasing"
"MEIS3","clean_D2","D2_late_increasing","0.289097401830625","common_increasing"
"ACTB","clean_D2","D2_late_increasing","0.289279770870115","mixed_remodeling_branch_biased"
"MYLK","clean_D2","D2_late_increasing","0.289307711566872","common_increasing"
"CD82","clean_D2","D2_late_increasing","0.289386119360412","common_increasing"
"PLXNB2","clean_D2","D2_late_increasing","0.289415124356322","common_increasing"
"PLOD2","clean_D2","D2_late_increasing","0.289627951102076","common_increasing"
"LINC01615","clean_D2","D2_late_increasing","0.289837029608947","mixed_remodeling_branch_biased"
"SLC39A13","clean_D2","D2_late_increasing","0.290003641364281","mixed_remodeling_branch_biased"
"ARHGAP28","clean_D2","D2_late_increasing","0.290522127873881","common_increasing"
"RAD51B","clean_D2","D2_late_increasing","0.290735010147544","common_increasing"
"CTSC","clean_D2","D2_late_increasing","0.291278277129743","common_increasing"
"NANS","clean_D2","D2_late_increasing","0.291354903844867","mixed_remodeling_branch_biased"
"GAA","clean_D2","D2_late_increasing","0.291567017003782","mixed_remodeling_branch_biased"
"TNFRSF1A","clean_D2","D2_late_increasing","0.291606651559903","common_increasing"
"GALNT2","clean_D2","D2_late_increasing","0.29184814283142","common_increasing"
"PLAUR","clean_D2","D2_late_increasing","0.291874029740402","mixed_remodeling_branch_biased"
"PAPSS2","clean_D2","D2_late_increasing","0.29194965672069","common_increasing"
"DAPK3","clean_D2","D2_late_increasing","0.292231986054214","common_increasing"
"GPI","clean_D2","D2_late_increasing","0.292314498604974","mixed_remodeling_branch_biased"
"AGTRAP","clean_D2","D2_late_increasing","0.292395503785997","mixed_remodeling_branch_biased"
"HOMER3","clean_D2","D2_late_increasing","0.292623519324847","mixed_remodeling_branch_biased"
"NAA10","clean_D2","D2_late_increasing","0.292753985261362","mixed_remodeling_branch_biased"
"COPZ1","clean_D2","D2_late_increasing","0.293778224743732","mixed_remodeling_branch_biased"
"NRBP1","clean_D2","D2_late_increasing","0.293824751547347","mixed_remodeling_branch_biased"
"NPTX2","clean_D2","D2_late_increasing","0.294310308804282","mixed_remodeling_branch_biased"
"CXXC5","clean_D2","D2_late_increasing","0.294316593906844","common_increasing"
"TMEM147","clean_D2","D2_late_increasing","0.294494220167043","mixed_remodeling_branch_biased"
"CTTN","clean_D2","D2_late_increasing","0.294966268189871","common_increasing"
"METRNL","clean_D2","D2_late_increasing","0.295293556651745","common_increasing"
"XBP1","clean_D2","D2_late_increasing","0.295781830948121","mixed_remodeling_branch_biased"
"FUT11","clean_D2","D2_late_increasing","0.296106700414475","common_increasing"
"DNPH1","clean_D2","D2_late_increasing","0.296383788381792","common_increasing"
"ST3GAL2","clean_D2","D2_late_increasing","0.297423204683672","common_increasing"
"FIBP","clean_D2","D2_late_increasing","0.297572005558712","mixed_remodeling_branch_biased"
"ETHE1","clean_D2","D2_late_increasing","0.297775223702664","mixed_remodeling_branch_biased"
"TMEM219","clean_D2","D2_late_increasing","0.298245180665779","common_increasing"
"CDC42EP5","clean_D2","D2_late_increasing","0.298352564038431","mixed_remodeling_branch_biased"
"C7orf73","clean_D2","D2_late_increasing","0.298382469023881","common_increasing"
"S100A13","clean_D2","D2_late_increasing","0.298424469450964","common_increasing"
"ZYX","clean_D2","D2_late_increasing","0.298855996913918","mixed_remodeling_branch_biased"
"PDZRN4","clean_D2","D2_late_increasing","0.298887452603539","ecm_dominant_branch_biased"
"MAP7D1","clean_D2","D2_late_increasing","0.30001879958585","mixed_remodeling_branch_biased"
"FHL3","clean_D2","D2_late_increasing","0.300110490159261","mixed_remodeling_branch_biased"
"PGLS","clean_D2","D2_late_increasing","0.300321597918804","mixed_remodeling_branch_biased"
"CAPZB","clean_D2","D2_late_increasing","0.30069096808655","common_increasing"
"ERI3","clean_D2","D2_late_increasing","0.30090082692024","common_increasing"
"PDE4DIP","clean_D2","D2_late_increasing","0.301078638880458","common_increasing"
"GALNT10","clean_D2","D2_late_increasing","0.301198875684846","common_increasing"
"B4GALT1","clean_D2","D2_late_increasing","0.301964041769711","common_increasing"
"NME1","clean_D2","D2_late_increasing","0.302041021167956","mixed_remodeling_branch_biased"
"LMF2","clean_D2","D2_late_increasing","0.302044935310864","mixed_remodeling_branch_biased"
"DPM2","clean_D2","D2_late_increasing","0.302383279107274","mixed_remodeling_branch_biased"
"VTI1B","clean_D2","D2_late_increasing","0.302427215112664","mixed_remodeling_branch_biased"
"TRAPPC2L","clean_D2","D2_late_increasing","0.302638894698784","mixed_remodeling_branch_biased"
"THBS3","clean_D2","D2_late_increasing","0.302667695090233","common_increasing"
"CNN2","clean_D2","D2_late_increasing","0.302758116434915","mixed_remodeling_branch_biased"
"DYNLT1","clean_D2","D2_late_increasing","0.302807759354098","mixed_remodeling_branch_biased"
"VGLL3","clean_D2","D2_late_increasing","0.303011324357491","common_increasing"
"TRIOBP","clean_D2","D2_late_increasing","0.303034331937605","common_increasing"
"THBS1","clean_D2","D2_late_increasing","0.303241679818549","common_increasing"
"EPHB3","clean_D2","D2_late_increasing","0.303361857520683","common_increasing"
"POMP","clean_D2","D2_late_increasing","0.303533850390087","mixed_remodeling_branch_biased"
"MFAP2","clean_D2","D2_late_increasing","0.303948029526481","mixed_remodeling_branch_biased"
"FAM195B","clean_D2","D2_late_increasing","0.304139634344958","mixed_remodeling_branch_biased"
"C11orf96","clean_D2","D2_late_increasing","0.304146468543666","common_increasing"
"PXDN","clean_D2","D2_late_increasing","0.304429399215355","common_increasing"
"COMMD5","clean_D2","D2_late_increasing","0.304773195660554","mixed_remodeling_branch_biased"
"P4HA3","clean_D2","D2_late_increasing","0.304777794503482","mixed_remodeling_branch_biased"
