"root","gene","original_module","original_rho","rho","q_value","expressed_fraction","same_direction","passes_original_threshold"
"Y_114","C19orf70","D2_late_increasing",0.25941898690213,0.25941898690213,9.78486345335451e-18,0.450467289719626,TRUE,TRUE
"Y_114","PPP1CA","D2_late_increasing",0.259467485939582,0.259467485939582,9.65620283841816e-18,0.308411214953271,TRUE,TRUE
"Y_114","TMEM54","D2_late_increasing",0.259483853200921,0.259483853200921,9.62180497172375e-18,0.197196261682243,TRUE,TRUE
"Y_114","SSR2","D2_late_increasing",0.259781443683086,0.259781443683086,8.82113248259402e-18,0.58785046728972,TRUE,TRUE
"Y_114","SPHK1","D2_late_increasing",0.259829003931472,0.259829003931472,8.71935177990164e-18,0.118691588785047,TRUE,TRUE
"Y_114","LY6E","D2_late_increasing",0.259950161836961,0.259950161836961,8.41816011756656e-18,0.570093457943925,TRUE,TRUE
"Y_114","TMEM120B","D2_late_increasing",0.260042497059365,0.260042497059365,8.1981977617663e-18,0.119626168224299,TRUE,TRUE
"Y_114","PRSS23","D2_late_increasing",0.260049747170382,0.260049747170382,8.19149570053731e-18,0.454205607476636,TRUE,TRUE
"Y_114","DCN","D2_late_increasing",0.260135633506394,0.260135633506394,7.99292879425716e-18,0.814953271028037,TRUE,TRUE
"Y_114","C17orf89","D2_late_increasing",0.260159634303655,0.260159634303655,7.94615130071972e-18,0.424299065420561,TRUE,TRUE
"Y_114","GSDMD","D2_late_increasing",0.26018550880406,0.26018550880406,7.8951907338248e-18,0.21214953271028,TRUE,TRUE
"Y_114","NFATC2","D2_late_increasing",0.260323718467168,0.260323718467168,7.58298055765885e-18,0.117757009345794,TRUE,TRUE
"Y_114","PRKCSH","D2_late_increasing",0.260378051362942,0.260378051362942,7.46985372590262e-18,0.385046728971963,TRUE,TRUE
"Y_114","CENPP","D2_late_increasing",0.260479584112755,0.260479584112755,7.26423718879069e-18,0.24018691588785,TRUE,TRUE
"Y_114","FBXW5","D2_late_increasing",0.260647927006547,0.260647927006547,6.91338213655273e-18,0.214953271028037,TRUE,TRUE
"Y_114","DDRGK1","D2_late_increasing",0.260775636639268,0.260775636639268,6.66063647126294e-18,0.225233644859813,TRUE,TRUE
"Y_114","CTC-479C5.12","D2_late_increasing",0.260913806528283,0.260913806528283,6.39671852087604e-18,0.25607476635514,TRUE,TRUE
"Y_114","ANAPC11","D2_late_increasing",0.260929078826987,0.260929078826987,6.37606552062816e-18,0.491588785046729,TRUE,TRUE
"Y_114","MAN1B1","D2_late_increasing",0.260970474486619,0.260970474486619,6.305414693995e-18,0.283177570093458,TRUE,TRUE
"Y_114","NDUFA6","D2_late_increasing",0.261140936801354,0.261140936801354,5.9964306451461e-18,0.42803738317757,TRUE,TRUE
"Y_114","GPX1","D2_late_increasing",0.261357853971444,0.261357853971444,5.62260355468921e-18,0.565420560747664,TRUE,TRUE
"Y_114","MICAL2","D2_late_increasing",0.261379329677625,0.261379329677625,5.59390763222143e-18,0.121495327102804,TRUE,TRUE
"Y_114","TAPBP","D2_late_increasing",0.261455026625106,0.261455026625106,5.47455632728407e-18,0.303738317757009,TRUE,TRUE
"Y_114","TMED9","D2_late_increasing",0.261462963422974,0.261462963422974,5.46904670789791e-18,0.471028037383178,TRUE,TRUE
"Y_114","MRPL36","D2_late_increasing",0.261657173511284,0.261657173511284,5.17042006921661e-18,0.250467289719626,TRUE,TRUE
"Y_114","FUCA2","D2_late_increasing",0.261701940973707,0.261701940973707,5.10777393245423e-18,0.214953271028037,TRUE,TRUE
"Y_114","TP53I13","D2_late_increasing",0.261897679107626,0.261897679107626,4.81958957761737e-18,0.306542056074766,TRUE,TRUE
"Y_114","IFI16","D2_late_increasing",0.261950568977659,0.261950568977659,4.74940118080413e-18,0.354205607476635,TRUE,TRUE
"Y_114","SEC61G","D2_late_increasing",0.262105358885763,0.262105358885763,4.53736163803268e-18,0.549532710280374,TRUE,TRUE
"Y_114","ARPC2","D2_late_increasing",0.262120130836118,0.262120130836118,4.52340918914689e-18,0.571028037383178,TRUE,TRUE
"Y_114","NCS1","D2_late_increasing",0.262131929258662,0.262131929258662,4.51359008910367e-18,0.165420560747664,TRUE,TRUE
"Y_114","GMPPB","D2_late_increasing",0.262198699644975,0.262198699644975,4.42906797230421e-18,0.107476635514019,TRUE,TRUE
"Y_114","TMEM45A","D2_late_increasing",0.262328466723966,0.262328466723966,4.26352531060174e-18,0.361682242990654,TRUE,TRUE
"Y_114","FAM109B","D2_late_increasing",0.262524287809012,0.262524287809012,4.02228631094839e-18,0.11588785046729,TRUE,TRUE
"Y_114","G6PC3","D2_late_increasing",0.262882788310698,0.262882788310698,3.61587547440091e-18,0.193457943925234,TRUE,TRUE
"Y_114","ARF5","D2_late_increasing",0.262969472953643,0.262969472953643,3.52645500562374e-18,0.477570093457944,TRUE,TRUE
"Y_114","MGAT1","D2_late_increasing",0.263354530044291,0.263354530044291,3.14387746232538e-18,0.378504672897196,TRUE,TRUE
"Y_114","ATP5G1","D2_late_increasing",0.263857190298792,0.263857190298792,2.6991900527666e-18,0.404672897196262,TRUE,TRUE
"Y_114","PPP1R9B","D2_late_increasing",0.264099029037532,0.264099029037532,2.50981308323177e-18,0.195327102803738,TRUE,TRUE
"Y_114","SH3GLB1","D2_late_increasing",0.264131403605603,0.264131403605603,2.48857892763891e-18,0.25981308411215,TRUE,TRUE
"Y_114","SHISA4","D2_late_increasing",0.264195243244198,0.264195243244198,2.44380502787554e-18,0.155140186915888,TRUE,TRUE
"Y_114","PALM","D2_late_increasing",0.264280215383339,0.264280215383339,2.38430395140237e-18,0.17196261682243,TRUE,TRUE
"Y_114","COLGALT1","D2_late_increasing",0.264380034950074,0.264380034950074,2.31564652716292e-18,0.317757009345794,TRUE,TRUE
"Y_114","IGF2","D2_late_increasing",0.264407564610493,0.264407564610493,2.2994679810698e-18,0.518691588785047,TRUE,TRUE
"Y_114","CLDN4","D2_late_increasing",0.264716807140616,0.264716807140616,2.09391464791493e-18,0.229906542056075,TRUE,TRUE
"Y_114","EIF5A","D2_late_increasing",0.264823629844219,0.264823629844219,2.02913683189668e-18,0.435514018691589,TRUE,TRUE
"Y_114","TGFB1I1","D2_late_increasing",0.265234840336945,0.265234840336945,1.79026848652379e-18,0.27196261682243,TRUE,TRUE
"Y_114","ORAI2","D2_late_increasing",0.265239184729673,0.265239184729673,1.79026848652379e-18,0.211214953271028,TRUE,TRUE
"Y_114","WIPI1","D2_late_increasing",0.265352933079077,0.265352933079077,1.73126816877264e-18,0.164485981308411,TRUE,TRUE
"Y_114","CLEC2B","D2_late_increasing",0.265541436694884,0.265541436694884,1.63579914534605e-18,0.306542056074766,TRUE,TRUE
"Y_114","SNRNP25","D2_late_increasing",0.265575054582008,0.265575054582008,1.62127537317743e-18,0.157943925233645,TRUE,TRUE
"Y_114","UQCR11","D2_late_increasing",0.266089801428648,0.266089801428648,1.38477316424386e-18,0.667289719626168,TRUE,TRUE
"Y_114","DDB2","D2_late_increasing",0.266112252777792,0.266112252777792,1.37720296983731e-18,0.169158878504673,TRUE,TRUE
"Y_114","GALNT5","D2_late_increasing",0.266160346968726,0.266160346968726,1.35884611042271e-18,0.106542056074766,TRUE,TRUE
"Y_114","NAGLU","D2_late_increasing",0.266171944061307,0.266171944061307,1.35597000191142e-18,0.209345794392523,TRUE,TRUE
"Y_114","UBXN6","D2_late_increasing",0.266195843019645,0.266195843019645,1.34795841109797e-18,0.300934579439252,TRUE,TRUE
"Y_114","SCP2","D2_late_increasing",0.266473159659046,0.266473159659046,1.23880579959462e-18,0.282242990654206,TRUE,TRUE
"Y_114","IKBIP","D2_late_increasing",0.266754291752081,0.266754291752081,1.13871675548916e-18,0.231775700934579,TRUE,TRUE
"Y_114","MAN1C1","D2_late_increasing",0.266769036136011,0.266769036136011,1.13519918221999e-18,0.185046728971963,TRUE,TRUE
"Y_114","COPS7A","D2_late_increasing",0.266990810035372,0.266990810035372,1.0612243400004e-18,0.175700934579439,TRUE,TRUE
"Y_114","WBP5","D2_late_increasing",0.267045148377072,0.267045148377072,1.045009730379e-18,0.37196261682243,TRUE,TRUE
"Y_114","VAT1","D2_late_increasing",0.267067091443841,0.267067091443841,1.03945457255511e-18,0.311214953271028,TRUE,TRUE
"Y_114","PEA15","D2_late_increasing",0.267510304281861,0.267510304281861,9.06933907073303e-19,0.245794392523364,TRUE,TRUE
"Y_114","TXN2","D2_late_increasing",0.267852163443203,0.267852163443203,8.16512607007079e-19,0.322429906542056,TRUE,TRUE
"Y_114","ECM2","D2_late_increasing",0.267991104200855,0.267991104200855,7.83053763536842e-19,0.24392523364486,TRUE,TRUE
"Y_114","TBC1D1","D2_late_increasing",0.268025101432846,0.268025101432846,7.75952705767459e-19,0.149532710280374,TRUE,TRUE
"Y_114","NDUFB3","D2_late_increasing",0.268182003363087,0.268182003363087,7.39974151399517e-19,0.257943925233645,TRUE,TRUE
"Y_114","APOE","D2_late_increasing",0.268435320157949,0.268435320157949,6.84697443540817e-19,0.64018691588785,TRUE,TRUE
"Y_114","FAM129A","D2_late_increasing",0.268708969643983,0.268708969643983,6.29479860430874e-19,0.118691588785047,TRUE,TRUE
"Y_114","SLC39A7","D2_late_increasing",0.26889656644216,0.26889656644216,5.94469994406644e-19,0.419626168224299,TRUE,TRUE
"Y_114","KIAA2013","D2_late_increasing",0.268979807246438,0.268979807246438,5.80044423117631e-19,0.194392523364486,TRUE,TRUE
"Y_114","TNC","D2_late_increasing",0.268988544910477,0.268988544910477,5.79333801969677e-19,0.242990654205607,TRUE,TRUE
"Y_114","CLPP","D2_late_increasing",0.269186988102439,0.269186988102439,5.45221342102574e-19,0.228971962616822,TRUE,TRUE
"Y_114","HMOX2","D2_late_increasing",0.269216852377496,0.269216852377496,5.40958652936677e-19,0.227102803738318,TRUE,TRUE
"Y_114","MAST2","D2_late_increasing",0.269378788575901,0.269378788575901,5.15727979954721e-19,0.150467289719626,TRUE,TRUE
"Y_114","GPC1","D2_late_increasing",0.269730945046388,0.269730945046388,4.624341333957e-19,0.208411214953271,TRUE,TRUE
"Y_114","PRADC1","D2_late_increasing",0.269757553372209,0.269757553372209,4.59282920065557e-19,0.164485981308411,TRUE,TRUE
"Y_114","KLHL22","D2_late_increasing",0.269772184624155,0.269772184624155,4.57874500598822e-19,0.155140186915888,TRUE,TRUE
"Y_114","ARAP1","D2_late_increasing",0.269985745963656,0.269985745963656,4.2878805725368e-19,0.298130841121495,TRUE,TRUE
"Y_114","GUK1","D2_late_increasing",0.27011408433395,0.27011408433395,4.12446050912382e-19,0.522429906542056,TRUE,TRUE
"Y_114","IGDCC4","D2_late_increasing",0.270355689688803,0.270355689688803,3.82812249895242e-19,0.116822429906542,TRUE,TRUE
"Y_114","CHD3","D2_late_increasing",0.270499885252004,0.270499885252004,3.66364802909571e-19,0.370093457943925,TRUE,TRUE
"Y_114","NDUFA3","D2_late_increasing",0.270523358364544,0.270523358364544,3.64223457148832e-19,0.414953271028037,TRUE,TRUE
"Y_114","PSMB8","D2_late_increasing",0.27054533436053,0.27054533436053,3.62266225124113e-19,0.246728971962617,TRUE,TRUE
"Y_114","KLHDC3","D2_late_increasing",0.270592015067922,0.270592015067922,3.57523357753309e-19,0.246728971962617,TRUE,TRUE
"Y_114","MIF","D2_late_increasing",0.271014343604749,0.271014343604749,3.13379310276472e-19,0.333644859813084,TRUE,TRUE
"Y_114","GOLGA3","D2_late_increasing",0.271037453932428,0.271037453932428,3.11581374536333e-19,0.3,TRUE,TRUE
"Y_114","ST6GALNAC6","D2_late_increasing",0.271376996526609,0.271376996526609,2.80292530014692e-19,0.241121495327103,TRUE,TRUE
"Y_114","THOC6","D2_late_increasing",0.271837905950586,0.271837905950586,2.42970538836948e-19,0.14392523364486,TRUE,TRUE
"Y_114","MRPL14","D2_late_increasing",0.272074639715087,0.272074639715087,2.25743322883502e-19,0.290654205607477,TRUE,TRUE
"Y_114","GTF3C1","D2_late_increasing",0.272141748453743,0.272141748453743,2.21330506741223e-19,0.186915887850467,TRUE,TRUE
"Y_114","GNG5","D2_late_increasing",0.272226883979353,0.272226883979353,2.15764394510043e-19,0.492523364485981,TRUE,TRUE
"Y_114","BAD","D2_late_increasing",0.272724911395005,0.272724911395005,1.84457307545353e-19,0.353271028037383,TRUE,TRUE
"Y_114","DPYSL3","D2_late_increasing",0.272810372994431,0.272810372994431,1.79788876007925e-19,0.393457943925234,TRUE,TRUE
"Y_114","TIMM8B","D2_late_increasing",0.272852712251228,0.272852712251228,1.77660367087025e-19,0.383177570093458,TRUE,TRUE
"Y_114","MYO1C","D2_late_increasing",0.272856617749856,0.272856617749856,1.77660367087025e-19,0.426168224299065,TRUE,TRUE
"Y_114","CRELD2","D2_late_increasing",0.272967204101695,0.272967204101695,1.71838929432543e-19,0.234579439252336,TRUE,TRUE
"Y_114","CALR","D2_late_increasing",0.273308014265699,0.273308014265699,1.54390472921701e-19,0.622429906542056,TRUE,TRUE
"Y_114","C11orf68","D2_late_increasing",0.273537268993181,0.273537268993181,1.43723622518596e-19,0.257943925233645,TRUE,TRUE
"Y_114","B2M","D2_late_increasing",0.273595198197693,0.273595198197693,1.41312639447938e-19,0.922429906542056,TRUE,TRUE
"Y_114","C19orf24","D2_late_increasing",0.273881596770607,0.273881596770607,1.29156853777332e-19,0.24018691588785,TRUE,TRUE
"Y_114","FAM102A","D2_late_increasing",0.273957519375275,0.273957519375275,1.2625869611882e-19,0.219626168224299,TRUE,TRUE
"Y_114","NUTF2","D2_late_increasing",0.273957677608342,0.273957677608342,1.2625869611882e-19,0.305607476635514,TRUE,TRUE
"Y_114","UROS","D2_late_increasing",0.274023879192736,0.274023879192736,1.24000643905142e-19,0.190654205607477,TRUE,TRUE
"Y_114","CALM3","D2_late_increasing",0.274075492131294,0.274075492131294,1.22164199248106e-19,0.450467289719626,TRUE,TRUE
"Y_114","PRICKLE1","D2_late_increasing",0.274590081970782,0.274590081970782,1.03927754950472e-19,0.24018691588785,TRUE,TRUE
"Y_114","TXNDC15","D2_late_increasing",0.274762961321878,0.274762961321878,9.84778588050968e-20,0.214953271028037,TRUE,TRUE
"Y_114","EFEMP1","D2_late_increasing",0.274892634173123,0.274892634173123,9.46141165461564e-20,0.313084112149533,TRUE,TRUE
"Y_114","CCDC124","D2_late_increasing",0.274971255554789,0.274971255554789,9.24033649196805e-20,0.298130841121495,TRUE,TRUE
"Y_114","NDUFB2","D2_late_increasing",0.274977605649527,0.274977605649527,9.23637938427397e-20,0.57196261682243,TRUE,TRUE
"Y_114","GRINA","D2_late_increasing",0.275030266770622,0.275030266770622,9.09609283418206e-20,0.298130841121495,TRUE,TRUE
"Y_114","FAM177A1","D2_late_increasing",0.275317061208709,0.275317061208709,8.30829380984574e-20,0.216822429906542,TRUE,TRUE
"Y_114","GIPC1","D2_late_increasing",0.275372868606672,0.275372868606672,8.17367220930757e-20,0.237383177570093,TRUE,TRUE
"Y_114","ZNF106","D2_late_increasing",0.275559867279956,0.275559867279956,7.70866713602674e-20,0.272897196261682,TRUE,TRUE
"Y_114","SLC12A4","D2_late_increasing",0.275920506096067,0.275920506096067,6.87401484430106e-20,0.153271028037383,TRUE,TRUE
"Y_114","SRPX2","D2_late_increasing",0.276201480084267,0.276201480084267,6.28840228140006e-20,0.126168224299065,TRUE,TRUE
"Y_114","ECHS1","D2_late_increasing",0.276237643322345,0.276237643322345,6.2255370005826e-20,0.260747663551402,TRUE,TRUE
"Y_114","ANXA1","D2_late_increasing",0.276777974889898,0.276777974889898,5.23626361298914e-20,0.469158878504673,TRUE,TRUE
"Y_114","FAM234A","D2_late_increasing",0.276908628675247,0.276908628675247,5.02761543311755e-20,0.150467289719626,TRUE,TRUE
"Y_114","TWF2","D2_late_increasing",0.27691609828261,0.27691609828261,5.02369095103963e-20,0.258878504672897,TRUE,TRUE
"Y_114","ITGA5","D2_late_increasing",0.277024670262131,0.277024670262131,4.85805516462711e-20,0.164485981308411,TRUE,TRUE
"Y_114","RARRES3","D2_late_increasing",0.277074490486942,0.277074490486942,4.78812593350645e-20,0.226168224299065,TRUE,TRUE
"Y_114","AKR1C3","D2_late_increasing",0.277204546943218,0.277204546943218,4.59803640349252e-20,0.178504672897196,TRUE,TRUE
"Y_114","TMEM208","D2_late_increasing",0.277240139389021,0.277240139389021,4.55277734600666e-20,0.235514018691589,TRUE,TRUE
"Y_114","BUD31","D2_late_increasing",0.27753645365837,0.27753645365837,4.14227265140937e-20,0.290654205607477,TRUE,TRUE
"Y_114","CCDC167","D2_late_increasing",0.277779475570023,0.277779475570023,3.83419079055951e-20,0.157009345794393,TRUE,TRUE
"Y_114","SCARF2","D2_late_increasing",0.27780247438248,0.27780247438248,3.81194913802629e-20,0.270093457943925,TRUE,TRUE
"Y_114","RNPEPL1","D2_late_increasing",0.277857885084027,0.277857885084027,3.75012302527491e-20,0.12803738317757,TRUE,TRUE
"Y_114","OLFM2","D2_late_increasing",0.27787648434333,0.27787648434333,3.73371747132744e-20,0.31214953271028,TRUE,TRUE
"Y_114","SPINT2","D2_late_increasing",0.277918490703979,0.277918490703979,3.68920624701733e-20,0.25607476635514,TRUE,TRUE
"Y_114","BRI3","D2_late_increasing",0.277955830118132,0.277955830118132,3.65076421901473e-20,0.565420560747664,TRUE,TRUE
"Y_114","RP11-196G11.1","D2_late_increasing",0.278356350271461,0.278356350271461,3.20990022307032e-20,0.141121495327103,TRUE,TRUE
"Y_114","KCNK6","D2_late_increasing",0.278494613746152,0.278494613746152,3.0736305309018e-20,0.139252336448598,TRUE,TRUE
"Y_114","LRPAP1","D2_late_increasing",0.27851338830266,0.27851338830266,3.06000364141666e-20,0.345794392523364,TRUE,TRUE
"Y_114","FBLIM1","D2_late_increasing",0.278562823219375,0.278562823219375,3.01614406902343e-20,0.186915887850467,TRUE,TRUE
"Y_114","ARSA","D2_late_increasing",0.278588798810745,0.278588798810745,2.99574142322193e-20,0.192523364485981,TRUE,TRUE
"Y_114","RNASEH2C","D2_late_increasing",0.279053964871915,0.279053964871915,2.57809919422756e-20,0.35607476635514,TRUE,TRUE
"Y_114","TXNL4A","D2_late_increasing",0.27940315217901,0.27940315217901,2.30384410436773e-20,0.364485981308411,TRUE,TRUE
"Y_114","GTF3C6","D2_late_increasing",0.279591364702765,0.279591364702765,2.1698733458391e-20,0.24392523364486,TRUE,TRUE
"Y_114","AKT1S1","D2_late_increasing",0.279802957126275,0.279802957126275,2.02800482493656e-20,0.199065420560748,TRUE,TRUE
"Y_114","SH3GL1","D2_late_increasing",0.279846012679709,0.279846012679709,2.00298397012251e-20,0.236448598130841,TRUE,TRUE
"Y_114","AP3D1","D2_late_increasing",0.280025324060645,0.280025324060645,1.89182898875997e-20,0.213084112149533,TRUE,TRUE
"Y_114","QSOX1","D2_late_increasing",0.280177030081057,0.280177030081057,1.80303361178954e-20,0.241121495327103,TRUE,TRUE
"Y_114","TXLNA","D2_late_increasing",0.280522780229485,0.280522780229485,1.61222845358111e-20,0.201869158878505,TRUE,TRUE
"Y_114","GPC6","D2_late_increasing",0.280527796657599,0.280527796657599,1.61222845358111e-20,0.147663551401869,TRUE,TRUE
"Y_114","LTBP3","D2_late_increasing",0.281206191282645,0.281206191282645,1.29188610415778e-20,0.504672897196262,TRUE,TRUE
"Y_114","FAM229B","D2_late_increasing",0.281334152452544,0.281334152452544,1.24064441687205e-20,0.205607476635514,TRUE,TRUE
"Y_114","C12orf75","D2_late_increasing",0.281732491790238,0.281732491790238,1.09155360002733e-20,0.225233644859813,TRUE,TRUE
"Y_114","SRM","D2_late_increasing",0.282022835598442,0.282022835598442,9.93388603981161e-21,0.347663551401869,TRUE,TRUE
"Y_114","PPDPF","D2_late_increasing",0.282268102695141,0.282268102695141,9.17542317055233e-21,0.516822429906542,TRUE,TRUE
"Y_114","PRKCDBP","D2_late_increasing",0.282286600361517,0.282286600361517,9.13518745596653e-21,0.498130841121495,TRUE,TRUE
"Y_114","GTF3A","D2_late_increasing",0.28233590885667,0.28233590885667,9.00284028981012e-21,0.246728971962617,TRUE,TRUE
"Y_114","JDP2","D2_late_increasing",0.282600641856938,0.282600641856938,8.26120158809356e-21,0.185981308411215,TRUE,TRUE
"Y_114","RP11-282O18.3","D2_late_increasing",0.282629627975451,0.282629627975451,8.19643225300956e-21,0.371028037383178,TRUE,TRUE
"Y_114","TRAPPC1","D2_late_increasing",0.282969914272872,0.282969914272872,7.33422812919949e-21,0.333644859813084,TRUE,TRUE
"Y_114","GSR","D2_late_increasing",0.282991260398577,0.282991260398577,7.29514619151999e-21,0.102803738317757,TRUE,TRUE
"Y_114","PDIA5","D2_late_increasing",0.283234101641879,0.283234101641879,6.75337429841331e-21,0.219626168224299,TRUE,TRUE
"Y_114","RHOC","D2_late_increasing",0.28341156248079,0.28341156248079,6.37764150316851e-21,0.568224299065421,TRUE,TRUE
"Y_114","UROD","D2_late_increasing",0.283785908899116,0.283785908899116,5.6404469186644e-21,0.282242990654206,TRUE,TRUE
"Y_114","IMPDH1","D2_late_increasing",0.283915593578579,0.283915593578579,5.41144464154665e-21,0.151401869158879,TRUE,TRUE
"Y_114","YIF1B","D2_late_increasing",0.284586038999027,0.284586038999027,4.3342426954144e-21,0.166355140186916,TRUE,TRUE
"Y_114","MED8","D2_late_increasing",0.284987149792176,0.284987149792176,3.79683576578435e-21,0.174766355140187,TRUE,TRUE
"Y_114","UQCC2","D2_late_increasing",0.28502550050368,0.28502550050368,3.75504120637186e-21,0.27196261682243,TRUE,TRUE
"Y_114","CD276","D2_late_increasing",0.285251136161698,0.285251136161698,3.48791250760596e-21,0.241121495327103,TRUE,TRUE
"Y_114","GLMP","D2_late_increasing",0.285670743083627,0.285670743083627,3.03546419131514e-21,0.217757009345794,TRUE,TRUE
"Y_114","BTN3A2","D2_late_increasing",0.285936555506792,0.285936555506792,2.78119080296749e-21,0.18785046728972,TRUE,TRUE
"Y_114","TANC2","D2_late_increasing",0.285960073200249,0.285960073200249,2.76421858367405e-21,0.162616822429907,TRUE,TRUE
"Y_114","ZNHIT1","D2_late_increasing",0.286532067204067,0.286532067204067,2.2885150247153e-21,0.474766355140187,TRUE,TRUE
"Y_114","EIF4G1","D2_late_increasing",0.286535391327367,0.286535391327367,2.2885150247153e-21,0.396261682242991,TRUE,TRUE
"Y_114","UQCRQ","D2_late_increasing",0.286536368612786,0.286536368612786,2.2885150247153e-21,0.658878504672897,TRUE,TRUE
"Y_114","GRIN2D","D2_late_increasing",0.286545683681659,0.286545683681659,2.2885150247153e-21,0.104672897196262,TRUE,TRUE
"Y_114","COPA","D2_late_increasing",0.286642541906523,0.286642541906523,2.22080136453607e-21,0.404672897196262,TRUE,TRUE
"Y_114","FMO1","D2_late_increasing",0.286758602453975,0.286758602453975,2.13946437120449e-21,0.158878504672897,TRUE,TRUE
"Y_114","CD63","D2_late_increasing",0.286893759177278,0.286893759177278,2.04784301185938e-21,0.907476635514019,TRUE,TRUE
"Y_114","ARPC4","D2_late_increasing",0.287013414004348,0.287013414004348,1.97038388349876e-21,0.357943925233645,TRUE,TRUE
"Y_114","ITGB1BP1","D2_late_increasing",0.287194763220433,0.287194763220433,1.85673889808127e-21,0.250467289719626,TRUE,TRUE
"Y_114","NDST1","D2_late_increasing",0.287221014198338,0.287221014198338,1.84369677074401e-21,0.195327102803738,TRUE,TRUE
"Y_114","CHPF2","D2_late_increasing",0.287221606824667,0.287221606824667,1.84369677074401e-21,0.194392523364486,TRUE,TRUE
"Y_114","GLT8D2","D2_late_increasing",0.287329499793741,0.287329499793741,1.78383894380343e-21,0.247663551401869,TRUE,TRUE
"Y_114","ATP6V0D1","D2_late_increasing",0.287482733842198,0.287482733842198,1.69689883989257e-21,0.257943925233645,TRUE,TRUE
"Y_114","SEMA3C","D2_late_increasing",0.287590814417172,0.287590814417172,1.63899393916247e-21,0.149532710280374,TRUE,TRUE
"Y_114","PLEKHA4","D2_late_increasing",0.287692623432099,0.287692623432099,1.58640821383327e-21,0.192523364485981,TRUE,TRUE
"Y_114","ARPC1A","D2_late_increasing",0.287769468125685,0.287769468125685,1.54852383466443e-21,0.247663551401869,TRUE,TRUE
"Y_114","A2M","D2_late_increasing",0.288151148286131,0.288151148286131,1.36573428370609e-21,0.237383177570093,TRUE,TRUE
"Y_114","CDK2AP1","D2_late_increasing",0.288310062783907,0.288310062783907,1.29647427624189e-21,0.319626168224299,TRUE,TRUE
"Y_114","MINOS1-NBL1","D2_late_increasing",0.288600034758092,0.288600034758092,1.17712572747884e-21,0.131775700934579,TRUE,TRUE
"Y_114","HAPLN3","D2_late_increasing",0.288755642572066,0.288755642572066,1.11858567902616e-21,0.175700934579439,TRUE,TRUE
"Y_114","TPM2","D2_late_increasing",0.288842174067557,0.288842174067557,1.08818454601605e-21,0.477570093457944,TRUE,TRUE
"Y_114","ZEB1","D2_late_increasing",0.289042367108784,0.289042367108784,1.01845625779657e-21,0.233644859813084,TRUE,TRUE
"Y_114","ERCC1","D2_late_increasing",0.289059840205555,0.289059840205555,1.01430835438762e-21,0.388785046728972,TRUE,TRUE
"Y_114","MEIS3","D2_late_increasing",0.289097401830625,0.289097401830625,1.00329854941846e-21,0.210280373831776,TRUE,TRUE
"Y_114","ACTB","D2_late_increasing",0.289279770870115,0.289279770870115,9.44670728845323e-22,0.926168224299065,TRUE,TRUE
"Y_114","MYLK","D2_late_increasing",0.289307711566872,0.289307711566872,9.37479727963045e-22,0.165420560747664,TRUE,TRUE
"Y_114","CD82","D2_late_increasing",0.289386119360412,0.289386119360412,9.14487837618037e-22,0.230841121495327,TRUE,TRUE
"Y_114","PLXNB2","D2_late_increasing",0.289415124356322,0.289415124356322,9.07200259089433e-22,0.28785046728972,TRUE,TRUE
"Y_114","PLOD2","D2_late_increasing",0.289627951102076,0.289627951102076,8.45307033046989e-22,0.144859813084112,TRUE,TRUE
"Y_114","LINC01615","D2_late_increasing",0.289837029608947,0.289837029608947,7.88598664178554e-22,0.139252336448598,TRUE,TRUE
"Y_114","MRPL17","D2_late_increasing",0.289870844383338,0.289870844383338,7.82507307806476e-22,0.248598130841122,TRUE,TRUE
"Y_114","SLC39A13","D2_late_increasing",0.290003641364281,0.290003641364281,7.49239927129968e-22,0.231775700934579,TRUE,TRUE
"Y_114","ARHGAP28","D2_late_increasing",0.290522127873881,0.290522127873881,6.28725367161012e-22,0.107476635514019,TRUE,TRUE
"Y_114","RAD51B","D2_late_increasing",0.290735010147544,0.290735010147544,5.85643468455749e-22,0.194392523364486,TRUE,TRUE
"Y_114","CTSC","D2_late_increasing",0.291278277129743,0.291278277129743,4.87030913068058e-22,0.310280373831776,TRUE,TRUE
"Y_114","NANS","D2_late_increasing",0.291354903844867,0.291354903844867,4.75293507052285e-22,0.201869158878505,TRUE,TRUE
"Y_114","GAA","D2_late_increasing",0.291567017003782,0.291567017003782,4.42739377299996e-22,0.248598130841122,TRUE,TRUE
"Y_114","TNFRSF1A","D2_late_increasing",0.291606651559903,0.291606651559903,4.37588825785492e-22,0.393457943925234,TRUE,TRUE
"Y_114","GALNT2","D2_late_increasing",0.29184814283142,0.29184814283142,4.03491341755547e-22,0.225233644859813,TRUE,TRUE
"Y_114","PLAUR","D2_late_increasing",0.291874029740402,0.291874029740402,4.0068529817602e-22,0.227102803738318,TRUE,TRUE
"Y_114","PAPSS2","D2_late_increasing",0.29194965672069,0.29194965672069,3.9114611043004e-22,0.201869158878505,TRUE,TRUE
"Y_114","DAPK3","D2_late_increasing",0.292231986054214,0.292231986054214,3.55591412460775e-22,0.227102803738318,TRUE,TRUE
"Y_114","GPI","D2_late_increasing",0.292314498604974,0.292314498604974,3.46292571075606e-22,0.368224299065421,TRUE,TRUE
"Y_114","AGTRAP","D2_late_increasing",0.292395503785997,0.292395503785997,3.37410344020423e-22,0.211214953271028,TRUE,TRUE
