"gene","module"
"TMEM98","red"
"CCL2","red"
"CCL14","yellow"
"TAF15","turquoise"
"ACACA","turquoise"
"RPL23","brown"
"MLLT6","turquoise"
"CISD3","blue"
"PSMB3","blue"
"FBXL20","turquoise"
"LASP1","yellow"
"RPL19","brown"
"PLXDC1","turquoise"
"MIEN1","blue"
"ERBB2","turquoise"
"PSMD3","grey"
"IGFBP4","red"
"KRT10","grey"
"TMEM99","grey"
"KRT14","grey"
"KRT15","brown"
"KRT16","yellow"
"RAB5C","blue"
"KRT17","pink"
"EIF1","brown"
"JUP","grey"
"P3H4","yellow"
"STAT3","turquoise"
"FKBP10","yellow"
"PTRF","blue"
"VAT1","yellow"
"RAMP2","black"
"COA3","blue"
"RPL27","brown"
"IFI35","red"
"HDAC5","green"
"UBTF","pink"
"G6PC3","blue"
"GPATCH8","turquoise"
"GRN","blue"
"HEXIM1","green"
"KANSL1","turquoise"
"KPNB1","brown"
"COPZ2","yellow"
"NFE2L1","blue"
"SNF8","yellow"
"ATP5G1","blue"
"PHB","blue"
"ZNF652","turquoise"
"NGFR","red"
"COL1A1","yellow"
"MRPL27","blue"
"NME1-NME2","blue"
"MBTD1","turquoise"
"SCPEP1","black"
"CUEDC1","yellow"
"SUPT4H1","brown"
"DYNLL2","brown"
"TEX14","green"
"VMP1","turquoise"
"USP32","turquoise"
"BCAS3","turquoise"
"MED13","turquoise"
"MRC2","yellow"
"TANC2","turquoise"
"CYB561","yellow"
"MAP3K3","turquoise"
"LUC7L3","turquoise"
"LRRC59","yellow"
"CACNA1G","green"
"SPAG9","turquoise"
"NME1","blue"
"PSMC5","blue"
"DDX5","pink"
"SMURF2","turquoise"
"CEP112","turquoise"
"PRKCA","turquoise"
"BPTF","turquoise"
"FAM20A","red"
"PRKAR1A","black"
"ABCA8","black"
"ABCA6","black"
"ABCA10","black"
"LINC00511","turquoise"
"SLC39A11","turquoise"
"CDC42EP4","green"
"RPL38","brown"
"ATP5H","blue"
"HN1","blue"
"SUMO2","brown"
"GRB2","turquoise"
"H3F3B","brown"
"UNK","turquoise"
"TRIM47","brown"
"EXOC7","turquoise"
"CYGB","red"
"MXRA7","yellow"
"SEPT9","turquoise"
"SOCS3","green"
"TNRC6C","turquoise"
"TIMP2","grey"
"LGALS3BP","red"
"C1QTNF1","green"
"TBC1D16","turquoise"
"RNF213","turquoise"
"GAA","blue"
"ACTG1","brown"
"BAIAP2","green"
"SLC38A10","yellow"
"C17orf89","blue"
"P4HB","yellow"
"NPLOC4","turquoise"
"DCXR","pink"
"FAM195B","yellow"
"ALYREF","blue"
"ARHGDIA","blue"
"ANAPC11","blue"
"MRPL12","blue"
"PYCR1","yellow"
"METRNL","yellow"
"COLEC12","turquoise"
"ENOSF1","turquoise"
"MYL12A","blue"
"MYL12B","blue"
"ARHGAP28","turquoise"
"PTPRM","turquoise"
"ANKRD12","turquoise"
"NDUFV2","brown"
"RALBP1","brown"
"RAB31","yellow"
"APCDD1","brown"
"PIEZO2","turquoise"
"TUBB6","turquoise"
"SPIRE1","turquoise"
"LDLRAD4","turquoise"
"ROCK1","turquoise"
"SNRPD1","blue"
"MIB1","turquoise"
"LAMA3","pink"
"ZNF521","turquoise"
"GAREM1","turquoise"
"GALNT1","pink"
"FHOD3","turquoise"
"SETBP1","turquoise"
"ATP5A1","brown"
"RPL17","brown"
"RPL17-C18orf32","brown"
"DCC","green"
"TCF4","green"
"ZNF532","turquoise"
"LMAN1","yellow"
"CCBE1","black"
"BCL2","green"
"KDSR","green"
"DOK6","turquoise"
"CYB5A","red"
"ATP9B","turquoise"
"TXNL4A","blue"
"BSG","blue"
"CFD","black"
"PTBP1","turquoise"
"POLR2E","brown"
"TMEM259","turquoise"
"CNN2","yellow"
"RPS15","brown"
"MUM1","turquoise"
"ATP5D","blue"
"UQCR11","blue"
"CIRBP","brown"
"GPX4","blue"
"MIDN","green"
"NDUFS7","blue"
"C19orf24","blue"
"AC005943.2","blue"
"AP3D1","turquoise"
"LSM7","blue"
"OAZ1","brown"
"GADD45B","green"
"TIMM13","blue"
"AES","brown"
"NFIC","grey"
"GNA11","grey"
"EEF2","brown"
"MAP2K2","blue"
"DAPK3","yellow"
"MRPL54","blue"
"ZBTB7A","grey"
"SH3GL1","yellow"
"UBXN6","blue"
"SEMA6B","red"
"MYDGF","blue"
"PLIN3","blue"
"KDM4B","turquoise"
"PTPRS","turquoise"
"RPL36","brown"
"C19orf70","blue"
"NDUFA11","blue"
"AC024592.12","blue"
"ALKBH7","blue"
"C3","red"
"INSR","turquoise"
"ZNF358","blue"
"PET100","brown"
"MAP2K7","green"
"CTD-3214H19.16","blue"
"ELAVL1","turquoise"
"RPS28","brown"
"HNRNPM","green"
"RAB11B","brown"
"UBL5","blue"
"OLFM2","turquoise"
"COL5A3","yellow"
"CDC37","blue"
"EIF3G","blue"
"DNM2","turquoise"
"ILF3","turquoise"
"SLC44A2","green"
"KANK2","pink"
"SMARCA4","turquoise"
"TMEM205","red"
"PRKCSH","blue"
"WDR83OS","blue"
"C19orf43","brown"
"HOOK2","turquoise"
"JUNB","green"
"GADD45GIP1","blue"
"PRDX2","red"
"CALR","blue"
"IER2","green"
"NFIX","red"
"RAD23A","green"
"C19orf53","blue"
"DNAJB1","green"
"GIPC1","turquoise"
"NDUFB7","blue"
"TECR","brown"
"NOTCH3","red"
"BRD4","turquoise"
"SMIM7","blue"
"TPM4","blue"
"KLF2","grey"
"MYO9B","turquoise"
"BST2","red"
"BABAM1","brown"
"MRPL34","red"
"PGLS","blue"
"COLGALT1","yellow"
"RPL18A","brown"
"JUND","green"
"CCDC124","blue"
"FKBP8","blue"
"UBA52","brown"
"AC007192.4","red"
"CRLF1","brown"
"SSBP4","grey"
"COMP","yellow"
"KXD1","blue"
"C19orf60","blue"
"COPE","yellow"
"NDUFA13","blue"
"CILP2","yellow"
"TSHZ3","turquoise"
"PDCD5","brown"
"CEBPA","green"
"GPI","red"
"KRTDAP","grey"
"DMKN","grey"
"FXYD3","grey"
"FXYD5","green"
"SBSN","grey"
"FXYD1","red"
"HSPB6","blue"
"TMEM147","blue"
"PSENEN","blue"
"COX6B1","blue"
"POLR2I","brown"
"COX7A1","blue"
"TBCB","blue"
"CAPNS1","blue"
"SIPA1L3","turquoise"
"SPINT2","grey"
"LGALS7B","grey"
"ECH1","red"
"PSMD8","blue"
"EIF3K","brown"
"ACTN4","yellow"
"HNRNPL","turquoise"
"FBXO17","blue"
"RPS16","brown"
"ZFP36","green"
"SAMD4B","turquoise"
"FBL","brown"
"SERTAD1","brown"
"PLD3","yellow"
"LTBP4","black"
"TGFB1","green"
"HNRNPUL1","brown"
"AXL","turquoise"
"RPS19","blue"
"RABAC1","blue"
"CIC","green"
"LYPD3","grey"
"ETHE1","red"
"ZNF428","blue"
"PLAUR","yellow"
"APOE","red"
"CLPTM1","blue"
"BCL3","red"
"MARK4","turquoise"
"APOC1","red"
"ERCC1","yellow"
"SNRPD2","brown"
"FOSB","turquoise"
"CCDC8","yellow"
"CALM3","blue"
"AP2S1","blue"
"NAPA","grey"
"INAFM1","blue"
"EHD2","yellow"
"GLTSCR2","brown"
"CTD-2571L23.8","turquoise"
"SEPW1","blue"
"KDELR1","blue"
"RPL18","brown"
"EMP3","blue"
"PPP1R15A","grey"
"NUCB1","blue"
"PLEKHA4","red"
"SNRNP70","turquoise"
"FTL","blue"
"RPS11","brown"
"RPL13A","brown"
"RRAS","brown"
"RCN3","yellow"
"FCGRT","brown"
"PRMT1","blue"
"AKT1S1","blue"
"JOSD2","blue"
"CLEC11A","blue"
"ETFB","blue"
"PPP2R1A","yellow"
"ZNF83","turquoise"
"NDUFA3","blue"
"MYADM","brown"
"RPS9","brown"
"CDC42EP5","blue"
"ISOC2","blue"
"RPL28","blue"
"SSC5D","yellow"
"ZNF580","brown"
"EPN1","yellow"
"A1BG","blue"
"RPS5","brown"
"CHMP2A","blue"
"TRIM28","green"
"PXDN","yellow"
"RPS7","brown"
"RNF144A","turquoise"
"ID2","green"
"ITGB1BP1","red"
"YWHAQ","green"
"PDIA6","red"
"NBAS","turquoise"
"LAPTM4A","brown"
"SDC1","yellow"
"RHOB","green"
"KLHL29","turquoise"
"SF3B6","blue"
"ATAD2B","turquoise"
"TP53I3","blue"
"NCOA1","turquoise"
"ADCY3","green"
"HADHA","brown"
"RAB10","turquoise"
"OST4","blue"
"EMILIN1","blue"
"TMEM214","yellow"
"CGREF1","yellow"
"ATRAID","blue"
"MRPL33","brown"
"NRBP1","blue"
"BRE","turquoise"
"FOSL2","turquoise"
"BIRC6","turquoise"
"YIPF4","turquoise"
"LTBP1","black"
"CRIM1","turquoise"
"VIT","black"
"CYP1B1","red"
"SRSF7","green"
"SOS1","turquoise"
"MAP4K3","turquoise"
"COX7A2L","brown"
"EML4","turquoise"
"ZFP36L2","brown"
"THADA","turquoise"
"PLEKHH2","green"
"PPM1B","turquoise"
"PRKCE","turquoise"
"EPAS1","turquoise"
"CALM2","brown"
"TTC7A","turquoise"
"FBXO11","turquoise"
"ERLEC1","yellow"
"ACYP2","turquoise"
"SPTBN1","black"
"RTN4","turquoise"
"RPS27A","brown"
"EFEMP1","red"
"USP34","turquoise"
"XPO1","turquoise"
"COMMD1","turquoise"
"EHBP1","turquoise"
"RAB1A","turquoise"
"SPRED2","turquoise"
"ACTR2","turquoise"
"MEIS1","turquoise"
"ANTXR1","turquoise"
"ANXA4","turquoise"
"AAK1","turquoise"
"GFPT1","turquoise"
"SNRPG","blue"
"PCBP1","brown"
"NAGK","yellow"
"ZNF638","turquoise"
"CYP26B1","brown"
"EXOC6B","turquoise"
"CCT7","brown"
"AUP1","blue"
"POLE4","red"
"TMSB10","blue"
"CAPG","yellow"
"TCF7L1","turquoise"
"TGOLN2","brown"
"VAMP5","red"
"RNF181","blue"
"CHMP3","brown"
"LINC00152","yellow"
"SNRNP200","turquoise"
"COX5B","blue"
"EIF5B","brown"
"AFF3","turquoise"
"RPL31","brown"
"NPAS2","turquoise"
"RNF149","turquoise"
"MAP4K4","turquoise"
"IL1R1","turquoise"
"LIMS1","turquoise"
"SH3RF3","turquoise"
"MIR4435-2HG","turquoise"
"FBLN7","red"
"CHCHD5","blue"
"DDX18","green"
"DBI","red"
"INHBB","green"
"GLI2","turquoise"
"CLASP1","turquoise"
"GYPC","blue"
"MAP3K2","turquoise"
"WDR33","turquoise"
"HS6ST1","grey"
"TANC1","turquoise"
"BAZ2B","turquoise"
"CD302","brown"
"PLA2R1","green"
"RBMS1","turquoise"
"FAP","yellow"
"CERS6","turquoise"
"PPIG","turquoise"
"SSB","brown"
"UBR3","turquoise"
"CYBRD1","turquoise"
"AC013461.1","black"
"SP3","turquoise"
"CIR1","brown"
"AC018890.6","brown"
"WIPF1","turquoise"
"ATP5G3","blue"
"MZT2B","blue"
"MZT2A","blue"
"NCKAP5","black"
"MGAT5","turquoise"
"RAB3GAP1","turquoise"
"HNMT","black"
"LRP1B","green"
"ZEB2","turquoise"
"MBD5","turquoise"
"RND3","green"
"TNFAIP6","yellow"
"CACNB4","turquoise"
"FMNL2","turquoise"
"PKP4","pink"
"NFE2L2","black"
"HNRNPA3","brown"
"FKBP7","blue"
"FRZB","red"
"NCKAP1","turquoise"
"ZC3H15","brown"
"TFPI","red"
"COL5A2","yellow"
"COL3A1","yellow"
"MYO1B","turquoise"
"SF3B1","turquoise"
"HSPE1","brown"
"SATB2","turquoise"
"SPATS2L","yellow"
"BZW1","black"
"CFLAR","turquoise"
"BMPR2","turquoise"
"NBEAL1","red"
"ABI2","turquoise"
"CYP20A1","turquoise"
"PARD3B","turquoise"
"NRP2","turquoise"
"EEF1B2","blue"
"KLF7","turquoise"
"AC072062.1","blue"
"FN1","yellow"
"XRCC5","pink"
"IGFBP5","black"
"RPL37A","brown"
"IGFBP2","green"
"TNS1","turquoise"
"ARPC2","blue"
"CTDSP1","brown"
"PNKD","brown"
"CYP27A1","black"
"CHPF","yellow"
"GMPPA","yellow"
"SERPINE2","green"
"CUL3","turquoise"
"PID1","black"
"ARMC9","yellow"
"ITM2C","red"
"NCL","brown"
"PTMA","brown"
"EIF4E2","blue"
"EFHD1","green"
"GIGYF2","turquoise"
"ARL4C","yellow"
"AGAP1","turquoise"
"COL6A3","yellow"
"LRRFIP1","turquoise"
"TWIST2","black"
"HDAC4","turquoise"
"MYEOV2","blue"
"GPC1","red"
"SNED1","turquoise"
"HDLBP","yellow"
"SEPT2","turquoise"
"RBCK1","blue"
"PSMF1","brown"
"RSPO4","black"
"FKBP1A","red"
"NSFL1C","grey"
"SNRPB","brown"
"PTPRA","turquoise"
"CPXM1","blue"
"NOP56","brown"
"LINC00493","brown"
"SLC24A3","pink"
"RIN2","turquoise"
"KIZ-AS1","blue"
"XRN2","grey"
"CST3","red"
"C20orf194","turquoise"
"ITPA","grey"
"CENPB","blue"
"RNF24","turquoise"
"ADAM33","turquoise"
"PRNP","black"
"TMEM230","blue"
"LAMP5","blue"
"JAG1","pink"
"TASP1","turquoise"
"SNRPB2","brown"
"DSTN","brown"
"RRBP1","yellow"
"ID1","green"
"HM13","yellow"
"CBFA2T2","turquoise"
"EIF2S2","blue"
"ITCH","turquoise"
"ASIP","green"
"NCOA6","turquoise"
"MAP1LC3A","brown"
"DYNLRB1","blue"
"TRPC4AP","turquoise"
"EIF6","brown"
"MMP24-AS1","blue"
"ERGIC3","blue"
"CPNE1","yellow"
"ROMO1","blue"
"RBM39","turquoise"
"PHF20","turquoise"
"SCAND1","blue"
"LINC00657","brown"
"DLGAP4","turquoise"
"MYL9","blue"
"SAMHD1","red"
"RPN2","blue"
"MAFB","grey"
"TOP1","turquoise"
"ZHX3","turquoise"
"CHD6","pink"
"PTPRT","pink"
"SERINC3","green"
"PKIG","red"
"YWHAB","brown"
"WISP2","yellow"
"PIGT","brown"
"PLTP","blue"
"CTSA","blue"
"EYA2","turquoise"
"SULF2","yellow"
"ZNFX1","turquoise"
"ZFAS1","brown"
"PTGIS","red"
"UBE2V1","brown"
"SNAI1","green"
"CEBPB","green"
"FAM65C","turquoise"
"ADNP","turquoise"
"NFATC2","turquoise"
"TSHZ2","turquoise"
"BMP7","green"
"PMEPA1","green"
"ATP5E","blue"
"GNAS","brown"
"CTSZ","red"
"RPS21","brown"
"PSMA7","blue"
"OGFR","turquoise"
"ARFGAP1","yellow"
"PPDPF","blue"
"ARFRP1","blue"
"RTEL1-TNFRSF6B","red"
"SLC2A4RG","blue"
"SOX18","pink"
"PRPF6","brown"
"MIR99AHG","turquoise"
"NCAM2","turquoise"
"ATP5J","blue"
"APP","turquoise"
"ADAMTS1","black"
"GRIK1","green"
"SOD1","brown"
"SON","brown"
"ATP5O","blue"
"ITSN1","turquoise"
"MRPS6","green"
"SLC5A3","green"
"RUNX1","turquoise"
"CBR3","grey"
"HLCS","turquoise"
"TTC3","turquoise"
"DYRK1A","turquoise"
"HMGN1","blue"
"BACE2","turquoise"
"PDE9A","green"
"PDXK","yellow"
"CSTB","blue"
"SUMO3","brown"
"PTTG1IP","red"
"UBE2G2","turquoise"
"COL18A1","red"
"COL6A2","blue"
"COL6A1","blue"
"PRMT2","yellow"
"DGCR2","turquoise"
"SLC25A1","blue"
"MRPL40","red"
"COMT","red"
"DGCR6L","blue"
"RANBP1","blue"
"MED15","turquoise"
"SCARF2","yellow"
"UBE2L3","blue"
"MAPK1","turquoise"
"CHCHD10","brown"
"AP000350.10","blue"
"GGT5","red"
"DDT","blue"
"MMP11","red"
"MIF","blue"
"SNRPD3","brown"
"TTC28","turquoise"
"XBP1","yellow"
"KREMEN1","green"
"EMID1","green"
"UQCR10","blue"
"MTMR3","turquoise"
"SELM","blue"
"SMTN","yellow"
"TIMP3","green"
"LARGE","turquoise"
"RBFOX2","brown"
"MYH9","yellow"
"APOL2","blue"
"APOL1","red"
"TXN2","blue"
"C1QTNF6","yellow"
"LGALS1","blue"
"TRIOBP","yellow"
"CDC42EP1","blue"
"EIF3L","brown"
"POLR2F","brown"
"H1F0","brown"
"DDX17","turquoise"
"CSNK1E","green"
"SUN2","green"
"KDELR3","yellow"
"CBX6","brown"
"RPL3","brown"
"APOBEC3C","blue"
"RPS19BP1","blue"
"ATF4","brown"
"TNRC6B","turquoise"
"MKL1","turquoise"
"ST13","brown"
"RBX1","blue"
"XRCC6","brown"
"SNU13","blue"
"NDUFA6","blue"
"SREBF2","turquoise"
"SMDT1","brown"
"CYB5R3","brown"
"A4GALT","red"
"ARFGAP3","turquoise"
"PACSIN2","turquoise"
"TSPO","blue"
"PARVB","yellow"
"KIAA0930","red"
"FBLN1","yellow"
"ATXN10","turquoise"
"MIRLET7BHG","turquoise"
"TBC1D22A","turquoise"
"FAM19A5","green"
"CRELD2","blue"
"SCO2","blue"
"PLXNB2","yellow"
"PPP6R2","turquoise"
"TYMP","blue"
"LMF2","yellow"
"ARSA","yellow"
"CNTN4","turquoise"
"LMCD1","yellow"
"SETD5","turquoise"
"ARPC4","blue"
"BRK1","blue"
"SEC13","yellow"
"ATG7","turquoise"
"VGLL4","turquoise"
"RAF1","turquoise"
"RPL32","brown"
"FBLN2","red"
"LSM3","brown"
"TMEM43","black"
"SLC6A6","turquoise"
"PLCL2","turquoise"
"TBC1D5","turquoise"
"ZNF385D","turquoise"
"UBE2E2","turquoise"
"RPL15","brown"
"UBE2E1","turquoise"
"RPSA","blue"
"RPL14","brown"
"CTNNB1","turquoise"
"EXOSC7","black"
"THRB","turquoise"
"RBMS3","turquoise"
"TGFBR2","turquoise"
"OSBPL10","turquoise"
"CRTAP","blue"
"CLASP2","turquoise"
"GOLGA4","turquoise"
"CTDSPL","turquoise"
"PTH1R","green"
"SETD2","turquoise"
"SMARCC1","turquoise"
"MAP4","turquoise"
"SHISA5","red"
"PRKAR2A","turquoise"
"TMA7","blue"
"IP6K2","turquoise"
"ARIH2","turquoise"
"IMPDH2","brown"
"LAMB2","yellow"
"GPX1","blue"
"RHOA","brown"
"NDUFAF3","blue"
"RBM6","turquoise"
"GNAI2","blue"
"SEMA3B","yellow"
"MANF","blue"
"RPL29","brown"
"TWF2","blue"
"WDR82","brown"
"SPCS1","brown"
"MUSTN1","green"
"CACNA1D","pink"
"SELK","brown"
"CACNA2D3","green"
"WNT5A","pink"
"ARHGEF3","turquoise"
"APPL1","brown"
"ARF4","yellow"
"SLMAP","turquoise"
"FLNB","turquoise"
"PTPRG","turquoise"
"CADPS","turquoise"
"THOC7","red"
"PRICKLE2","turquoise"
"ADAMTS9-AS2","turquoise"
"MAGI1","turquoise"
"LRIG1","black"
"ARL6IP5","black"
"NT5DC2","yellow"
"SEMA3G","green"
"PBRM1","turquoise"
"FOXP1","turquoise"
"GXYLT2","yellow"
"PDZRN3","turquoise"
"ROBO2","pink"
"ROBO1","turquoise"
"VGLL3","turquoise"
"CHMP2B","red"
"EPHA3","turquoise"
"COL8A1","yellow"
"TMEM45A","yellow"
"ABI3BP","turquoise"
"RPL24","brown"
"CBLB","green"
"BBX","turquoise"
"CCDC80","red"
"BOC","turquoise"
"ZBTB20","turquoise"
"LSAMP","turquoise"
"GSK3B","turquoise"
"FSTL1","yellow"
"NDUFB4","blue"
"CSTA","blue"
"FAM162A","blue"
"MYLK","yellow"
"HEG1","turquoise"
"ITGB5","yellow"
"ZNF148","turquoise"
"MGLL","green"
"SEC61A1","yellow"
"EEFSEC","green"
"RPN1","blue"
"RAB7A","turquoise"
"CNBP","brown"
"PLXND1","green"
"H1FX","brown"
"COPG1","yellow"
"TMCC1","turquoise"
"COL6A5","black"
"COL6A6","black"
"SRPRB","yellow"
"RYK","green"
"STAG1","turquoise"
"SLC25A36","turquoise"
"ZBTB38","green"
"ATP1B3","green"
"TFDP2","green"
"XRN1","turquoise"
"SLC9A9","turquoise"
"PLSCR4","black"
"WWTR1","turquoise"
"TSC22D2","turquoise"
"SERP1","blue"
"MBNL1","turquoise"
"DHX36","green"
"SSR3","blue"
"YEATS2","turquoise"
"AP2M1","blue"
"EIF4G1","yellow"
"CHRD","yellow"
"EPHB3","yellow"
"TRA2B","green"
"EIF4A2","green"
"BCL6","turquoise"
"LPP","turquoise"
"HES1","red"
"LRRC15","yellow"
"FAM43A","green"
"ACAP2","turquoise"
"APOD","black"
"LINC00969","turquoise"
"TNK2","turquoise"
"DLG1","turquoise"
"PAK2","turquoise"
"LRCH3","turquoise"
"RPL35A","brown"
"SHOX2","green"
"RSRC1","turquoise"
"GOLIM4","turquoise"
"SEC62","brown"
"RPL22L1","blue"
"TNIK","turquoise"
"PLD1","turquoise"
"FNDC3B","turquoise"
"TNFSF10","red"
"NLGN1","green"
"NAALADL2","turquoise"
"TBL1XR1","turquoise"
"LINC00578","pink"
"ZMAT3","yellow"
"ATP5I","blue"
"SPON2","yellow"
"MXD4","yellow"
"C4orf48","blue"
"FAM193A","turquoise"
"ADD1","turquoise"
"LRPAP1","blue"
"MRFAP1","brown"
"SORCS2","turquoise"
"AFAP1","turquoise"
"HTRA3","blue"
"GPR78","yellow"
"LDB2","turquoise"
"SLIT2","turquoise"
"SOD3","red"
"RBPJ","turquoise"
"PCDH7","turquoise"
"RPL9","brown"
"UBE2K","turquoise"
"PDS5A","turquoise"
"APBB2","turquoise"
"UCHL1","yellow"
"FAM114A1","yellow"
"SCFD2","turquoise"
"RP11-231C18.3","turquoise"
"PDGFRA","green"
"IGFBP7","red"
"ADGRL3","turquoise"
"RP11-25H12.1","red"
"YTHDC1","pink"
"RUFY3","turquoise"
"ANKRD17","turquoise"
"CCNI","brown"
"SEPT11","yellow"
"ANTXR2","black"
"HNRNPDL","green"
"HNRNPD","green"
"TMEM150C","red"
"SEC31A","turquoise"
"WDFY3","turquoise"
"ARHGAP24","turquoise"
"PTPN13","turquoise"
"AFF1","turquoise"
"SPARCL1","yellow"
"PKD2","turquoise"
"FAM13A","turquoise"
"PDLIM5","turquoise"
"TSPAN5","turquoise"
"ADH5","black"
"H2AFZ","brown"
"PPP3CA","turquoise"
"UBE2D3","turquoise"
"AIMP1","brown"
"DKK2","green"
"PAPSS1","turquoise"
"LEF1","pink"
"RPL34","brown"
"NDUFC1","brown"
"GAB1","turquoise"
"EDNRA","green"
"ARHGAP10","turquoise"
"NR3C2","black"
"LRBA","turquoise"
"SH3D19","turquoise"
"RPS3A","brown"
"OSTC","blue"
"ANK2","turquoise"
"CAMK2D","turquoise"
"SNHG8","brown"
"SEC24D","turquoise"
"C4orf3","blue"
"USP53","black"
"ANXA5","blue"
"SPRY1","red"
"ELF2","turquoise"
"TRIM2","turquoise"
"SFRP2","yellow"
"GUCY1A3","turquoise"
"CPE","green"
"PALLD","turquoise"
"TENM3","turquoise"
"SNX25","turquoise"
"MRPL36","blue"
"NDUFS6","blue"
"SEMA5A","turquoise"
"SNHG18","yellow"
"DAP","yellow"
"TRIO","turquoise"
"ANKH","turquoise"
"FBXL7","turquoise"
"FAM134B","turquoise"
"MYO10","turquoise"
"BASP1","yellow"
"PDZD2","turquoise"
"GOLPH3","turquoise"
"ZFR","turquoise"
"SUB1","blue"
"ADAMTS12","turquoise"
"C1QTNF3","yellow"
"RAI14","turquoise"
"PRLR","green"
"NIPBL","turquoise"
"WDR70","turquoise"
"EGFLAM","pink"
"DAB2","red"
"RPL37","brown"
"GHR","turquoise"
"SEPP1","black"
"ZNF131","turquoise"
"NDUFS4","brown"
"FST","grey"
"ARL15","turquoise"
"GPX8","yellow"
"PLPP1","turquoise"
"IL6ST","red"
"PLK2","pink"
"PDE4D","turquoise"
"NDUFAF2","grey"
"ZSWIM6","turquoise"
"KIF2A","turquoise"
"SREK1IP1","green"
"ADAMTS6","turquoise"
"ERBB2IP","turquoise"
"MAST4","turquoise"
"PIK3R1","black"
"MAP1B","turquoise"
"TNPO1","green"
"ARHGEF28","green"
"BTF3","brown"
"FOXD1","green"
"NSA2","brown"
"HEXB","red"
"IQGAP2","pink"
"F2R","green"
"TBCA","brown"
"AP3B1","turquoise"
"LHFPL2","turquoise"
"THBS4","red"
"SSBP2","turquoise"
"RPS23","brown"
"VCAN","yellow"
"HAPLN1","red"
"EDIL3","turquoise"
"COX7C","blue"
"FAM172A","turquoise"
"RHOBTB3","turquoise"
"CAST","turquoise"
"PAM","turquoise"
"EFNA5","turquoise"
"FBXL17","turquoise"
"FER","turquoise"
"NREP","yellow"
"EPB41L4A-AS1","green"
"MCC","turquoise"
"PRR16","turquoise"
"LOX","yellow"
"PPIC","blue"
"CHSY3","turquoise"
"HINT1","blue"
"P4HA2","yellow"
"PDLIM4","blue"
"IRF1","green"
"AFF4","turquoise"
"UQCRQ","blue"
"SKP1","brown"
"TCF7","pink"
"UBE2B","pink"
"CAMLG","brown"
"DDX46","green"
"H2AFY","turquoise"
"CXCL14","red"
"TGFBI","blue"
"SMAD5","green"
"HNRNPA0","brown"
"EGR1","turquoise"
"CTNNA1","pink"
"SIL1","yellow"
"MATR3","turquoise"
"TMEM173","red"
"UBE2D2","turquoise"
"CXXC5","red"
"PURA","green"
"CYSTM1","red"
"NDUFA2","blue"
"SRA1","yellow"
"ANKHD1","turquoise"
"PCDHGA1","grey"
"NDFIP1","turquoise"
"NR3C1","black"
"YIPF5","blue"
"DPYSL3","yellow"
"CSNK1A1","turquoise"
"PDGFRB","red"
"CD74","red"
"RPS14","brown"
"ANXA6","blue"
"ATOX1","blue"
"SPARC","yellow"
"G3BP1","brown"
"GALNT10","turquoise"
"LARP1","grey"
"SGCD","turquoise"
"CLINT1","turquoise"
"EBF1","turquoise"
"RNF145","blue"
"TENM2","black"
"SLIT3","turquoise"
"NPM1","brown"
"UBTD2","turquoise"
"SH3PXD2B","turquoise"
"DUSP1","green"
"ERGIC1","turquoise"
"NHP2","brown"
"HNRNPAB","blue"
"COL23A1","green"
"ADAMTS2","yellow"
"HNRNPH1","pink"
"CANX","brown"
"SQSTM1","grey"
"MGAT1","blue"
"GNB2L1","brown"
"ATP6V0E1","blue"
"CLTB","blue"
"HIGD2A","blue"
"NSD1","turquoise"
"LMAN2","blue"
"PDLIM7","yellow"
"PRELID1","blue"
"DBN1","yellow"
"TMED9","blue"
"GMDS-AS1","turquoise"
"SERPINB6","yellow"
"RIPK1","turquoise"
"TUBB2A","yellow"
"FARS2","turquoise"
"RREB1","turquoise"
"DSP","grey"
"TXNDC5","blue"
"TFAP2A","green"
"TMEM14B","turquoise"
"TMEM14C","blue"
"NOL7","brown"
"JARID2","green"
"MYLIP","green"
"ATXN1","turquoise"
"KIF13A","turquoise"
"DEK","green"
"ID4","green"
"CDKAL1","turquoise"
"SOX4","green"
"CASC15","turquoise"
"HIST1H2BB","green"
"HIST1H4C","brown"
"HIST1H1C","green"
"HIST1H2BG","green"
"HIST1H2BD","green"
"BTN3A2","red"
"HIST1H2BJ","green"
"HLA-F","red"
"UBD","red"
"HLA-E","brown"
"HLA-A","red"
"PPP1R10","green"
"GNL1","grey"
"IER3","green"
"TUBB","blue"
"HLA-C","red"
"HLA-B","red"
"DDX39B","pink"
"CLIC1","blue"
"LSM2","blue"
"DDAH2","blue"
"HSPA1A","green"
"HSPA1B","green"
"CSNK2B","brown"
"C2","red"
"C6orf48","brown"
"XXbac-BPG116M5.17","red"
"TNXB","black"
"HLA-DRA","yellow"
"HLA-DRB1","yellow"
"PSMB8","red"
"RPS18","brown"
"TAPBP","red"
"PSMB9","red"
"BRD2","turquoise"
"CUTA","blue"
"SLC39A7","blue"
"SYNGAP1","turquoise"
"UQCC2","blue"
"RPS10","brown"
"RPS10-NUDT3","brown"
"NUDT3","green"
"SNRPC","blue"
"SCUBE3","green"
"RPL10A","brown"
"FKBP5","black"
"MAPK14","turquoise"
"STK38","turquoise"
"MTCH1","blue"
"SRSF3","green"
"C6orf89","black"
"CDKN1A","grey"
"PI16","black"
"ZFAND3","turquoise"
"BTBD9","turquoise"
