"gene","spearman_rho.mixed_remodeling_branch","fdr.mixed_remodeling_branch","spearman_rho.ecm_dominant_branch","fdr.ecm_dominant_branch","branch_pattern","original_module"
"TP53I3",0.416840548078854,5.52642870058281e-38,0.187986878030695,1.04161551094275e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"SRPRB",0.413123796190048,2.77116264179409e-37,0.17200825834486,8.1310020124782e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"SHISA5",0.407633428372433,2.91033779070618e-36,0.15968798504386,3.46938568820099e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"CTGF",0.353981563986047,3.01384617450168e-27,0.251204917482314,4.83854565627722e-11,"common_increasing","D2_late_increasing"
"AC024592.12",0.437062218891132,6.02797585416064e-42,0.132071074291281,0.000622418581527522,"mixed_remodeling_branch_biased","D2_late_increasing"
"TENM3",0.184845185440267,3.13497814618928e-08,0.311740693361412,1.51009141773057e-16,"ecm_dominant_branch_biased","D2_late_increasing"
"TMEM261",0.445007516392488,1.33889631014621e-43,0.0955734206861117,0.0132084192265621,"mixed_remodeling_branch_biased","D2_late_increasing"
"JTB",0.448069061934509,2.9810364945005e-44,0.16412284409643,2.07953446403035e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"NSMCE1",0.4245066225798,1.84678964233108e-39,0.168698308134764,1.21993197190758e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"CCDC28B",0.432840561720911,4.20034592193343e-41,0.216928750263299,1.59632045841076e-08,"common_increasing","D2_late_increasing"
"GRN",0.416376691057704,6.76008207187915e-38,0.231136897986354,1.6096975308474e-09,"common_increasing","D2_late_increasing"
"FLNA",0.386720462839094,1.52062438126767e-32,0.205891047509789,8.53520986299877e-08,"common_increasing","D2_late_increasing"
"COPG1",0.373196234951944,2.77546785427876e-30,0.212198517453093,3.30736141352043e-08,"common_increasing","D2_late_increasing"
"EIF4E2",0.407134161343119,3.57438247257628e-36,0.180036847585335,2.94522235689928e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"LAMB2",0.379695846296212,2.33625800598078e-31,0.287981257109633,3.19371375595634e-14,"common_increasing","D2_late_increasing"
"SHC1",0.397253393694377,2.20921920375601e-34,0.207709098125033,6.51671833613487e-08,"common_increasing","D2_late_increasing"
"LUM",0.446620577737252,6.08982784425515e-44,0.192425233343035,5.69621355782164e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"ISLR",0.429430159651528,2.0052846579238e-40,0.336557216702553,3.24661256762063e-19,"common_increasing","D2_late_increasing"
"MYO1D",0.230798341715715,3.87975817446675e-12,0.367721942595352,6.3660066522657e-23,"common_increasing","D2_late_increasing"
"NEK6",0.302260944422194,4.83924693122638e-20,0.339878760447521,1.35681201084593e-19,"common_increasing","D2_late_increasing"
"PGM1",0.403968916149124,1.34345308325835e-35,0.196709047560101,3.18854820747789e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"PFN1",0.51469987963632,4.67056039214388e-60,0.0564737378617795,0.140707048195971,"mixed_remodeling_branch_biased","D2_late_increasing"
"TMEM176B",0.456790302211976,3.99253766986684e-46,0.245176863008227,1.43742289610947e-10,"common_increasing","D2_late_increasing"
"MLEC",0.42960166564983,1.85734146417087e-40,0.212034326814599,3.38212568789152e-08,"common_increasing","D2_late_increasing"
"HN1",0.400242821792087,6.35288776007886e-35,0.150933640685788,9.10610813970158e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"EDIL3",0.238201153788053,7.51872205243371e-13,0.28145681405835,1.26224665597082e-13,"common_increasing","D2_late_increasing"
"SNF8",0.427956632457184,3.92991349969255e-40,0.175856550565094,5.05833359724614e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"MPG",0.41215309167691,4.22924898285926e-37,0.167905191679448,1.34381426282211e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"LINC01116",0.391907019558493,1.9222721343874e-33,0.204040907632421,1.11674249364888e-07,"common_increasing","D2_late_increasing"
"SWI5",0.418357581031183,2.8398978602704e-38,0.161344282940541,2.87135092954235e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"NXN",0.258384879334886,6.54008827650718e-15,0.307960474500291,3.68780113704171e-16,"common_increasing","D2_late_increasing"
"PTN",0.394389348334253,7.1131511089474e-34,0.287646379717309,3.40876884254835e-14,"common_increasing","D2_late_increasing"
"KRT6A",0.38035040032947,1.82736736361455e-31,0.241149513189348,2.94407604576158e-10,"common_increasing","D2_late_increasing"
"TPM4",0.384136822166299,4.17615222873545e-32,0.204993403666046,9.72511264293387e-08,"common_increasing","D2_late_increasing"
"FAM89B",0.448201424043994,2.8145697829276e-44,0.158157734234083,4.11685010886597e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"SMCO4",0.412196489206539,4.16120505713312e-37,0.221996598290323,7.15135312684112e-09,"common_increasing","D2_late_increasing"
"APBB2",0.17515359694772,1.61587843717633e-07,0.455279653982412,8.64167168317997e-36,"ecm_dominant_branch_biased","D2_late_increasing"
"A1BG",0.477968742397551,6.51028518294762e-51,0.14928150691811,0.000108554300243328,"mixed_remodeling_branch_biased","D2_late_increasing"
"HES4",0.418601574364443,2.55229246357937e-38,0.181290290747836,2.4992217397377e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"SSR4",0.546861670748894,4.35011658312776e-69,0.0999045122590775,0.00960049325774211,"mixed_remodeling_branch_biased","D2_late_increasing"
"VAMP5",0.470782710334448,3.01168474831531e-49,0.21277502106533,3.04611020614175e-08,"common_increasing","D2_late_increasing"
"KRT16",0.388520707278787,7.39736585322952e-33,0.254422468299698,2.63610453623375e-11,"common_increasing","D2_late_increasing"
"CTSZ",0.437386628420399,5.17969489948621e-42,0.210509457426379,4.25517172291734e-08,"common_increasing","D2_late_increasing"
"FIBIN",0.39571610596331,4.15805165366791e-34,0.24881716598966,7.45103767261195e-11,"common_increasing","D2_late_increasing"
"DNAJC1",0.338349295141716,6.26858980883459e-25,0.281925357453215,1.1442417619084e-13,"common_increasing","D2_late_increasing"
"ZFHX4",0.255346821592706,1.37092804408017e-14,0.354363560891462,2.81079690769701e-21,"common_increasing","D2_late_increasing"
"NEK10",0.395598035474505,4.34612082742069e-34,0.224943992324814,4.47217112876402e-09,"common_increasing","D2_late_increasing"
"SGCD",0.245064497989776,1.56577862102427e-13,0.348451451237288,1.41781764762898e-20,"common_increasing","D2_late_increasing"
"MSRB3",0.389218796943434,5.6319284219102e-33,0.224475933904272,4.80992291391228e-09,"common_increasing","D2_late_increasing"
"PGAM1",0.43665426801992,7.21607552384361e-42,0.148706938941458,0.000115314277082443,"mixed_remodeling_branch_biased","D2_late_increasing"
"LRRC59",0.417320833330231,4.49723826846935e-38,0.141136592925875,0.000254797282218357,"mixed_remodeling_branch_biased","D2_late_increasing"
"TAF10",0.456030117229563,5.83572134701176e-46,0.157654691579627,4.35715048967915e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"GPAA1",0.42179291391274,6.30774345144709e-39,0.163367530274983,2.26520742835442e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"DBN1",0.420360661042301,1.18588998635533e-38,0.178419515772032,3.64955112513656e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"APOL2",0.421886582063755,6.06405558989042e-39,0.232286290057236,1.32916529412996e-09,"common_increasing","D2_late_increasing"
"MAP4",0.277823056469242,4.48972654030098e-17,0.285178631807763,5.75992840283466e-14,"common_increasing","D2_late_increasing"
"NDUFS8",0.467879918122559,1.37427272321186e-48,0.115919225238481,0.00268560738946928,"mixed_remodeling_branch_biased","D2_late_increasing"
"CAMK1D",0.22901058633183,5.7014802392822e-12,0.390880695838586,5.73348339644479e-26,"common_increasing","D2_late_increasing"
"SH3PXD2A",0.328124136926687,1.77402709929557e-23,0.284650605071226,6.44512311811818e-14,"common_increasing","D2_late_increasing"
"LAMC1",0.335819211997918,1.45560464943129e-24,0.340575440860074,1.12914855804943e-19,"common_increasing","D2_late_increasing"
"MYH9",0.382476938150064,7.96257401006974e-32,0.225364180484448,4.19967048496441e-09,"common_increasing","D2_late_increasing"
"PLPP4",0.316728280243618,6.32995780178014e-22,0.287928886057717,3.21199108525663e-14,"common_increasing","D2_late_increasing"
"SEC24D",0.248770746153277,6.57831859758599e-14,0.378409131536603,2.67482883065084e-24,"common_increasing","D2_late_increasing"
"RPL22L1",0.436444342279816,7.94800455928238e-42,0.193549572688996,4.92463664881905e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"EIF4EBP1",0.432099710491704,5.89418250054927e-41,0.154321146326206,6.31972948239653e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"OSTC",0.455182283052395,8.83227906748997e-46,0.161558870541489,2.80178673831278e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"ILK",0.405630559644198,6.71754921341688e-36,0.208795720231168,5.53386670007531e-08,"common_increasing","D2_late_increasing"
"COPE",0.425561478855787,1.14389377695005e-39,0.169736196208362,1.07475157331994e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"AHR",0.385914487943358,2.08144961579546e-32,0.354774004297686,2.52510645668055e-21,"common_increasing","D2_late_increasing"
"FAM50A",0.435463572357885,1.25042932707287e-41,0.182835457228931,2.05121274919653e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"RYR2",0.213407287881078,1.48822753834762e-10,0.426977788398528,3.22327810823638e-31,"common_increasing","D2_late_increasing"
"CNN3",0.417194011792404,4.74583502451062e-38,0.189890511994041,8.04352215385153e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"NGFR",0.432110384998466,5.88584422579959e-41,0.218631619467648,1.22836521625885e-08,"common_increasing","D2_late_increasing"
"CCDC107",0.431007648305423,9.78308431187292e-41,0.224518122587084,4.78537820304812e-09,"common_increasing","D2_late_increasing"
"AQP1",0.404699901033543,9.89454472923498e-36,0.262920125859798,5.32024362175812e-12,"common_increasing","D2_late_increasing"
"CYR61",0.380312348332889,1.8511010624514e-31,0.316028604146496,5.4438901144938e-17,"common_increasing","D2_late_increasing"
"SMTN",0.359640429408438,4.03585650933314e-28,0.29219518165614,1.30238324210338e-14,"common_increasing","D2_late_increasing"
"DAP",0.419729750119512,1.55801986385545e-38,0.2626481926063,5.60232126689704e-12,"common_increasing","D2_late_increasing"
"PHLDA3",0.436400007239037,8.08735624686065e-42,0.247475822620718,9.51062993029073e-11,"common_increasing","D2_late_increasing"
"GARS",0.408443470175915,2.06947828777212e-36,0.207685239752217,6.52921706134871e-08,"common_increasing","D2_late_increasing"
"CGREF1",0.40155944757224,3.68083626294484e-35,0.311816337472497,1.48772705134266e-16,"common_increasing","D2_late_increasing"
"IDH2",0.390159588426731,3.88075692800189e-33,0.223638492470039,5.49189831276272e-09,"common_increasing","D2_late_increasing"
"ERLEC1",0.406436312571999,4.78243402838787e-36,0.23233651212612,1.32032182674041e-09,"common_increasing","D2_late_increasing"
"C9orf16",0.489194693218293,1.33937072971065e-53,0.197552043505801,2.82658606485409e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"C1QTNF3",0.408547112775924,1.98931919143626e-36,0.252992642323381,3.45097023784293e-11,"common_increasing","D2_late_increasing"
"SDF4",0.430137865515519,1.45031132683163e-40,0.231363442369856,1.55087156038276e-09,"common_increasing","D2_late_increasing"
"ZCCHC24",0.375164948380109,1.32496376004102e-30,0.272221863564116,8.47740535211568e-13,"common_increasing","D2_late_increasing"
"GMPPA",0.433483675744582,3.10981585169824e-41,0.236907832091542,6.06611671661017e-10,"common_increasing","D2_late_increasing"
"ALDH18A1",0.370624920273001,7.26493207224816e-30,0.240498352307815,3.30528250394608e-10,"common_increasing","D2_late_increasing"
"CIB1",0.443104907939198,3.35015913937676e-43,0.172004777764185,8.1310020124782e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"IGFBP6",0.469199669690721,6.91351090647693e-49,0.223244598552254,5.85437618764428e-09,"common_increasing","D2_late_increasing"
"SLC27A4",0.492133985238569,2.66829260162039e-54,0.189943654861302,7.99583918200546e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"JOSD2",0.451767030233535,4.78642128966376e-45,0.15048022848272,9.52424794831708e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"ENAH",0.290413411239033,1.44718588070779e-18,0.319067398932017,2.61887146472679e-17,"common_increasing","D2_late_increasing"
"CD99",0.494892909272958,5.52372589889474e-55,0.212332398738614,3.24385330043975e-08,"common_increasing","D2_late_increasing"
"UCHL1",0.444940748031567,1.37795173744817e-43,0.172642081983575,7.55665287282006e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"CALU",0.39720435387113,2.24942581269176e-34,0.237637220140978,5.38403882790704e-10,"common_increasing","D2_late_increasing"
"TMEM176A",0.516311211186946,1.72901626425849e-60,0.232592295740325,1.26534973127063e-09,"common_increasing","D2_late_increasing"
"CKLF",0.455165144111063,8.87043558748747e-46,0.193614765459921,4.88647696439719e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"CYBA",0.501909844479999,9.52377249888102e-57,0.200689596458778,1.81990556168889e-07,"common_increasing","D2_late_increasing"
"CSRP2",0.4434997678947,2.78400848251302e-43,0.223695084798963,5.45078097942344e-09,"common_increasing","D2_late_increasing"
"VEGFB",0.435110328115882,1.46855921601855e-41,0.268014959402694,1.98059773543279e-12,"common_increasing","D2_late_increasing"
"LAMTOR2",0.480128031959928,2.04949605375453e-51,0.190311716032693,7.62394238986989e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"TUBA1C",0.415907186485134,8.28760659649186e-38,0.205773116997166,8.67584750807255e-08,"common_increasing","D2_late_increasing"
"KIAA1462",0.355370874677674,1.84678992505695e-27,0.289032284323917,2.56833295709219e-14,"common_increasing","D2_late_increasing"
"ACKR1",0.392749057405104,1.36857819359696e-33,0.279280043224741,1.99579979537629e-13,"common_increasing","D2_late_increasing"
"PACS1",0.298242458558354,1.56494040006805e-19,0.343478858811263,5.31078591830848e-20,"common_increasing","D2_late_increasing"
"RRBP1",0.374593197953097,1.63719043554027e-30,0.193234609316716,5.10942798793648e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"FBLN7",0.398131384401895,1.54000609953147e-34,0.345936994356815,2.75516563458118e-20,"common_increasing","D2_late_increasing"
"RTEL1-TNFRSF6B",0.462286925195196,2.48078647244731e-47,0.239202280937774,4.10283251016437e-10,"common_increasing","D2_late_increasing"
"NUCB1",0.470908287604484,2.83035964748101e-49,0.199253538434835,2.22010049045761e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"FKBP7",0.446057797154548,8.01013430248456e-44,0.206498141802757,7.80184933430127e-08,"common_increasing","D2_late_increasing"
"S100A7",0.386478326700508,1.67306164114107e-32,0.320706950237161,1.76350622460837e-17,"common_increasing","D2_late_increasing"
"COTL1",0.414401879783802,1.59606159854123e-37,0.224995317180599,4.44249051797247e-09,"common_increasing","D2_late_increasing"
"HLA-DRB1",0.402001430962185,3.06557256815272e-35,0.265824760800584,3.0717970759989e-12,"common_increasing","D2_late_increasing"
"SIL1",0.349294161132974,1.55011084265838e-26,0.334859877566201,5.03092945137399e-19,"common_increasing","D2_late_increasing"
"SSR3",0.464309657935912,8.78201930874312e-48,0.193433160776727,4.99986041085567e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"IL1R1",0.365967393610606,4.06547755028766e-29,0.385821484691063,2.77072547720785e-25,"common_increasing","D2_late_increasing"
"S100A16",0.435627882353321,1.16056799067647e-41,0.238375734399762,4.72806316873647e-10,"common_increasing","D2_late_increasing"
"LMCD1",0.393411168599689,1.0537295133477e-33,0.257668735201126,1.44365099269859e-11,"common_increasing","D2_late_increasing"
"KHDRBS3",0.381537318267557,1.14937387814109e-31,0.336600962905096,3.22199934474372e-19,"common_increasing","D2_late_increasing"
"GALNS",0.369161295868661,1.24833090358319e-29,0.292508904402326,1.21741308273924e-14,"common_increasing","D2_late_increasing"
"ADAMTS12",0.308829140491362,6.88627256612397e-21,0.366951467856065,7.96210319924954e-23,"common_increasing","D2_late_increasing"
"SAR1A",0.428281925102246,3.38978311584164e-40,0.231707867988554,1.4638496839923e-09,"common_increasing","D2_late_increasing"
"ARF4",0.410949064539561,7.12060219267549e-37,0.262621191662708,5.61834005749819e-12,"common_increasing","D2_late_increasing"
"TMSB4X",0.546509224261026,5.48930985071056e-69,0.160718417915172,3.08336868835204e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"YIF1A",0.489470859588097,1.15846133058791e-53,0.0953573518740823,0.013370897936777,"mixed_remodeling_branch_biased","D2_late_increasing"
"ARFGAP1",0.348681474386233,1.91285437261556e-26,0.307930573009686,3.70181900883309e-16,"common_increasing","D2_late_increasing"
"GPR78",0.427521933912889,4.77633523440321e-40,0.285728637662953,5.12165144240321e-14,"common_increasing","D2_late_increasing"
"ITGBL1",0.368248380490269,1.75507325115606e-29,0.340771822571989,1.07525441888565e-19,"common_increasing","D2_late_increasing"
"XG",0.373426373141608,2.5448129747712e-30,0.355608520827941,2.00090123788727e-21,"common_increasing","D2_late_increasing"
"CDKN2A",0.426874121522596,6.3625962801839e-40,0.255847092176701,2.03170236468226e-11,"common_increasing","D2_late_increasing"
"LAMA4",0.397019637810979,2.4242634121942e-34,0.375889862720801,5.70819145935384e-24,"common_increasing","D2_late_increasing"
"LGMN",0.421066072027445,8.69407490885594e-39,0.215581500075432,1.97712944357819e-08,"common_increasing","D2_late_increasing"
"CTSA",0.454768064879796,1.08087022154746e-45,0.245091840835272,1.45686300114064e-10,"common_increasing","D2_late_increasing"
"SCO2",0.458365280282388,1.82904222327012e-46,0.200977948189615,1.74899778640111e-07,"common_increasing","D2_late_increasing"
"CCL14",0.426634821109451,7.08414973833037e-40,0.301140191559521,1.73701323733105e-15,"common_increasing","D2_late_increasing"
"SEC61A1",0.420170790658913,1.2883008597711e-38,0.273963106882483,5.91705663807034e-13,"common_increasing","D2_late_increasing"
"FMOD",0.476450821364409,1.45444782022019e-50,0.291452637104686,1.52446974755546e-14,"common_increasing","D2_late_increasing"
"AKR1A1",0.452490123378317,3.35312560228764e-45,0.255490775506198,2.16096726659061e-11,"common_increasing","D2_late_increasing"
"IFI6",0.511738689702635,2.78906544906169e-59,0.198605035021635,2.43593884380359e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"ANXA6",0.436737732911297,6.98717391352228e-42,0.249734125442721,6.31482372059274e-11,"common_increasing","D2_late_increasing"
"C7orf50",0.45793755254352,2.26836769993281e-46,0.149295289644225,0.000108522243808512,"mixed_remodeling_branch_biased","D2_late_increasing"
"IFITM3",0.603799318954666,1.078539329743e-87,0.225183830189241,4.32074983893669e-09,"common_increasing","D2_late_increasing"
"FTL",0.639700924769785,1.50031080592584e-101,0.114534718515034,0.00300871160416812,"mixed_remodeling_branch_biased","D2_late_increasing"
"FARP1",0.287219255340599,3.53027087455656e-18,0.370986662664976,2.48638958834507e-23,"common_increasing","D2_late_increasing"
"HMCN1",0.280536859019142,2.16665662924018e-17,0.417618668108,8.75059662664283e-30,"common_increasing","D2_late_increasing"
"PARVB",0.373744860293122,2.25941808935352e-30,0.288585521478258,2.81892660565566e-14,"common_increasing","D2_late_increasing"
"RP11-25H12.1",0.51444104249537,5.4130986544323e-60,0.244846451480707,1.51747357657488e-10,"common_increasing","D2_late_increasing"
"SRA1",0.478026470769929,6.34257383948595e-51,0.193341526859868,5.04995516125404e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"LOX",0.442487365689207,4.51175258753033e-43,0.32122206434433,1.55527021890864e-17,"common_increasing","D2_late_increasing"
"TUBB2A",0.452079701060133,4.1064938740738e-45,0.236965980267266,6.01651327318358e-10,"common_increasing","D2_late_increasing"
"PLTP",0.478771919024144,4.25751324653165e-51,0.337282262077592,2.6982720464823e-19,"common_increasing","D2_late_increasing"
"RP11-417E7.2",0.471809864428094,1.7530468042546e-49,0.185739719598937,1.40222036334151e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"C1S",0.457028208223824,3.58347706886917e-46,0.430981631664566,7.60775871064427e-32,"common_increasing","D2_late_increasing"
"LGALS1",0.647965086701317,5.41652087731246e-105,0.0588472546701569,0.125073296055815,"mixed_remodeling_branch_biased","D2_late_increasing"
"TGFB3",0.434004538781704,2.44736928297829e-41,0.233446053368489,1.09904764254372e-09,"common_increasing","D2_late_increasing"
"CRABP2",0.490564775859909,6.31789875292018e-54,0.24204703759945,2.50649253496425e-10,"common_increasing","D2_late_increasing"
"NID2",0.426328820659257,8.13397879494383e-40,0.329462924910559,1.9864349327865e-18,"common_increasing","D2_late_increasing"
"C4orf48",0.518579909482371,4.32356656386451e-61,0.150886523064272,9.14321528456191e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"HTRA1",0.466152540323618,3.39570923977378e-48,0.254840446399831,2.44395838708613e-11,"common_increasing","D2_late_increasing"
"FLNC",0.453519581749614,2.01004200501919e-45,0.263209811276397,5.03421423573143e-12,"common_increasing","D2_late_increasing"
"MXRA7",0.456532133565278,4.53571399405496e-46,0.259723770874982,9.82081688380928e-12,"common_increasing","D2_late_increasing"
"CLEC11A",0.501221668742502,1.42286821613903e-56,0.220559274338993,8.98513603721223e-09,"common_increasing","D2_late_increasing"
"IFT20",0.455895700150051,6.22216542155642e-46,0.170938664728616,9.26499932067776e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"ROR2",0.232800486457946,2.50721875800242e-12,0.444199459675123,5.80256906458284e-34,"common_increasing","D2_late_increasing"
"NME1-NME2",0.606494869761253,1.12816573974736e-88,0.137383740255503,0.00037130685661841,"mixed_remodeling_branch_biased","D2_late_increasing"
"TNFAIP6",0.457468518861224,2.87263655905185e-46,0.196167731203088,3.44001755023883e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"RP11-14N7.2",0.475219438160956,2.8308645424066e-50,0.301872461694163,1.48139220505932e-15,"common_increasing","D2_late_increasing"
"S100A9",0.419788911710508,1.52168446000992e-38,0.333516889142121,7.11175852409959e-19,"common_increasing","D2_late_increasing"
"SNX8",0.411538805539168,5.52683831285258e-37,0.305558002651687,6.42231891151051e-16,"common_increasing","D2_late_increasing"
"ECM1",0.496618344430122,2.09236377775534e-55,0.284255791572253,7.00407879386867e-14,"common_increasing","D2_late_increasing"
"GPX7",0.501955585332318,9.33498377007444e-57,0.166691641724216,1.53974597584894e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"HIC1",0.434618084722836,1.84920532065853e-41,0.331477064493962,1.19016671294573e-18,"common_increasing","D2_late_increasing"
"EPHB2",0.378762378979224,3.33864879936342e-31,0.340919602084457,1.03744700766548e-19,"common_increasing","D2_late_increasing"
"GLIPR2",0.477636469934538,7.72005312157505e-51,0.255524033008961,2.15227648592085e-11,"common_increasing","D2_late_increasing"
"EVL",0.39727789613683,2.19216201249623e-34,0.316185286039055,5.27469284325106e-17,"common_increasing","D2_late_increasing"
"PRAF2",0.491951309707196,2.92547231528391e-54,0.1954752980803,3.78065700486191e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"TMEM214",0.450836608402778,7.60784415056499e-45,0.23703285583147,5.95806033180479e-10,"common_increasing","D2_late_increasing"
"CYB561",0.415173337902655,1.14268188924815e-37,0.264608820502379,3.85322404584465e-12,"common_increasing","D2_late_increasing"
"MAGED1",0.456950508398855,3.69491387578866e-46,0.290238182768017,1.9758635624516e-14,"common_increasing","D2_late_increasing"
"HM13",0.419707529013633,1.56880592276019e-38,0.29814905285923,3.41625327930747e-15,"common_increasing","D2_late_increasing"
"FNDC1",0.420035186967643,1.365534407224e-38,0.318397189782309,3.08326406390171e-17,"common_increasing","D2_late_increasing"
"C11orf24",0.465329804193873,5.16224289350206e-48,0.21256344866994,3.14439072811047e-08,"common_increasing","D2_late_increasing"
"HTRA3",0.487297718364857,3.8636715389413e-53,0.312151519833136,1.37623739597917e-16,"common_increasing","D2_late_increasing"
"NT5DC2",0.459000110239356,1.34402174743818e-46,0.290485919761763,1.87525992064556e-14,"common_increasing","D2_late_increasing"
"PLAU",0.43952502148148,1.86426816747933e-42,0.269353961470137,1.51060973301286e-12,"common_increasing","D2_late_increasing"
"NAGK",0.43667428523099,7.17485821400453e-42,0.217468057933979,1.47361431049283e-08,"common_increasing","D2_late_increasing"
"SPATS2L",0.37050641405905,7.56446711994641e-30,0.35273540872585,4.37332159198904e-21,"common_increasing","D2_late_increasing"
"FKBP9",0.407449626482947,3.13461320544515e-36,0.315566721366531,6.0781088723287e-17,"common_increasing","D2_late_increasing"
"PLOD1",0.473226606007157,8.25302327669882e-50,0.275116997114873,4.68529501395206e-13,"common_increasing","D2_late_increasing"
"SEMA6B",0.45941747420422,1.09404324584858e-46,0.269695032542619,1.41607546322387e-12,"common_increasing","D2_late_increasing"
"TXNDC5",0.484851539469172,1.50805578250293e-52,0.246665169151703,1.09846856822418e-10,"common_increasing","D2_late_increasing"
"P4HB",0.482451271258374,5.70899672905015e-52,0.304374973278478,8.35483567891231e-16,"common_increasing","D2_late_increasing"
"CUEDC1",0.355626690515542,1.68913868449408e-27,0.346180327424976,2.5990693937887e-20,"common_increasing","D2_late_increasing"
"SLC38A10",0.427111218512216,5.71993301417895e-40,0.312899449813544,1.15136434322569e-16,"common_increasing","D2_late_increasing"
"POLD4",0.495050864337261,5.07350817838818e-55,0.207526202501148,6.6801618626907e-08,"common_increasing","D2_late_increasing"
"CISD1",0.507908665893679,2.75601560382527e-58,0.240363589657939,3.37931867593234e-10,"common_increasing","D2_late_increasing"
"TTYH3",0.434396415461466,2.03942266108663e-41,0.260217190584401,8.97833548475963e-12,"common_increasing","D2_late_increasing"
"DAB2",0.510254604982637,6.76211714416565e-59,0.387923654420864,1.4622314505564e-25,"common_increasing","D2_late_increasing"
"OLFML3",0.507369617235011,3.79164685855767e-58,0.259416489992538,1.04065062761774e-11,"common_increasing","D2_late_increasing"
"RPS26",0.599459134646117,3.95452111720962e-86,0.154779896054767,6.02434901224481e-05,"mixed_remodeling_branch_biased","D2_late_increasing"
"HDLBP",0.458878200969,1.41769934370299e-46,0.281021263692664,1.3823316279039e-13,"common_increasing","D2_late_increasing"
"KDELR2",0.537945562997505,1.74502770174296e-66,0.225061708101264,4.40182613752148e-09,"common_increasing","D2_late_increasing"
"PLIN3",0.486058443841938,7.73678950289116e-53,0.263229688002574,5.02703556900075e-12,"common_increasing","D2_late_increasing"
"METRN",0.500080643301959,2.77599718042502e-56,0.199797544615746,2.05796943725829e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"IFI27",0.463466052083054,1.35976026104997e-47,0.283067706279238,8.98916070882577e-14,"common_increasing","D2_late_increasing"
"BACE2",0.436915193618787,6.44282364528313e-42,0.357686156428166,1.12582810930697e-21,"common_increasing","D2_late_increasing"
"ANGPTL2",0.459343637940095,1.13111577449187e-46,0.269551446428487,1.45453407971174e-12,"common_increasing","D2_late_increasing"
"TMED3",0.51073066692638,5.09351357128359e-59,0.217842466673488,1.39181652211633e-08,"common_increasing","D2_late_increasing"
"TGFBI",0.491557397116527,3.59863915312509e-54,0.288285104273558,2.99500315871232e-14,"common_increasing","D2_late_increasing"
"ABI3BP",0.346737680573238,3.73825919429431e-26,0.483277018161389,9.77004052683214e-41,"common_increasing","D2_late_increasing"
"SORCS2",0.3340106373751,2.63044094778901e-24,0.35761763917705,1.1427139982843e-21,"common_increasing","D2_late_increasing"
"TPM1",0.472680373461495,1.10257678768909e-49,0.286699059803993,4.17536111647186e-14,"common_increasing","D2_late_increasing"
"HMCN2",0.374853573488723,1.48903048631367e-30,0.41135510537448,7.20174308378106e-29,"common_increasing","D2_late_increasing"
"MYOF",0.340161226144237,3.43198845433906e-25,0.403652225981907,9.07980333870578e-28,"common_increasing","D2_late_increasing"
