"gene","spearman_rho.mixed_remodeling_branch","fdr.mixed_remodeling_branch","spearman_rho.ecm_dominant_branch","fdr.ecm_dominant_branch","branch_pattern","original_module"
"AP2S1",0.529492883900354,4.3907780198716e-64,0.199941081778653,2.02127298595738e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"PDGFRL",0.468303026279674,1.10314818748287e-48,0.386361324597457,2.34837647873283e-25,"common_increasing","D2_late_increasing"
"SEC13",0.498442875974936,7.23531888374042e-56,0.23958725560021,3.85337421903667e-10,"common_increasing","D2_late_increasing"
"RUNX1",0.317950885108051,4.34660159762339e-22,0.413822230631715,3.16974703986025e-29,"common_increasing","D2_late_increasing"
"PLXDC2",0.27244430859323,1.84407884026168e-16,0.465149506063843,1.80649957683374e-37,"common_increasing","D2_late_increasing"
"LRP1",0.408311154857926,2.17992819828086e-36,0.452628279616454,2.38483383353243e-35,"common_increasing","D2_late_increasing"
"BGN",0.559026829773023,9.39981318767291e-73,0.0954271597720147,0.0133142905155314,"mixed_remodeling_branch_biased","D2_late_increasing"
"ADAMTS14",0.345344412833479,5.93976507642876e-26,0.411208474256862,7.52367284632679e-29,"common_increasing","D2_late_increasing"
"FKBP14",0.489200241203107,1.33937072971065e-53,0.275845062519205,4.03165335681863e-13,"common_increasing","D2_late_increasing"
"ATOX1",0.519460086954625,2.50665210837378e-61,0.264703148093929,3.79065142639375e-12,"common_increasing","D2_late_increasing"
"NME4",0.524868437498198,8.41349506056526e-63,0.21901534778621,1.15583206127152e-08,"common_increasing","D2_late_increasing"
"ISOC2",0.528949339399104,6.13890980578538e-64,0.186535641325487,1.26153823416585e-06,"mixed_remodeling_branch_biased","D2_late_increasing"
"CD151",0.529326792383219,4.84673882445379e-64,0.249895215828598,6.15466522890328e-11,"common_increasing","D2_late_increasing"
"CTSB",0.485398352547395,1.11550838299123e-52,0.319217360393302,2.53184760557477e-17,"common_increasing","D2_late_increasing"
"MVP",0.481575058289369,9.2425157545229e-52,0.357151590143076,1.29986187134627e-21,"common_increasing","D2_late_increasing"
"MAP4K4",0.379574731199269,2.4402264198765e-31,0.414891649661968,2.23043462819462e-29,"common_increasing","D2_late_increasing"
"C1R",0.513881763603553,7.56468342114703e-60,0.484065464726919,7.01302802260583e-41,"common_increasing","D2_late_increasing"
"FAM20C",0.476962563397745,1.10545527695757e-50,0.301864165541399,1.48139220505932e-15,"common_increasing","D2_late_increasing"
"GPX8",0.492984819706602,1.64499014349815e-54,0.250665224563195,5.34669366051555e-11,"common_increasing","D2_late_increasing"
"OST4",0.585138813886008,3.61038634608446e-81,0.189235924696166,8.78094218476986e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"RCN1",0.517915492410464,6.50428485196513e-61,0.292937565166151,1.1088073295675e-14,"common_increasing","D2_late_increasing"
"INAFM1",0.504310356104225,2.34014956373734e-57,0.233016198439824,1.17996037575487e-09,"common_increasing","D2_late_increasing"
"PRDX4",0.557838309166839,2.15429017530736e-72,0.257858783838516,1.40136467394142e-11,"common_increasing","D2_late_increasing"
"AC005943.2",0.544259719817921,2.5223962225613e-68,0.190649929200965,7.30310084266834e-07,"mixed_remodeling_branch_biased","D2_late_increasing"
"S100A8",0.462715735219222,1.99317023632e-47,0.396306675032435,1.01799645893629e-26,"common_increasing","D2_late_increasing"
"FBLN1",0.450386491313506,9.49407480601631e-45,0.439760817406093,3.09038222412388e-33,"common_increasing","D2_late_increasing"
"TMEM119",0.520569475486624,1.25527937645834e-61,0.300679870820293,1.92108530134444e-15,"common_increasing","D2_late_increasing"
"MIR99AHG",0.256586544468898,1.01509037107942e-14,0.537887903071895,7.88586778594824e-52,"common_increasing","D2_late_increasing"
"EHD2",0.479220995491557,3.343309751299e-51,0.316053789643394,5.42926182496572e-17,"common_increasing","D2_late_increasing"
"LRRC32",0.49157709574315,3.5809609997205e-54,0.326341957735029,4.33887674176507e-18,"common_increasing","D2_late_increasing"
"ISG15",0.502167845763022,8.2875782995026e-57,0.280262529382138,1.62218235637344e-13,"common_increasing","D2_late_increasing"
"CADM1",0.411218843799964,6.34324431688627e-37,0.330018283730572,1.7265700854732e-18,"common_increasing","D2_late_increasing"
"FAM114A1",0.430882428824115,1.0338558643029e-40,0.35447122421611,2.73893510304452e-21,"common_increasing","D2_late_increasing"
"PDXK",0.455708501175396,6.8151644990483e-46,0.292141305962758,1.31421310933998e-14,"common_increasing","D2_late_increasing"
"CTSK",0.565136051135867,1.17774357293148e-74,0.386761124914879,2.09248622799735e-25,"common_increasing","D2_late_increasing"
"PHPT1",0.58212656501049,3.70025048813132e-80,0.244117173865302,1.72774834569281e-10,"common_increasing","D2_late_increasing"
"KDELR3",0.53626099652144,5.2747216480901e-66,0.207120705533588,7.09993832171329e-08,"common_increasing","D2_late_increasing"
"SSC5D",0.458962321882301,1.36396992928197e-46,0.307734353070111,3.86648459512382e-16,"common_increasing","D2_late_increasing"
"ARHGAP1",0.433891366898419,2.57284811352737e-41,0.322615363805256,1.10685764125068e-17,"common_increasing","D2_late_increasing"
"HEG1",0.431093791531769,9.4288864077776e-41,0.382708899420804,7.30207853611747e-25,"common_increasing","D2_late_increasing"
"TNFRSF12A",0.522606321444347,3.50812146854477e-62,0.257801784927116,1.41010827608585e-11,"common_increasing","D2_late_increasing"
"DPT",0.55322514620155,5.40694766732031e-71,0.413723725661081,3.23387363143775e-29,"common_increasing","D2_late_increasing"
"ITGA11",0.400497870407991,5.74635066834377e-35,0.422527074555458,1.56105301872368e-30,"common_increasing","D2_late_increasing"
"PIEZO2",0.364517122244699,6.89918224582639e-29,0.432811502331043,3.99393636823545e-32,"common_increasing","D2_late_increasing"
"B4GALT2",0.517808228267195,6.83967534504177e-61,0.30726140761843,4.31380165463814e-16,"common_increasing","D2_late_increasing"
"TYMP",0.511522904869044,3.15905004908947e-59,0.368612402969894,4.93321616721778e-23,"common_increasing","D2_late_increasing"
"CD74",0.494164810233205,8.37027726103354e-55,0.409403831061748,1.36287135822312e-28,"common_increasing","D2_late_increasing"
"HLA-DRA",0.478604589557372,4.64186806876636e-51,0.334098344412474,6.12648057951083e-19,"common_increasing","D2_late_increasing"
"EFEMP2",0.567372501118256,2.35494394287037e-75,0.341691113195911,8.49007712888478e-20,"common_increasing","D2_late_increasing"
"PALLD",0.361681298955159,1.93334959764416e-28,0.394425018035047,1.86137153622812e-26,"common_increasing","D2_late_increasing"
"CST3",0.633693217914251,4.32448850585111e-99,0.453933216628998,1.43408810619768e-35,"common_increasing","D2_late_increasing"
"C1orf122",0.589056886468673,1.67124126021837e-82,0.212500924146872,3.16409164393628e-08,"common_increasing","D2_late_increasing"
"GAS6",0.495597581720792,3.76805434149108e-55,0.429734330448223,1.19469450125674e-31,"common_increasing","D2_late_increasing"
"ZMAT3",0.487308203292206,3.8636715389413e-53,0.370313255174021,2.99656115805994e-23,"common_increasing","D2_late_increasing"
"LIMA1",0.387314821476823,1.19839265420868e-32,0.450254998197385,5.91204113855106e-35,"common_increasing","D2_late_increasing"
"PDLIM7",0.479990486463708,2.1987280888644e-51,0.32914262492158,2.1499947585122e-18,"common_increasing","D2_late_increasing"
"PDLIM2",0.57548693159439,5.79060857126449e-78,0.303769583679468,9.60321180894961e-16,"common_increasing","D2_late_increasing"
"MYDGF",0.556441714589072,5.64499907914346e-72,0.249713783813884,6.32432955684922e-11,"common_increasing","D2_late_increasing"
"CILP2",0.495363277738941,4.28885446462235e-55,0.346015747933474,2.7077694265175e-20,"common_increasing","D2_late_increasing"
"GUCY1A3",0.467288935819813,1.87084554849091e-48,0.413169587661892,3.89400658938381e-29,"common_increasing","D2_late_increasing"
"BNC2",0.324619806818866,5.41164282921056e-23,0.535414875069051,2.63575850988307e-51,"common_increasing","D2_late_increasing"
"COL18A1",0.5271532455629,1.94934087660658e-63,0.410465573655883,9.52400463403665e-29,"common_increasing","D2_late_increasing"
"LGALS3BP",0.565859613228469,7.10235076147306e-75,0.345384447022905,3.1661313768124e-20,"common_increasing","D2_late_increasing"
"TMSB10",0.709837224400975,1.13601956980038e-134,0.239230604610451,4.09090064314078e-10,"common_increasing","D2_late_increasing"
"S100A11",0.642947640609302,6.93613591051704e-103,0.250364590792891,5.64610085207292e-11,"common_increasing","D2_late_increasing"
"C1QTNF5",0.568554134669446,9.93467867342936e-76,0.320374537633335,1.90976442405646e-17,"common_increasing","D2_late_increasing"
"FSTL1",0.522254798500159,4.34876561756825e-62,0.403753191113459,8.83224700405766e-28,"common_increasing","D2_late_increasing"
"OGN",0.537814154805252,1.8867995955488e-66,0.37931035965336,2.04666060682316e-24,"common_increasing","D2_late_increasing"
"THBS4",0.544173393351336,2.64836882543837e-68,0.361619610071184,3.71916263606239e-22,"common_increasing","D2_late_increasing"
"GOLM1",0.508169467728194,2.37069704506737e-58,0.32766688129023,3.12279163473041e-18,"common_increasing","D2_late_increasing"
"P3H3",0.517818863628011,6.83967534504177e-61,0.357867007847047,1.07400855340555e-21,"common_increasing","D2_late_increasing"
"HCFC1R1",0.614623097516501,1.11612598593972e-91,0.380571858509493,1.39907834541428e-24,"common_increasing","D2_late_increasing"
"ARPC1B",0.586408794857254,1.34738848566016e-81,0.304695047325444,7.77270093579474e-16,"common_increasing","D2_late_increasing"
"FKBP11",0.572014326746911,7.79057548650798e-77,0.279165384896069,2.039551956282e-13,"common_increasing","D2_late_increasing"
"CCDC80",0.507234257737161,4.0845856263257e-58,0.541578550126548,1.27627847920032e-52,"common_increasing","D2_late_increasing"
"AK1",0.556720972119358,4.73489829587415e-72,0.287965983505965,3.19511351253428e-14,"common_increasing","D2_late_increasing"
"C1QTNF6",0.570283044920703,2.81454449327792e-76,0.348727888122308,1.31887788061801e-20,"common_increasing","D2_late_increasing"
"PODN",0.535441052979298,9.01525295528959e-66,0.464936460797076,1.94886626876224e-37,"common_increasing","D2_late_increasing"
"ACTA2",0.514435433292699,5.4130986544323e-60,0.38081418473082,1.30472737216107e-24,"common_increasing","D2_late_increasing"
"CKAP4",0.552332404859129,9.91752899985864e-71,0.291844377646642,1.40053396628067e-14,"common_increasing","D2_late_increasing"
"SULF1",0.436345732781961,8.26845028664927e-42,0.407965451901851,2.18623465339454e-28,"common_increasing","D2_late_increasing"
"ZNF469",0.509333476946381,1.1771156019804e-58,0.377707368786542,3.30291146480429e-24,"common_increasing","D2_late_increasing"
"P3H1",0.549741796615691,5.95688182079939e-70,0.366555421583009,8.90859030546375e-23,"common_increasing","D2_late_increasing"
"MIR4435-2HG",0.495245035715989,4.56288306596371e-55,0.458562638262422,2.38153215468368e-36,"common_increasing","D2_late_increasing"
"FAP",0.505106752028439,1.46199241391237e-57,0.412395662072468,5.05876808930025e-29,"common_increasing","D2_late_increasing"
"TSHZ2",0.400397293115885,5.98111874529504e-35,0.517620761608011,1.76973928121631e-47,"common_increasing","D2_late_increasing"
"COL11A1",0.456951706066785,3.69491387578866e-46,0.360738891193527,4.78020744426306e-22,"common_increasing","D2_late_increasing"
"VKORC1",0.646115130570162,3.25065133324911e-104,0.325745429627667,5.0353898902155e-18,"common_increasing","D2_late_increasing"
"SMOC2",0.488588234909018,1.88013572166523e-53,0.465169633732843,1.80649957683374e-37,"common_increasing","D2_late_increasing"
"CHPF",0.556372229309285,5.86369525697066e-72,0.305395579874799,6.65204072135383e-16,"common_increasing","D2_late_increasing"
"NBL1",0.58224020909129,3.44124347571256e-80,0.423371270992484,1.16157220528294e-30,"common_increasing","D2_late_increasing"
"COL12A1",0.443420524118211,2.88239377369794e-43,0.395756312857962,1.21190272107125e-26,"common_increasing","D2_late_increasing"
"FKBP10",0.533427265465502,3.35721302298555e-65,0.333138172217253,7.8251702431512e-19,"common_increasing","D2_late_increasing"
"SULF2",0.492013735730581,2.84074247134853e-54,0.354214477286102,2.91864071829963e-21,"common_increasing","D2_late_increasing"
"COL16A1",0.454644729351281,1.14578007627485e-45,0.37987889249196,1.72549564657819e-24,"common_increasing","D2_late_increasing"
"MMP2",0.556453271676471,5.64499907914346e-72,0.463810163337719,3.02833867876779e-37,"common_increasing","D2_late_increasing"
"SERF2",0.73635965021737,5.57247571625391e-150,0.232011031104377,1.3915436407091e-09,"common_increasing","D2_late_increasing"
"MXRA5",0.512054141873303,2.31601511285902e-59,0.405350525074656,5.25073279351814e-28,"common_increasing","D2_late_increasing"
"P4HA2",0.564756832605103,1.53579479143074e-74,0.401447854030896,1.86621045233975e-27,"common_increasing","D2_late_increasing"
"NREP",0.563794796280002,3.06823452739041e-74,0.38685714575165,2.04147433459308e-25,"common_increasing","D2_late_increasing"
"PYCR1",0.606578411928065,1.07194619586393e-88,0.31677457778681,4.57688613281462e-17,"common_increasing","D2_late_increasing"
"EMILIN1",0.565233227319778,1.11117249038283e-74,0.38650967707767,2.25332770720534e-25,"common_increasing","D2_late_increasing"
"MYL9",0.625500594100733,7.88862009985348e-96,0.341994353295922,7.852760395916e-20,"common_increasing","D2_late_increasing"
"RARRES2",0.684284338671537,1.51845487726187e-121,0.409362672062234,1.37304591689646e-28,"common_increasing","D2_late_increasing"
"LINC00152",0.552598385949195,8.31653740511711e-71,0.4137675897331,3.20758790681736e-29,"common_increasing","D2_late_increasing"
"P3H4",0.569472885973161,5.08235744546782e-76,0.368614750760527,4.93321616721778e-23,"common_increasing","D2_late_increasing"
"PPIB",0.711874923771047,9.14552846458515e-136,0.29113591205448,1.62661878439901e-14,"common_increasing","D2_late_increasing"
"VCAN",0.533653172621549,2.91969505453809e-65,0.456037946028892,6.4452752228432e-36,"common_increasing","D2_late_increasing"
"CPXM1",0.596785357632161,3.45014424183934e-85,0.4653503243616,1.72564709806398e-37,"common_increasing","D2_late_increasing"
"IGFBP4",0.641336157413831,3.20315640132581e-102,0.504998720392013,6.52455893920944e-45,"common_increasing","D2_late_increasing"
"ARMC9",0.562225463575905,9.51982473663158e-74,0.410937934546342,8.14776824235603e-29,"common_increasing","D2_late_increasing"
"SERPINF1",0.677955692504971,1.58297305639e-118,0.527535283168292,1.48476510422653e-49,"common_increasing","D2_late_increasing"
"COPZ2",0.656797809202078,8.33062924286306e-109,0.364815755184955,1.48141971171055e-22,"common_increasing","D2_late_increasing"
"PPIC",0.687802093611529,3.101207183279e-123,0.377448448234897,3.55764980241618e-24,"common_increasing","D2_late_increasing"
"FOXP1",0.45886547446235,1.42032951401308e-46,0.519346949517173,8.3268683098811e-48,"common_increasing","D2_late_increasing"
"OLFML2B",0.576573623419093,2.56560958937223e-78,0.465179867797812,1.80649957683374e-37,"common_increasing","D2_late_increasing"
"LRRC15",0.618126238968796,5.23875536594701e-93,0.405507549916769,5.01134942806144e-28,"common_increasing","D2_late_increasing"
"ASPN",0.572951808814991,3.89991623357065e-77,0.458641897965733,2.33171538442089e-36,"common_increasing","D2_late_increasing"
"COL5A3",0.562007887372107,1.10128396938324e-73,0.424135519830486,8.88900605597773e-31,"common_increasing","D2_late_increasing"
"SFRP4",0.62521742900282,9.95979307799627e-96,0.417713886502082,8.52549268669402e-30,"common_increasing","D2_late_increasing"
"SEPT11",0.524671425997151,9.46066646691546e-63,0.402319237122844,1.4117754204664e-27,"common_increasing","D2_late_increasing"
"BASP1",0.62264814294087,9.91803131439545e-95,0.473121952640369,7.2890948588609e-39,"common_increasing","D2_late_increasing"
"NNMT",0.678205713647882,1.24553334899501e-118,0.465972756680103,1.3681367677254e-37,"common_increasing","D2_late_increasing"
"MARCKS",0.630604466309954,7.48513337879738e-98,0.443121419380901,8.70873863151029e-34,"common_increasing","D2_late_increasing"
"HSPG2",0.55856304999852,1.29614103520646e-72,0.53978390582527,2.99121105922413e-52,"common_increasing","D2_late_increasing"
"TIMP1",0.737259210154588,1.70164884246559e-150,0.473955428752469,5.18645568674009e-39,"common_increasing","D2_late_increasing"
"ARL4C",0.619892718583204,1.11616914903216e-93,0.432600707568589,4.28302918314958e-32,"common_increasing","D2_late_increasing"
"AEBP1",0.594512544515777,2.16922359996337e-84,0.486600666059183,2.43443084928132e-41,"common_increasing","D2_late_increasing"
"WISP2",0.653872515853107,1.57528465108875e-107,0.558180805749775,1.81393976449403e-56,"common_increasing","D2_late_increasing"
"TAGLN",0.684929200374009,7.97741178805914e-122,0.404132008720451,7.82369757362776e-28,"common_increasing","D2_late_increasing"
"BMP1",0.589468402970232,1.2237864179715e-82,0.463023618534513,4.13576746430786e-37,"common_increasing","D2_late_increasing"
"COL8A1",0.597834973499464,1.48343359359259e-85,0.417569790460099,8.83639401165458e-30,"common_increasing","D2_late_increasing"
"THBS2",0.610675270746132,3.35874746947029e-90,0.514945891992596,6.2671803354747e-47,"common_increasing","D2_late_increasing"
"FBN1",0.577238079820665,1.56673025052711e-78,0.583638705451346,8.19859788991481e-63,"common_increasing","D2_late_increasing"
"MRC2",0.538075445735368,1.63214523991537e-66,0.555520122719827,7.72152649965019e-56,"common_increasing","D2_late_increasing"
"COL6A1",0.651222838077661,2.1904896406447e-106,0.44122348973844,1.78589776044186e-33,"common_increasing","D2_late_increasing"
"CTHRC1",0.684105958617651,1.78248792181078e-121,0.498810967503747,1.10787346688318e-43,"common_increasing","D2_late_increasing"
"PCOLCE",0.728098529429065,4.78526926291642e-145,0.493684775383747,1.1191865047803e-42,"common_increasing","D2_late_increasing"
"COL14A1",0.591683964144702,2.10440598279681e-83,0.563913148069024,7.27470935293419e-58,"common_increasing","D2_late_increasing"
"ADAMTS2",0.55148924806597,1.77371420051328e-70,0.536715194946698,1.41588974040741e-51,"common_increasing","D2_late_increasing"
"COMP",0.660164792697403,2.70154380708468e-110,0.541656130263852,1.26993680339414e-52,"common_increasing","D2_late_increasing"
"IGFBP7",0.694907178708843,8.39850085403964e-127,0.607756411391779,2.33071158624825e-69,"common_increasing","D2_late_increasing"
"COL6A3",0.578528897656648,5.90586519954683e-79,0.578458995510614,1.60664294530244e-61,"common_increasing","D2_late_increasing"
"RCN3",0.74660651565813,2.26136053731413e-156,0.461855293302009,6.59867191105085e-37,"common_increasing","D2_late_increasing"
"POSTN",0.684404984500793,1.38382119810681e-121,0.485183328626258,4.487712490311e-41,"common_increasing","D2_late_increasing"
"ADAM12",0.609385264219403,9.97194243961716e-90,0.498655170792331,1.16891605038727e-43,"common_increasing","D2_late_increasing"
"COL6A2",0.696370784157808,1.65160206057233e-127,0.552677391071651,3.4499081817336e-55,"common_increasing","D2_late_increasing"
"MDK",0.787548974168224,2.88561812488275e-185,0.484207731119546,6.68858723801848e-41,"common_increasing","D2_late_increasing"
"CREB3L1",0.683040016995912,5.73439103085989e-121,0.590635016810068,1.31445435177309e-64,"common_increasing","D2_late_increasing"
"CERCAM",0.692751158748046,1.01912358363073e-125,0.491311747876087,3.21858749483527e-42,"common_increasing","D2_late_increasing"
"GXYLT2",0.660233580329629,2.6026729925337e-110,0.576846653568643,4.02095563375175e-61,"common_increasing","D2_late_increasing"
"SERPINH1",0.747923679659839,3.5482537716146e-157,0.509700164544177,7.41589988054097e-46,"common_increasing","D2_late_increasing"
"THY1",0.784838214894711,2.99803501018756e-183,0.58105377113966,3.52235160122341e-62,"common_increasing","D2_late_increasing"
"FN1",0.667101888916511,2.00473745880235e-113,0.517901822267919,1.61630005318303e-47,"common_increasing","D2_late_increasing"
"SFRP2",0.777117950393912,1.46639773176302e-177,0.653403051019925,1.06722268578921e-83,"common_increasing","D2_late_increasing"
"COL5A2",0.695150248256696,6.66112899568648e-127,0.700813059481682,1.74617569800131e-101,"common_increasing","D2_late_increasing"
"COL3A1",0.784007458411476,1.07156724698358e-182,0.704660295239905,6.4300944155062e-103,"common_increasing","D2_late_increasing"
"COL5A1",0.730375777662589,2.25516408293432e-146,0.670390694698258,1.12445760031091e-89,"common_increasing","D2_late_increasing"
"COL1A2",0.780777916886761,2.82432264590958e-180,0.701999478809659,6.72279206868061e-102,"common_increasing","D2_late_increasing"
"SPARC",0.820322142690519,9.48041544680176e-214,0.709472588820345,7.62525465493812e-105,"common_increasing","D2_late_increasing"
"COL1A1",0.821117158416968,3.24255915093373e-214,0.803361687708191,4.10504868372459e-155,"common_increasing","D2_late_increasing"
