"waldStat","df","pvalue","logFC1_2","gene","fdr"
0.0087632073957788,1,0.925417373241703,-0.0201410026259509,"SAR1A",0.936304636456311
5.32478231338654,1,0.0210242347883217,0.73036299932436,"ARF4",0.0335308052686786
82.3932519307111,1,0,2.760671923654,"TMSB4X",0
27.7611268961179,1,1.37256493726312e-07,2.76605124802138,"YIF1A",5.42235901010661e-07
36.6280564513352,1,1.42959255544639e-09,-1.43087901958391,"ARFGAP1",7.01001963591695e-09
6.00946122139386,1,0.0142293715723467,0.992558725720418,"GPR78",0.0233947609086524
16.4122768109351,1,5.09541400467439e-05,-0.948181186498225,"ITGBL1",0.0001392829549444
15.8380169613632,1,6.90021110707484e-05,-1.0623996472211,"XG",0.000187243592662856
2.88297957475477,1,0.0895202355865299,0.655088055074879,"CDKN2A",0.121904535183606
11.384391527545,1,0.000740638098240209,-1.00536188748332,"LAMA4",0.00161625471875718
1.62402697572184,1,0.202531196294243,-0.216346136967452,"LGMN",0.253277267848953
8.1350492556278,1,0.00434176679226583,0.709068142704615,"CTSA",0.00799686206549127
5.14075311574167,1,0.0233705077731777,0.702329380741955,"SCO2",0.0368003206907221
0.101396660976473,1,0.750159980516447,-0.0771064218779652,"CCL14",0.782349681172936
0.868948261987538,1,0.351246638789323,0.141196337889851,"SEC61A1",0.411197635776401
6.53952341686194,1,0.0105503609375506,0.704612875400087,"FMOD",0.0179259932039233
3.95141591268396,1,0.0468319471555272,0.484264797973474,"AKR1A1",0.0679093604667696
32.8358962491132,1,1.00275957537477e-08,2.0869697529347,"IFI6",4.43116681924502e-08
0.422182368289058,1,0.515850088842396,0.131663452015192,"ANXA6",0.572143253299404
13.1813951748625,1,0.000282742176299644,1.0422991530439,"C7orf50",0.000672417777326867
171.854511064902,1,0,2.40809628638549,"IFITM3",0
156.711142308957,1,0,3.87637485757529,"FTL",0
128.194798923662,1,0,-2.11426124595429,"FARP1",0
112.727177373167,1,0,-2.44143498400972,"HMCN1",0
17.9085342653543,1,2.31779424838541e-05,-0.830186735113135,"PARVB",6.64434351203817e-05
36.1945639036184,1,1.78567971520494e-09,1.58331365525096,"RP11-25H12.1",8.56819708840823e-09
11.6855591599979,1,0.000629870540958755,2.21690154197434,"SRA1",0.00138621115116513
1.72201742300246,1,0.189433565334253,0.416400692938964,"LOX",0.239307035077621
8.70312239935226,1,0.0031766544739924,1.70396067261752,"TUBB2A",0.00601949102020933
8.77914215966346,1,0.0030469445784137,1.03175580666325,"PLTP",0.00581311269397017
13.6907580958183,1,0.000215512451098965,3.14171011953712,"RP11-417E7.2",0.000528383597211936
8.77378738519342,1,0.00305590248432719,1.02759346692843,"C1S",0.00582027083045621
155.444479101745,1,0,4.65900977310989,"LGALS1",0
0.502895239519379,1,0.478230734002992,0.226429295426557,"TGFB3",0.537348704136025
40.7397257697937,1,1.73915437606809e-10,3.24628143926113,"CRABP2",9.67350543504538e-10
4.01816866882073,1,0.0450125653136232,-0.531264771700072,"NID2",0.0655261041935296
25.1628169189185,1,5.26883153550983e-07,2.80968258020424,"C4orf48",1.93132906777049e-06
22.5162084247819,1,2.08377923771597e-06,1.22729077290506,"HTRA1",7.01706381857364e-06
2.74686036769961,1,0.097445604083485,0.570792760858445,"FLNC",0.131734202376465
1.00354009598694,1,0.316455421816216,0.175118533456259,"MXRA7",0.378392686193079
36.2915083018612,1,1.69902536484301e-09,1.17735349656671,"CLEC11A",8.22298856231379e-09
2.50130662557276,1,0.11375188658729,0.396292069364864,"IFT20",0.151218322478704
187.301464687043,1,0,-3.43753751509915,"ROR2",0
84.5500325795388,1,0,2.57687365177157,"NME1-NME2",0
7.60923637743316,1,0.00580700705853343,1.52328150402129,"TNFAIP6",0.0104882615370604
4.66005303669919,1,0.0308722378545433,0.722597827329663,"RP11-14N7.2",0.0465791658858022
0.0151061649511975,1,0.902180631956258,-0.0240799973190627,"S100A9",0.916110759788462
20.1141101135208,1,7.29564493828772e-06,-0.894476804518715,"SNX8",2.28474258851699e-05
22.88775245822,1,1.7174268616138e-06,1.302466187308,"ECM1",5.87181416294872e-06
20.9806553316079,1,4.63944293582763e-06,2.25948206288666,"GPX7",1.50344846442182e-05
0.211755603255192,1,0.645394846450732,-0.144936288691745,"HIC1",0.69114122445586
30.4338414147216,1,3.45448822880456e-08,-1.21928034585283,"EPHB2",1.46292342416799e-07
7.51502103151352,1,0.00611865709301029,1.02601614898263,"GLIPR2",0.0109450538079768
31.4471063362232,1,2.04947816495604e-08,-0.76934516010009,"EVL",8.88107204814285e-08
11.7684473223258,1,0.000602432082046134,1.13523049524874,"PRAF2",0.00133106535124027
0.0784820629869834,1,0.779365108462689,-0.0571270808689755,"TMEM214",0.807534931660136
2.01154560486238,1,0.156106209612731,-0.396873290427685,"CYB561",0.200836297292328
4.63416389760619,1,0.0313414121885748,0.471791270725838,"MAGED1",0.0471597561599281
0.192259413386098,1,0.661042742851326,0.0838727057536939,"HM13",0.705196361171548
3.00118162048996,1,0.0832038130298419,-0.486162144807646,"FNDC1",0.113857849409257
5.92932920681383,1,0.0148909091002428,0.734513569184169,"C11orf24",0.0244464557622195
6.36267439376276,1,0.0116545745387915,0.852880237208557,"HTRA3",0.0196232143589893
0.565850947392041,1,0.451912365975338,0.224214935908977,"NT5DC2",0.511887419063526
0.109206316821422,1,0.741049548229843,0.103273075755828,"PLAU",0.7742928924495
0.0051789636173893,1,0.942629748329043,0.0150630787444746,"NAGK",0.950279583978242
28.7619614683983,1,8.18428722570985e-08,-0.754306822136668,"SPATS2L",3.35166048290975e-07
26.087642447107,1,3.26265500949496e-07,-0.622470133429043,"FKBP9",1.22404305389777e-06
2.00859735508537,1,0.156409869356363,0.29119778660867,"PLOD1",0.200995671195879
0.962910173136327,1,0.32645474928635,0.488787219208522,"SEMA6B",0.388272776278871
14.5029455299132,1,0.000139940558474327,1.7777324185751,"TXNDC5",0.000355576237214314
15.1452871257755,1,9.95464855969574e-05,0.710988696966833,"P4HB",0.000261251105392954
53.9291806857423,1,2.07833750209829e-13,-1.73582330306888,"CUEDC1",1.5088190437311e-12
18.3548673950673,1,1.83349977593839e-05,-0.618316201385133,"SLC38A10",5.36610667408145e-05
14.5081788679147,1,0.000139552337584337,1.08105128194059,"POLD4",0.000355397524873094
12.1902536778825,1,0.000480398499661971,1.20243230304221,"CISD1",0.00109609290331038
4.9443311583524,1,0.0261763649711355,-0.369592355472123,"TTYH3",0.0402381319317066
10.3919134695329,1,0.00126568392673498,1.07629642218221,"DAB2",0.00260116659942962
26.7099168678216,1,2.36405103937187e-07,1.22999503561023,"OLFML3",9.0825053677586e-07
141.577783873895,1,0,1.65003871218508,"RPS26",0
8.75939530815656,1,0.00308011156086752,0.506339668838546,"HDLBP",0.00585640259362225
40.4964458142435,1,1.96973992672156e-10,2.35037168613341,"KDELR2",1.07422889662181e-09
4.04041949164466,1,0.0444227781292458,0.320684425727319,"PLIN3",0.0648363785228418
13.1695834384926,1,0.000284529980780213,1.33586688647288,"METRN",0.000672525409116866
9.75618158404103,1,0.00178720735039195,0.490952675527818,"IFI27",0.00359370111103993
4.72346510359089,1,0.0297537274946524,-0.527034948186936,"BACE2",0.0450130816495554
1.4632421091332,1,0.226414970991887,0.288062842509905,"ANGPTL2",0.280323297418527
19.8723659107007,1,8.27884266241252e-06,1.13977641056001,"TMED3",2.57820225531398e-05
7.85251201929902,1,0.00507501429756863,1.15262113435111,"TGFBI",0.00925589883308601
23.2261882494521,1,1.44022660863996e-06,-2.30933292669103,"ABI3BP",5.01611635034105e-06
58.3536329240037,1,2.18713935851156e-14,-2.3379936595355,"SORCS2",1.72198718508164e-13
2.84938497795367,1,0.091408898947721,0.535539972081992,"TPM1",0.124166311504643
94.7454413609965,1,0,-2.23257961154191,"HMCN2",0
83.4726304078435,1,0,-1.8476601805684,"MYOF",0
30.172662423674,1,3.95241567252569e-08,1.49952795152881,"AP2S1",1.66747197052216e-07
0.0579186581388085,1,0.80981635241085,0.0890686934710289,"PDGFRL",0.835216496305656
10.4524737716071,1,0.0012248530999307,1.08662856286988,"SEC13",0.00252654200317809
124.687112370616,1,0,-2.62012682510118,"RUNX1",0
120.319816357714,1,0,-3.05073368250886,"PLXDC2",0
0.161186181470027,1,0.688066768348174,-0.0745502548513434,"LRP1",0.728464627853464
78.7049666371997,1,0,2.94434238479004,"BGN",0
120.532845931816,1,0,-2.85110341944635,"ADAMTS14",0
5.91775953135273,1,0.0149890070577652,0.796201878258414,"FKBP14",0.0245354463990944
30.7430029517657,1,2.94564094227567e-08,1.75805566375046,"ATOX1",1.26662560517854e-07
23.960606050529,1,9.83271226773219e-07,1.17215890111073,"NME4",3.50094659723713e-06
18.4177055341314,1,1.7740192284621e-05,2.01538820019126,"ISOC2",5.20565222420112e-05
17.2584327668589,1,3.26246349758863e-05,1.5958785664234,"CD151",9.18749166323448e-05
6.77358473805991,1,0.00925168234094276,0.492045449206414,"CTSB",0.0158518974102005
0.39676084543648,1,0.528766850296831,-0.128445761305381,"MVP",0.583574865381892
50.8995124454302,1,9.7222230266425e-13,-1.08304918680773,"MAP4K4",6.66837137655602e-12
42.3056199863844,1,7.80678854894745e-11,3.57362825144253,"C1R",4.47589210139654e-10
0.220689433638548,1,0.638515105930643,0.120932800701611,"FAM20C",0.684429423231504
3.89811540260063,1,0.0483403051733695,0.674080483388216,"GPX8",0.0697347886242931
58.1908677741514,1,2.37587727269783e-14,2.59482598821055,"OST4",1.85750404956376e-13
15.5847708115491,1,7.88874205530643e-05,1.24067632502714,"RCN1",0.000209990800424585
6.77553471929608,1,0.00924157997654329,0.562192656921997,"INAFM1",0.0158518974102005
43.1431951784454,1,5.08765252149601e-11,2.63507185735996,"PRDX4",2.99368185212239e-10
23.7260834112635,1,1.1106701319763e-06,2.43227935708803,"AC005943.2",3.90480882877202e-06
0.0138554606370722,1,0.906298060517103,-0.0143104952402929,"S100A8",0.919456653047297
0.453709070214569,1,0.500578818608672,0.137308966665861,"FBLN1",0.557417449406868
12.0471967580736,1,0.000518703235357076,1.07983699673534,"TMEM119",0.00116917382485728
135.436380659149,1,0,-3.93043743744693,"MIR99AHG",0
0.401300138894223,1,0.526418573806057,-0.0867390249418704,"EHD2",0.581557278177048
0.914902853224783,1,0.338816885425844,0.362476450538887,"LRRC32",0.399997125560817
5.04896762323701,1,0.0246406155347116,0.497893486384987,"ISG15",0.0383679779495928
46.9805670629897,1,7.16937620381941e-12,-1.11864698496633,"CADM1",4.60653022751155e-11
17.218296173111,1,3.33211772391984e-05,-0.606967376654397,"FAM114A1",9.36006938528235e-05
2.70008839585823,1,0.100342682945566,-0.452251235338164,"PDXK",0.135102235008927
36.1131968812589,1,1.86181703387689e-09,1.55524798196752,"CTSK",8.89534805074514e-09
51.7407493478923,1,6.33382235548652e-13,2.43759010671756,"PHPT1",4.45359332920373e-12
19.2466497555425,1,1.14871782921355e-05,2.94120911099601,"KDELR3",3.49936385030178e-05
15.03433442067,1,0.00010557290139579,-0.586675302872838,"SSC5D",0.00027641804159366
38.6250364344481,1,5.13559195169933e-10,-0.873467259488739,"ARHGAP1",2.68396414646744e-09
24.971924500971,1,5.81712458647132e-07,-0.869441012409149,"HEG1",2.12534159727939e-06
14.4581438688789,1,0.000143308867025183,2.9794613179275,"TNFRSF12A",0.000362487134240168
27.4993169332473,1,1.57149998125661e-07,2.82803348136741,"DPT",6.12173163430274e-07
57.595035431252,1,3.21964677141295e-14,-1.96031973076036,"ITGA11",2.43213857462141e-13
68.5216392385385,1,1.11022302462516e-16,-2.13045773731487,"PIEZO2",1.00099140446042e-15
5.83168873650231,1,0.0157400068891622,0.746998687383811,"B4GALT2",0.0256895294920925
1.34116026154982,1,0.246829457376776,0.256729016511276,"TYMP",0.302251186579667
0.464967300679966,1,0.495311602599903,-0.174625882066034,"CD74",0.555424645643623
0.454772203650057,1,0.500077379905535,-0.125791807573635,"HLA-DRA",0.557414267930596
21.7358376977388,1,3.12891155795914e-06,1.02137530238102,"EFEMP2",1.01986096845432e-05
