"gene","dynamic_module","clean_module","expected_sign","retained_n","retained_fraction","retained_all_6","retained_at_least_5","retained_majority"
"ITGA8","D1_early_decreasing","clean_D1",-1,4,0.666666666666667,FALSE,FALSE,TRUE
"CPE","D1_early_decreasing","clean_D1",-1,5,0.833333333333333,FALSE,TRUE,TRUE
"SOX18","D1_early_decreasing","clean_D1",-1,4,0.666666666666667,FALSE,FALSE,TRUE
"PTMA","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL35A","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL34","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"SLC35F1","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"H3F3B","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL13","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL11","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS27A","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS13","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL26","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL37A","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL5","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL13A","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"FAU","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL19","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL6","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS14","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL4","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL30","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS27","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL24","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"GNB2L1","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL12","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS23","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL38","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS9","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL37","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL3","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS6","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL18","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL9","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS21","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"EEF1A1","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL32","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS4X","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL23","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL14","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS3A","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL21","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL7","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL22","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS8","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"HSP90AB1","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"VIM","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS16","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"NACA","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS20","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"GLTSCR2","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL36A","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS3","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"JUNB","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL23A","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS5","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"BTF3","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS17","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL17-C18orf32","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL10A","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"HNRNPA1","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS25","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"LMO4","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"PFDN5","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"CIRBP","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS15","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL31","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS7","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"ADIRF","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS10","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"NUCKS1","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS15A","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"FGFR1","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"CD81","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"EIF1","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"ZFP36L2","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS24","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL7A","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS18","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"HMGB1","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"HIST1H4C","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPL35","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"SNHG8","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"RPS2","D2_late_increasing","none",1,0,0,FALSE,FALSE,FALSE
"TMEM258","D2_late_increasing","clean_D2",1,3,0.5,FALSE,FALSE,FALSE
"POLDIP2","D2_late_increasing","clean_D2",1,3,0.5,FALSE,FALSE,FALSE
"PLXNA3","D2_late_increasing","clean_D2",1,3,0.5,FALSE,FALSE,FALSE
"MRPS12","D2_late_increasing","none",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RAB24","D2_late_increasing","clean_D2",1,3,0.5,FALSE,FALSE,FALSE
"MARVELD1","D2_late_increasing","clean_D2",1,2,0.333333333333333,FALSE,FALSE,FALSE
"CMKLR1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PTPMT1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RNF11","D2_late_increasing","clean_D2",1,3,0.5,FALSE,FALSE,FALSE
"C6orf1","D2_late_increasing","clean_D2",1,3,0.5,FALSE,FALSE,FALSE
"SSNA1","D2_late_increasing","clean_D2",1,3,0.5,FALSE,FALSE,FALSE
"PSMC4","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NPC2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SAT2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NDUFB11","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DCHS1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"HAS2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NDUFA4","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ACTN1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"RAB1B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"HIGD2A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TMEM160","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ILVBL","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TMEM9","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PMP22","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RIC8A","D2_late_increasing","clean_D2",1,3,0.5,FALSE,FALSE,FALSE
"COX7B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"YIPF3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TEN1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MRPS24","D2_late_increasing","none",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FASTK","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FAM162A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TSR3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PRELP","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GORASP2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ECH1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GSTO1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PRMT2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SUB1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"HLA-A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ANXA2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CREB3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PLP2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ALDOA","D2_late_increasing","clean_D2",1,3,0.5,FALSE,FALSE,FALSE
"CCDC92","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"IFITM1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SCAND1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RPS19BP1","D2_late_increasing","none",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CD68","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NKIRAS2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NRP2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PLXNA2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"C4orf3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RBCK1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PKM","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MAGOHB","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MAP2K2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ORMDL3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CDIPT","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"AGPAT1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CFL1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PACS2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GJA1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"KDELR1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ZNF593","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CORO1C","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RTN4RL2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PSME2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"AKR1B1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CYSTM1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SNX3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"BCL7C","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PODNL1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GALNT15","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PPP1R14B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"HOXB7","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ADGRA2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NUCB2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ANXA5","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ATP5J2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CAPNS1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ATP5G3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MBOAT7","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"WDR45","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SLC35A4","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CSF1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TES","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"C11orf98","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MRPS11","D2_late_increasing","none",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PDIA6","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NDUFS7","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CMBL","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"POP7","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"POLE4","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PREB","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MPC2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MIEN1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CA12","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PDGFD","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"COX14","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MINOS1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NTMT1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MAPK6","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FAM20A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GAPDH","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GADD45GIP1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FIS1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ASNA1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"MAPKAPK2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PCNXL3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"KLF7","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"MEA1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TMEM98","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DCTN1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"APOL1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SMPD1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MRPL55","D2_late_increasing","none",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RPN1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FRZB","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CLIP1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TMEM263","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CYC1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DGCR6L","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"R3HDM4","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"LSM7","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CARM1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"KCTD12","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SLC25A5","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CHMP1A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ABHD17A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"COX7A1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TIAM2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"AURKAIP1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SLC31A1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ARFGAP3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NME3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"MRPL41","D2_late_increasing","none",1,4,0.666666666666667,FALSE,FALSE,TRUE
"UFC1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NDUFA2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FSCN1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"DLG1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PCED1A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"BLOC1S1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"COL8A2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"LZTS1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"LSP1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"KIF1C","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CMTM3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"WDR46","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"EFHD2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MGP","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"XPOT","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PKIG","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"BCL3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ARHGDIA","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ZNF428","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"LOXL2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"UQCR10","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"RAB7B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RABAC1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"DPM3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CSTB","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TMUB1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PSMB9","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"AP1S1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MYL6","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"LIMK1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GBP2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"AMPD2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"BEST1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CUEDC2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ILF2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TUBA1B","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SAC3D1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GDI2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DCTD","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FAM127A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RPN2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ATP5E","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CDC42EP1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PUF60","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"INPPL1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"MYL6B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PKN1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"LTBP2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"COL15A1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NOP10","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RAB11FIP5","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"OXLD1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DNM3OS","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"LRRC75A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"XXYLT1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GCN1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FAAP100","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PTGDS","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CCL27","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CAPG","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MYC","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MDFI","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"B4GALT7","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PSMD8","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"IMP4","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"APRT","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PTGES2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SLC35E1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ANO1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SEC61B","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TTC3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"POLR2G","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TIMM13","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TMED2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MMP14","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"UBA1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"APLNR","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"DGKZ","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ELN","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PRELID1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SIRT2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"IL32","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
