"gene","dynamic_module","clean_module","expected_sign","retained_n","retained_fraction","retained_all_6","retained_at_least_5","retained_majority"
"CHRD","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"BAX","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PLEKHO1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TSPAN4","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TCEB2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ATP8B2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ATP6V0E1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SPOP","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DUSP23","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CCND2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SLC3A2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TMEM205","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"COMMD7","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"UBTD1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SPNS1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MRGPRF","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PIGP","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DDT","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CPNE1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TSPAN9","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NDUFA13","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PTPN14","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MXD4","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PPP2R1A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ACAN","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"STARD10","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TCEAL8","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NUDT22","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TACSTD2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CD248","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GOLGA2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"HSD3B7","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TAX1BP3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GLRX","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FAM96B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CYP1B1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"LTBR","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SERPINB6","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MFSD12","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FKBP1A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NCLN","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NTM","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FAM173A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TMEM141","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RNF181","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FBLN2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CTD-3214H19.16","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ARHGAP22","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MRPL3","D2_late_increasing","none",1,4,0.666666666666667,FALSE,FALSE,TRUE
"YIPF5","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"APOBEC3C","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PSMB3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"C1orf54","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FAM57A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NUDT2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"AP2M1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"MYO18A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TOMM5","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"C1orf216","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ELOVL1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MMP24-AS1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CCDC85B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"COX5A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GTF2H5","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RALA","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CTSD","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FAM210B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"YKT6","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"RP11-492E3.51","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SEPW1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PTPRD","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"USP11","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"IFNGR2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SLC52A2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CFH","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PRKAR2A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SNRPC","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CHID1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MSC","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"DNLZ","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"REXO2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"IFI35","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"RAB31","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PRDX5","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"UFD1L","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ICAM3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SNHG18","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PSENEN","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SEC31A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"EPN1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SH3BGRL3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SAE1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"HSPA12B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NAA38","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CLEC2A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SEC23A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TENM4","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CILP","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CCL2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"LAMTOR1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TP53TG1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SEPN1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"BRE","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SIGMAR1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DEF8","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CXCL12","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CCDC8","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MRPL27","D2_late_increasing","none",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GSTK1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NFE2L1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PDIA4","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CAP1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ABHD14A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PLGRKT","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SERP1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FAAP20","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PPP4C","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NRN1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ITGB5","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PDZD11","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CLTB","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TADA3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MZT2A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PTGIS","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FGGY","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"HSPB6","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"C19orf70","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PPP1CA","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TMEM54","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SSR2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SPHK1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"LY6E","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TMEM120B","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PRSS23","D2_late_increasing","clean_D2",1,6,1,TRUE,TRUE,TRUE
"DCN","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"C17orf89","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GSDMD","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NFATC2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PRKCSH","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CENPP","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FBXW5","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DDRGK1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CTC-479C5.12","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ANAPC11","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MAN1B1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NDUFA6","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GPX1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"MICAL2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TAPBP","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TMED9","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MRPL36","D2_late_increasing","none",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FUCA2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TP53I13","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"IFI16","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SEC61G","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ARPC2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NCS1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GMPPB","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TMEM45A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FAM109B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"G6PC3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ARF5","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"MGAT1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ATP5G1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PPP1R9B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SH3GLB1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SHISA4","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PALM","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"COLGALT1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"IGF2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CLDN4","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"EIF5A","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TGFB1I1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ORAI2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"WIPI1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CLEC2B","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SNRNP25","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"UQCR11","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DDB2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GALNT5","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NAGLU","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"UBXN6","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SCP2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"IKBIP","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"MAN1C1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"COPS7A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"WBP5","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"VAT1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PEA15","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TXN2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ECM2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TBC1D1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NDUFB3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"APOE","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FAM129A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SLC39A7","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"KIAA2013","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TNC","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CLPP","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"HMOX2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MAST2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GPC1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PRADC1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"KLHL22","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ARAP1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GUK1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"IGDCC4","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CHD3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NDUFA3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"PSMB8","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"KLHDC3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"MIF","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GOLGA3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ST6GALNAC6","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"THOC6","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"MRPL14","D2_late_increasing","none",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GTF3C1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GNG5","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"BAD","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"DPYSL3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TIMM8B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"MYO1C","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CRELD2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CALR","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"C11orf68","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"B2M","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"C19orf24","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FAM102A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"NUTF2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"UROS","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CALM3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PRICKLE1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TXNDC15","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"EFEMP1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"CCDC124","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"NDUFB2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GRINA","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"FAM177A1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GIPC1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ZNF106","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SLC12A4","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SRPX2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ECHS1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ANXA1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FAM234A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TWF2","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"ITGA5","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"RARRES3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"AKR1C3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"TMEM208","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"BUD31","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"CCDC167","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SCARF2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"RNPEPL1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"OLFM2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SPINT2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"BRI3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"RP11-196G11.1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"KCNK6","D2_late_increasing","clean_D2",1,6,1,TRUE,TRUE,TRUE
"LRPAP1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FBLIM1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"ARSA","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"RNASEH2C","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TXNL4A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GTF3C6","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"AKT1S1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"SH3GL1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"AP3D1","D2_late_increasing","clean_D2",1,6,1,TRUE,TRUE,TRUE
"QSOX1","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TXLNA","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GPC6","D2_late_increasing","clean_D2",1,6,1,TRUE,TRUE,TRUE
"LTBP3","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"FAM229B","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"C12orf75","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"SRM","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PPDPF","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PRKCDBP","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"GTF3A","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"JDP2","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"RP11-282O18.3","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
"TRAPPC1","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"GSR","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"PDIA5","D2_late_increasing","clean_D2",1,5,0.833333333333333,FALSE,TRUE,TRUE
"RHOC","D2_late_increasing","clean_D2",1,4,0.666666666666667,FALSE,FALSE,TRUE
