"gene","dynamic_module","clean_module","expected_sign","scheme","n_repeats","median_rho","expected_direction_fraction","strong_expected_fraction","direction_retained_in_at_least_80pct_repeats"
"MRPS12","D2_late_increasing","none",1,"five_donors_n43",100,0.101057224347875,0.93,0,TRUE
"RAB24","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.161512045573633,0.91,0.38,TRUE
"RAB24","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.150635584285287,1,0.18,TRUE
"MARVELD1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0625764600714805,0.74,0.09,FALSE
"MARVELD1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.212350843399659,1,0.62,TRUE
"CMKLR1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.154071373882315,0.95,0.27,TRUE
"CMKLR1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.171476310292648,1,0.28,TRUE
"PTPMT1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.104506784349413,0.87,0.16,TRUE
"PTPMT1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.143332370965945,1,0.17,TRUE
"RNF11","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.151123421802338,1,0.21,TRUE
"RNF11","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.174020762538532,0.9,0.38,TRUE
"C6orf1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.172848663626692,0.98,0.38,TRUE
"C6orf1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.182197250653982,1,0.4,TRUE
"SSNA1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.150613396247376,0.97,0.25,TRUE
"SSNA1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.157885302799169,1,0.23,TRUE
"PSMC4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0730968332126968,0.76,0.06,FALSE
"PSMC4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.122188172442048,0.99,0.03,TRUE
"NPC2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.135905146560623,0.92,0.28,TRUE
"NPC2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.203725065425992,1,0.54,TRUE
"SAT2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.157615065954356,0.91,0.33,TRUE
"SAT2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.131593255486445,1,0.08,TRUE
"NDUFB11","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.206590188275738,0.98,0.55,TRUE
"NDUFB11","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.175791164713929,1,0.36,TRUE
"DCHS1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.101642452663357,0.81,0.29,TRUE
"DCHS1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.115948316318216,0.99,0.06,TRUE
"HAS2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.197111590961558,0.98,0.49,TRUE
"HAS2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.187379726292995,1,0.32,TRUE
"NDUFA4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.122131389345171,0.91,0.24,TRUE
"NDUFA4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.130571865124426,1,0.1,TRUE
"ACTN1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.163375448342622,0.96,0.34,TRUE
"ACTN1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.21764200637103,1,0.61,TRUE
"RAB1B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.158726310105666,0.88,0.37,TRUE
"RAB1B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.14192783671792,0.99,0.18,TRUE
"HIGD2A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0808489138082317,0.78,0.13,FALSE
"HIGD2A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.112229863255395,0.98,0,TRUE
"TMEM160","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.114070298455916,0.98,0.02,TRUE
"TMEM160","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0751207987114414,0.76,0.16,FALSE
"ILVBL","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.124507867263453,1,0.07,TRUE
"ILVBL","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.121688353975616,0.88,0.24,TRUE
"TMEM9","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.203759118830325,1,0.53,TRUE
"TMEM9","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.10493963422229,0.81,0.07,TRUE
"PMP22","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.176289474699093,0.95,0.4,TRUE
"PMP22","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.218049213372422,1,0.64,TRUE
"RIC8A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.160918897323554,0.93,0.3,TRUE
"RIC8A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.227800500278476,1,0.69,TRUE
"COX7B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.132140847677106,0.99,0.09,TRUE
"COX7B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.178009760659529,0.96,0.43,TRUE
"YIPF3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.150672020906108,1,0.14,TRUE
"YIPF3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.055488102813566,0.7,0.11,FALSE
"TEN1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.211601042402052,0.98,0.54,TRUE
"TEN1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.193147263549413,1,0.47,TRUE
"MRPS24","D2_late_increasing","none",1,"all_6_donors_n11",100,0.155239545170207,0.91,0.37,TRUE
"MRPS24","D2_late_increasing","none",1,"five_donors_n43",100,0.191723500643582,1,0.44,TRUE
"FASTK","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.170118231431874,1,0.24,TRUE
"FASTK","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.178420164256185,0.94,0.44,TRUE
"FAM162A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.168467559975732,1,0.21,TRUE
"FAM162A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.252642603352335,0.96,0.64,TRUE
"TSR3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.138623755370723,0.92,0.31,TRUE
"TSR3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.167696345896203,1,0.27,TRUE
"PRELP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.247464653549346,1,0.7,TRUE
"PRELP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.21492490789055,1,0.64,TRUE
"GORASP2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.15409486179267,1,0.12,TRUE
"GORASP2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0845361273202528,0.8,0.14,TRUE
"ECH1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.200919132710756,1,0.51,TRUE
"ECH1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.144660307936873,0.93,0.32,TRUE
"GSTO1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.153616159713066,1,0.18,TRUE
"GSTO1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0152255237092872,0.61,0.03,FALSE
"PRMT2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.122163502296216,0.86,0.23,TRUE
"PRMT2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.13124186378118,0.98,0.07,TRUE
"SUB1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.181429703891953,0.98,0.37,TRUE
"SUB1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.145259952736803,1,0.14,TRUE
"HLA-A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.172764102321423,0.94,0.41,TRUE
"HLA-A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.214212016606195,1,0.69,TRUE
"ANXA2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.140381020140081,1,0.15,TRUE
"ANXA2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.161542607952249,0.91,0.34,TRUE
"CREB3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.258311557520485,0.99,0.7,TRUE
"CREB3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.190955903568257,1,0.4,TRUE
"PLP2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.145655697602482,0.92,0.34,TRUE
"PLP2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.187320162058277,1,0.39,TRUE
"ALDOA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.156461795818681,0.91,0.38,TRUE
"ALDOA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.1927624672787,1,0.45,TRUE
"CCDC92","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.158825692889877,1,0.21,TRUE
"CCDC92","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.164680256507569,0.92,0.4,TRUE
"IFITM1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.143331729137004,0.9,0.2,TRUE
"IFITM1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.185403139207729,1,0.36,TRUE
"SCAND1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.123764411693873,0.88,0.22,TRUE
"SCAND1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.190357721017218,1,0.39,TRUE
"RPS19BP1","D2_late_increasing","none",1,"all_6_donors_n11",100,0.217296040526816,0.97,0.57,TRUE
"RPS19BP1","D2_late_increasing","none",1,"five_donors_n43",100,0.155860962116956,1,0.18,TRUE
"CD68","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.139609635136212,1,0.15,TRUE
"CD68","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.128039012028669,0.91,0.19,TRUE
"NKIRAS2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.15563075349901,1,0.19,TRUE
"NKIRAS2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.185365772092959,0.94,0.44,TRUE
"NRP2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.116566649050852,0.83,0.28,TRUE
"NRP2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.140645699149776,0.98,0.12,TRUE
"PLXNA2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.120459747343253,0.83,0.24,TRUE
"PLXNA2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.188565805581272,1,0.43,TRUE
"C4orf3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.101949375584832,0.78,0.15,FALSE
"C4orf3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.155207975245219,1,0.14,TRUE
"RBCK1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.188048426881906,1,0.44,TRUE
"RBCK1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.175262412398617,0.96,0.43,TRUE
"PKM","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.134182232046798,0.9,0.23,TRUE
"PKM","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.166631474585315,1,0.24,TRUE
"MAGOHB","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.256298939596753,0.95,0.64,TRUE
"MAGOHB","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.228503894953451,1,0.67,TRUE
"MAP2K2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.13254245609997,0.91,0.23,TRUE
"MAP2K2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.102007187657078,1,0,TRUE
"ORMDL3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.180459998370371,1,0.38,TRUE
"ORMDL3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.241229598928877,0.96,0.68,TRUE
"CDIPT","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.113330614266326,0.84,0.17,TRUE
"CDIPT","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.163322335549031,1,0.2,TRUE
"AGPAT1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.160069849304538,0.94,0.31,TRUE
"AGPAT1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.15106426008729,1,0.13,TRUE
"CFL1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.138069158247154,0.86,0.27,TRUE
"CFL1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.167357028719527,1,0.2,TRUE
"PACS2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.130024749564499,1,0.07,TRUE
"PACS2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.122990719666522,0.82,0.26,TRUE
"GJA1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.193965344575168,1,0.42,TRUE
"GJA1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.191431063995086,0.9,0.49,TRUE
"KDELR1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.183076403738292,1,0.32,TRUE
"KDELR1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.184292027103148,0.96,0.45,TRUE
"ZNF593","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.166400379413675,0.91,0.39,TRUE
"ZNF593","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.157151806818923,1,0.17,TRUE
"CORO1C","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.15496938522925,0.91,0.36,TRUE
"CORO1C","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.126371820676739,0.98,0.02,TRUE
"RTN4RL2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.203968546231361,1,0.51,TRUE
"RTN4RL2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.209931413043406,0.99,0.55,TRUE
"PSME2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.2034642227085,1,0.53,TRUE
"PSME2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.258810902183688,0.99,0.73,TRUE
"AKR1B1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.177289560564005,0.98,0.38,TRUE
"AKR1B1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.160460377959028,1,0.17,TRUE
"CYSTM1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.129048060914082,0.87,0.18,TRUE
"CYSTM1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.146223569265391,1,0.07,TRUE
"SNX3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.115992748143937,1,0.02,TRUE
"SNX3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.120365598228132,0.8,0.24,TRUE
"BCL7C","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.175731196132813,1,0.32,TRUE
"BCL7C","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.183199062148805,0.95,0.47,TRUE
"PODNL1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.216953412867233,0.94,0.53,TRUE
"PODNL1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.163095228954726,1,0.27,TRUE
"GALNT15","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.180539050902438,0.94,0.41,TRUE
"GALNT15","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.162361647640522,1,0.32,TRUE
"PPP1R14B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.159842869769432,1,0.23,TRUE
"PPP1R14B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.152280742807492,0.9,0.3,TRUE
"HOXB7","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.118257369054291,0.99,0.02,TRUE
"HOXB7","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.138038133564111,0.88,0.31,TRUE
"ADGRA2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.11624699145857,1,0.05,TRUE
"ADGRA2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0713359591438108,0.73,0.13,FALSE
"NUCB2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.249659715783527,0.98,0.61,TRUE
"NUCB2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.211427591615772,1,0.6,TRUE
"ANXA5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.119369138566422,0.88,0.22,TRUE
"ANXA5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.15502328780017,1,0.14,TRUE
"ATP5J2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.228031000237233,0.96,0.62,TRUE
"ATP5J2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.230250331658946,1,0.74,TRUE
"CAPNS1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.170833212923258,1,0.32,TRUE
"CAPNS1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.253599286997095,0.98,0.72,TRUE
"ATP5G3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.154541579036293,0.92,0.32,TRUE
"ATP5G3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.140072242321266,1,0.17,TRUE
"MBOAT7","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.129464747598601,0.9,0.2,TRUE
"MBOAT7","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.132001223149184,1,0.12,TRUE
"WDR45","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.254186418808035,0.99,0.74,TRUE
"WDR45","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.2180256242803,1,0.6,TRUE
"SLC35A4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.200101353920867,1,0.5,TRUE
"SLC35A4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.220732246417288,0.93,0.56,TRUE
"CSF1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.14864234757603,0.99,0.21,TRUE
"CSF1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.167749994376843,1,0.2,TRUE
"TES","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0903837100744366,0.82,0.13,TRUE
"TES","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.112625800893579,0.97,0.01,TRUE
"C11orf98","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.151030498311952,0.92,0.36,TRUE
"C11orf98","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.124947422406108,1,0.09,TRUE
"MRPS11","D2_late_increasing","none",1,"five_donors_n43",100,0.178524252499256,1,0.32,TRUE
"MRPS11","D2_late_increasing","none",1,"all_6_donors_n11",100,0.138070980640448,0.87,0.18,TRUE
"PDIA6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.186617364611023,1,0.35,TRUE
"PDIA6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.203717093198741,0.95,0.54,TRUE
"NDUFS7","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.194297643177139,0.97,0.48,TRUE
"NDUFS7","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.179428403624212,1,0.3,TRUE
"CMBL","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.236193651264089,0.98,0.68,TRUE
"CMBL","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.202304336735365,1,0.51,TRUE
"POP7","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.221460759717866,0.98,0.6,TRUE
"POP7","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.189574110770834,1,0.39,TRUE
"POLE4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.215486081461867,1,0.65,TRUE
"POLE4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.249667672945309,1,0.72,TRUE
"PREB","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.170150821851512,0.95,0.42,TRUE
"PREB","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.204049948145251,1,0.53,TRUE
"MPC2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.151089481395388,0.96,0.36,TRUE
"MPC2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.124783635275226,0.99,0.07,TRUE
"MIEN1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0936975924454412,0.79,0.1,FALSE
"MIEN1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.130778216550894,1,0.09,TRUE
"CA12","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.141031344940579,1,0.12,TRUE
"CA12","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.131285618913115,0.89,0.26,TRUE
"PDGFD","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.181840940200462,0.96,0.41,TRUE
"PDGFD","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.182941917315118,1,0.37,TRUE
"COX14","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.081856055570204,0.74,0.16,FALSE
"COX14","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.117485368134607,1,0.07,TRUE
"MINOS1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0728780476878752,0.82,0.11,TRUE
"MINOS1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.161085769641564,1,0.27,TRUE
"NTMT1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.16800722321866,1,0.29,TRUE
"NTMT1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.122387565704546,0.86,0.18,TRUE
"MAPK6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.18555309141367,1,0.39,TRUE
"MAPK6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.176495122592745,0.93,0.37,TRUE
"FAM20A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.22952718359326,1,0.81,TRUE
"FAM20A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.222803998608427,0.99,0.57,TRUE
"GAPDH","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.179452173005461,0.94,0.43,TRUE
"GAPDH","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.193606181616048,1,0.44,TRUE
"GADD45GIP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0660938551136923,0.67,0.15,FALSE
"GADD45GIP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.106430741844153,0.99,0.01,TRUE
"FIS1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.157324026004869,1,0.17,TRUE
"FIS1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.206434025326513,0.99,0.54,TRUE
"ASNA1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.172775360913648,1,0.3,TRUE
"ASNA1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.131414667995431,0.95,0.23,TRUE
"MAPKAPK2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.19995325091924,0.94,0.5,TRUE
"MAPKAPK2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.168292393368665,1,0.3,TRUE
